month,waterMonth,flowMean,flowMin,flowMax,energyMax,energyMin,energyMean,plantPowerMax,plantPowerMin,plantPowerMean,eFlowProportionMean,generationProportionMean,bypassProportionMean,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactorMean,specificEnergyMean
10,1,1109,134.5,8627,142500,0,71670,192.8,0,98.43,0.24,0.64,0.36,0,0.0045,0.011,0.55,35.3
