exceedance,energy,riverVolume,capFactor,eFlowProportion,specificEnergy,shutoffDaysProportion
0,1053,73.9,0.668,0.25,45.3,0.167
0.05,994.4,56.6,0.631,0.21,44.6,0.0753
0.1,953.9,51.2,0.605,0.2,43.2,0.0441
0.15,939.7,48.5,0.596,0.19,41.2,0.0318
0.2,922.1,46.5,0.585,0.182,39,0.0247
0.25,907.9,42.6,0.576,0.18,34.9,0.0192
0.3,896.5,41.4,0.569,0.16,32.3,0.0118
0.35,880.6,38.7,0.558,0.16,29.7,0.00822
0.4,875.8,36.5,0.555,0.16,28.9,0
0.45,872.9,35.3,0.553,0.155,27.6,0
0.5,868.5,34.3,0.551,0.15,26.6,0
0.55,862.4,32.4,0.547,0.15,25.5,0
0.6,845.1,30.9,0.536,0.14,24.2,0
0.65,837.3,29.8,0.531,0.14,22.7,0
0.7,830,27,0.526,0.14,22.1,0
0.75,816.7,24.8,0.518,0.13,20.8,0
0.8,810.8,22.8,0.514,0.13,19,0
0.85,790.9,20.6,0.502,0.12,17.4,0
0.9,772.7,18.6,0.49,0.12,16.8,0
0.95,718.1,16.3,0.455,0.11,15.2,0
1,514.5,11.7,0.326,0.084,10.3,0
