Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,496.6,229.6,1122,126800,26270,63870,170.4,35.3,85.84,0.19,0.82,0.18,0,0,0,0.48,48.2
2,5,1154,304,2354,127800,32810,102700,190.2,48.83,151.6,0.12,0.77,0.23,0,0,0,0.84,40.1
3,6,2557,873.4,4789,142100,53380,112000,191,71.75,150.6,0.089,0.49,0.51,0,0,0.031,0.84,21
4,7,4531,1029,7507,127400,0,62460,177,0,86.76,0.068,0.3,0.7,0,0,0.36,0.48,9.15
5,8,4044,696.3,7218,133800,0,73980,179.9,0,99.42,0.096,0.35,0.65,0,0,0.26,0.55,12.1
6,9,2180,418.5,4164,126600,46620,105100,175.9,64.74,146,0.15,0.54,0.46,0,0,0.0022,0.81,24.9
7,10,1005,293.1,1837,128500,30800,94320,172.7,41.4,126.8,0.26,0.69,0.31,0,0,0,0.7,36.6
8,11,547.6,217.9,777.9,86320,16300,56400,116,21.91,75.81,0.36,0.65,0.35,0,0.0086,0,0.42,37.8
9,12,361,162.1,506.7,55810,14370,35410,77.52,19.95,49.18,0.39,0.62,0.38,0,0.01,0,0.27,37.2
10,1,259.5,124.6,353.4,38080,11000,25410,51.19,14.79,34.16,0.4,0.6,0.4,0,0.031,0,0.19,36.2
11,2,237.3,133.3,303.3,31960,13190,24430,44.39,18.32,33.93,0.36,0.64,0.36,0,0,0,0.19,39.9
12,3,292,171.4,479.2,58680,18550,36130,78.87,24.93,48.56,0.26,0.75,0.25,0,0,0,0.27,46.2
