Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,8630,192,140000,25.6,1100,25.4,0.921,1.94,0.48,0.89,0.87,49.2,1
0.01,5230,185,135000,25.6,1100,25.4,0.92,1.94,0.46,0.88,0.79,48.4,0.516
0.02,4600,181,133000,25.6,1100,25.4,0.919,1.94,0.45,0.87,0.76,48,0.0667
0.03,4120,179,131000,25.5,1100,25.4,0.918,1.94,0.44,0.86,0.73,47.6,0
0.04,3830,177,129000,25.5,1100,25.4,0.917,1.94,0.44,0.86,0.71,47.3,0
0.05,3490,175,128000,25.5,1100,25.3,0.917,1.94,0.44,0.85,0.682,47,0
0.06,3310,174,126000,25.5,1100,25.3,0.916,1.94,0.43,0.85,0.67,46.6,0
0.07,3160,173,125000,25.5,1100,25.2,0.916,1.94,0.43,0.85,0.65,46.4,0
0.08,3030,172,124000,25.4,1100,25.2,0.916,1.94,0.428,0.84,0.64,46.1,0
0.09,2940,170,123000,25.4,1100,25.2,0.915,1.94,0.42,0.84,0.63,45.9,0
0.1,2800,169,122000,25.4,1100,25.1,0.915,1.94,0.42,0.83,0.61,45.8,0
0.11,2670,167,121000,25.4,1100,25.1,0.915,1.94,0.41,0.83,0.59,45.6,0
0.12,2590,166,120000,25.3,1100,25.1,0.915,1.94,0.41,0.82,0.58,45.5,0
0.13,2480,165,119000,25.3,1100,25,0.915,1.94,0.41,0.82,0.56,45.3,0
0.14,2360,163,118000,25.3,1100,24.9,0.914,1.94,0.4,0.81,0.539,45.2,0
0.15,2290,161,118000,25.2,1100,24.9,0.914,1.93,0.4,0.81,0.52,45.1,0
0.16,2210,160,116000,25.2,1100,24.9,0.913,1.93,0.39,0.81,0.5,45,0
0.17,2090,159,114000,25.2,1100,24.9,0.913,1.92,0.39,0.8,0.48,44.9,0
0.18,1960,158,113000,25.2,1100,24.8,0.913,1.92,0.39,0.8,0.46,44.7,0
0.19,1850,156,113000,25.1,1100,24.8,0.912,1.89,0.38,0.8,0.46,44.6,0
0.2,1770,154,112000,25.1,1090,24.8,0.912,1.86,0.38,0.79,0.45,44.3,0
0.21,1690,152,111000,25.1,1080,24.8,0.912,1.84,0.37,0.79,0.44,44,0
0.22,1630,151,110000,25.1,1070,24.7,0.911,1.8,0.37,0.78,0.44,43.8,0
0.23,1530,149,109000,25,1070,24.7,0.911,1.77,0.37,0.78,0.44,43.6,0
0.24,1470,148,107000,25,1050,24.6,0.91,1.71,0.36,0.77,0.43,43.4,0
0.25,1390,146,106000,25,1030,24.6,0.91,1.62,0.36,0.77,0.43,43.1,0
0.26,1330,145,104000,24.9,1000,24.6,0.909,1.55,0.36,0.77,0.43,42.7,0
0.27,1270,143,103000,24.9,982,24.6,0.909,1.5,0.35,0.76,0.42,42.5,0
0.28,1230,141,102000,24.9,961,24.5,0.908,1.44,0.35,0.758,0.42,42.2,0
0.29,1190,140,101000,24.8,941,24.5,0.908,1.38,0.35,0.75,0.42,41.8,0
0.3,1150,139,99500,24.8,915,24.5,0.907,1.33,0.34,0.75,0.41,41.4,0
0.31,1110,137,97700,24.7,901,24.4,0.907,1.27,0.34,0.74,0.41,41,0
0.32,1060,135,96400,24.7,875,24.4,0.907,1.2,0.332,0.73,0.41,40.8,0
0.33,1030,133,95300,24.6,841,24.3,0.906,1.12,0.33,0.73,0.41,40.5,0
0.34,987,131,93900,24.6,808,24.3,0.906,1.06,0.32,0.72,0.4,40.3,0
0.35,952,128,92700,24.6,782,24.2,0.905,1.01,0.32,0.71,0.4,40.1,0
0.36,916,127,91000,24.6,765,24.2,0.905,0.962,0.316,0.71,0.39,39.9,0
0.37,890,123,89200,24.5,740,24.1,0.904,0.91,0.31,0.7,0.39,39.7,0
