Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,1017,73.6,0.645,0.25,44.4,0.167
0.01,1010,68.3,0.64,0.232,44.1,0.165
0.02,1001,66.5,0.635,0.222,44,0.134
0.03,982.2,61.1,0.623,0.22,43.8,0.108
0.04,964.4,58.7,0.612,0.213,43.6,0.0958
0.05,955.6,56.7,0.606,0.21,43.3,0.0816
0.06,942.6,55.1,0.598,0.205,43.1,0.0697
0.07,932.1,54.2,0.591,0.2,42.9,0.0609
0.08,930,53.6,0.59,0.2,42.7,0.0548
0.09,925.1,53.1,0.587,0.2,42.5,0.0517
0.1,919.8,52.5,0.583,0.198,42.3,0.0433
0.11,918.4,50.3,0.583,0.19,41.8,0.0398
0.12,912.9,50.3,0.579,0.19,41.4,0.0297
0.13,905.4,49.4,0.574,0.19,40.5,0.0196
0.14,902.5,48.6,0.572,0.19,40.3,0.0192
0.15,897.4,48.1,0.569,0.19,38.9,0.017
0.16,894.1,47.6,0.567,0.19,38.5,0.0105
0.17,893.1,47.1,0.566,0.19,38.3,0.00647
0.18,890.2,46.8,0.564,0.19,38.3,0.00241
0.19,887.6,46.6,0.563,0.185,38.1,0
0.2,886.8,46.3,0.563,0.18,37.5,0
0.21,885.9,45.1,0.562,0.18,36.9,0
0.22,883.6,43.1,0.561,0.18,36.5,0
0.23,876.5,42.4,0.555,0.18,35.8,0
0.24,870.8,42.3,0.552,0.18,34,0
0.25,868.7,42.1,0.551,0.18,33.9,0
0.26,867.9,41.9,0.55,0.171,32.6,0
0.27,866.4,41.7,0.549,0.17,32.4,0
0.28,864.7,41.3,0.548,0.17,32.2,0
0.29,864.1,41.1,0.548,0.17,31.9,0
0.3,861.3,40.8,0.546,0.17,31.7,0
0.31,859.4,39.7,0.545,0.165,31.2,0
0.32,858.9,38.8,0.545,0.16,30.4,0
0.33,855.7,38.5,0.543,0.16,29.5,0
0.34,850.9,38.4,0.54,0.16,29,0
0.35,850.7,38.4,0.54,0.16,28.9,0
0.36,850.5,38.3,0.539,0.16,28.8,0
0.37,850.1,38.1,0.539,0.16,28.7,0
0.38,850.1,37.7,0.539,0.16,28.6,0
0.39,846.7,36.5,0.537,0.16,28.3,0
0.4,845.7,36,0.536,0.16,28.1,0
0.41,843.2,35.8,0.535,0.16,28.1,0
0.42,841.8,35.4,0.534,0.16,28,0
0.43,841.1,35.1,0.533,0.16,27.7,0
0.44,840.8,35,0.533,0.16,27.4,0
0.45,840.2,34.8,0.533,0.16,27,0
0.46,838.6,34.7,0.532,0.16,26.8,0
0.47,837.4,34.3,0.531,0.16,26.7,0
0.48,836.8,34.1,0.531,0.16,26.5,0
0.49,835,33.9,0.53,0.159,26.5,0
0.5,834.9,33.8,0.529,0.15,26.1,0
0.51,833.8,33.7,0.529,0.15,25.8,0
0.52,832.9,33.4,0.528,0.15,25.4,0
0.53,831.7,32.5,0.527,0.15,25.3,0
0.54,831.1,32.1,0.527,0.15,25.1,0
0.55,829.1,31.6,0.526,0.15,24.9,0
0.56,827.6,31.3,0.525,0.15,24.7,0
0.57,826,31.3,0.524,0.15,24.5,0
0.58,821.9,31.1,0.522,0.15,24.2,0
0.59,816.7,30.7,0.518,0.15,23.9,0
0.6,813.5,30.5,0.516,0.15,23.4,0
0.61,813,30.3,0.516,0.149,22.8,0
0.62,810.7,30.2,0.514,0.14,22.7,0
0.63,809,30,0.513,0.14,22.5,0
0.64,808.5,29.7,0.513,0.14,22.3,0
0.65,808.2,29.4,0.513,0.14,22.1,0
0.66,807.6,28.1,0.512,0.14,22,0
0.67,807.1,27.6,0.512,0.14,21.8,0
0.68,804.6,27.3,0.51,0.14,21.7,0
0.69,801,27,0.508,0.14,21.7,0
0.7,798.2,26.5,0.506,0.14,21.7,0
0.71,796.5,25.9,0.505,0.14,21.5,0
0.72,795.4,25.5,0.505,0.14,21.3,0
0.73,794.5,25.1,0.504,0.14,21.2,0
0.74,793,25,0.503,0.139,20.8,0
0.75,790.1,24.7,0.501,0.13,20.2,0
0.76,789.5,24.5,0.501,0.13,20.1,0
0.77,786.5,24.3,0.498,0.13,20.1,0
0.78,785.2,23.8,0.498,0.13,20,0
0.79,782.1,23.2,0.496,0.13,19.6,0
0.8,778.7,22.8,0.494,0.13,18.6,0
0.81,774.7,22.3,0.491,0.13,17.7,0
0.82,770.8,21.8,0.489,0.13,17.3,0
0.83,768.1,21.4,0.487,0.13,17.2,0
0.84,766.2,21,0.486,0.13,17.1,0
0.85,765.4,20.6,0.485,0.128,17,0
0.86,764.7,20.4,0.485,0.12,16.9,0
0.87,761.2,19.9,0.483,0.12,16.8,0
0.88,759.4,19.1,0.482,0.12,16.4,0
0.89,754.5,18.7,0.478,0.12,16.2,0
0.9,750.2,18.4,0.476,0.12,16.1,0
0.91,746.5,18.3,0.474,0.12,16,0
0.92,744.8,18.2,0.472,0.12,15.9,0
0.93,740.3,17.9,0.469,0.114,15.5,0
0.94,733.1,17.6,0.465,0.11,15,0
0.95,715,17.1,0.453,0.11,14.8,0
0.96,688,16.4,0.436,0.11,14.4,0
0.97,664.9,15,0.422,0.108,13.5,0
0.98,622.2,14.2,0.394,0.0998,12.1,0
0.99,552.6,12.8,0.351,0.0979,11.4,0
1,491.4,11.4,0.312,0.085,9.9,0
