exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.82,281.32,0.82,38.6,6.03,4.15,3.05,55.3,107,0.38,174.2,0.62,174.2,0,0,0,0,-3.05,3.05,38.6,6.03,4.15,0,58.3,223,990,964.8,25.2,0.114,0.00756,0.0003,0.122,0.00484,2,0.207,0.329,0.0131,24.8,0.924,0.974,0.9,38.3,37.3,38.2,168000
0.83,273.46,0.83,38.2,5.96,4.07,2.96,54,105,0.38,168.3,0.62,168.3,0,0,0,0,-2.96,2.96,38.2,5.96,4.07,0,56.9,217,990,964.8,25.2,0.112,0.0069,0.000274,0.119,0.00472,2,0.199,0.318,0.0126,24.9,0.923,0.973,0.898,37.6,36.6,36.9,448000
0.84,269.81,0.84,37.8,5.93,4.01,2.89,53.3,104,0.39,165.8,0.61,165.8,0,0,0,0,-2.89,2.89,37.8,5.93,4.01,0,56.2,214,990,964.8,25.2,0.111,0.00662,0.000262,0.118,0.00466,1,0.196,0.314,0.0124,24.9,0.923,0.973,0.898,37.4,36.4,36.4,176000
0.85,265.08,0.85,38.1,5.89,3.95,2.88,53,104,0.39,161.3,0.61,161.3,0,0,0,0,-2.88,2.88,38.1,5.89,3.95,0,55.9,209,990,964.8,25.2,0.109,0.00615,0.000244,0.116,0.00458,2,0.185,0.301,0.0119,24.9,0.921,0.972,0.895,36.3,35.3,35.3,394000
0.86,259.65,0.86,37.3,5.76,3.84,2.76,51.9,102,0.39,158.1,0.61,158.1,0,0,0,0,-2.76,2.76,37.3,5.76,3.84,0,54.6,205,990,964.7,25.3,0.108,0.00582,0.000231,0.114,0.0045,1,0.179,0.293,0.0116,25,0.92,0.971,0.894,35.6,34.6,34.6,268000
0.87,255.59,0.87,37.6,5.78,3.83,2.75,52.2,102,0.4,153.5,0.6,153.5,0,0,0,0,-2.75,2.75,37.6,5.78,3.83,0,54.9,201,990,964.7,25.3,0.106,0.00535,0.000212,0.112,0.00442,1,0.168,0.28,0.0111,25,0.918,0.971,0.892,34.6,33.6,33.6,217000
0.88,246.55,0.88,36.2,5.57,3.63,2.59,49.2,97.3,0.39,149.3,0.61,149.3,0,0,0,0,-2.59,2.59,36.2,5.57,3.63,0,51.8,195,990,964.7,25.3,0.104,0.00493,0.000195,0.109,0.00431,1,0.16,0.269,0.0106,25.1,0.917,0.971,0.89,33.6,32.7,32.7,380000
0.89,239.67,0.89,35.9,5.41,3.45,2.45,48.5,95.7,0.4,144,0.6,144,0,0,0,0,-2.45,2.45,35.9,5.41,3.45,0,50.9,189,990,964.6,25.4,0.102,0.0044,0.000173,0.107,0.0042,1,0.149,0.255,0.0101,25.1,0.914,0.971,0.888,32.4,31.5,31.5,120000
0.90,235.32,0.9,35.3,5.32,3.36,2.4,46.4,92.8,0.39,142.5,0.61,142.5,0,0,0,0,-2.4,2.4,35.3,5.32,3.36,0,48.8,187,990,964.6,25.4,0.101,0.00425,0.000168,0.106,0.00416,1,0.145,0.251,0.00989,25.1,0.914,0.971,0.887,32.1,31.2,31.2,316000
0.91,228.78,0.91,35.1,5.43,3.45,2.46,46,92.4,0.4,136.3,0.6,136.3,0,0,0,0,-2.46,2.46,35.1,5.43,3.45,0,48.5,180,990,964.6,25.4,0.0992,0.00363,0.000143,0.103,0.00404,1,0.133,0.236,0.00928,25.2,0.911,0.97,0.884,30.7,29.8,29.8,295000
0.92,223.54,0.92,34.4,5.25,3.27,2.3,44,89.2,0.4,134.3,0.6,134.3,0,0,0,0,-2.3,2.3,34.4,5.25,3.27,0,46.3,177,990,964.5,25.5,0.0981,0.00343,0.000135,0.102,0.00399,1,0.129,0.23,0.00905,25.2,0.91,0.97,0.883,30.3,29.4,29.4,221000
0.93,218.68,0.93,34.3,5.19,3.22,2.25,43.6,88.6,0.41,130.1,0.59,130.1,0,0,0,0,-2.25,2.25,34.3,5.19,3.22,0,45.9,173,990,964.5,25.5,0.0965,0.00301,0.000118,0.0995,0.00391,1,0.121,0.221,0.00865,25.3,0.908,0.97,0.881,29.3,28.4,28.4,211000
0.94,209.43,0.94,33.4,5,3.15,2.21,40.9,84.7,0.4,124.8,0.6,124.8,0,0,0,0,-2.21,2.21,33.4,5,3.15,0,43.1,166,990,964.5,25.5,0.0942,0.00248,0.0000972,0.0967,0.00379,1,0.112,0.208,0.00815,25.3,0.904,0.97,0.877,28,27.2,27.2,232000
0.95,201.32,0.95,32.6,4.86,3.04,2.14,38.6,81.3,0.4,120.1,0.6,120.1,0,0,0,0,-2.14,2.14,32.6,4.86,3.04,0,40.8,161,990,964.4,25.6,0.0922,0.00201,0.0000784,0.0942,0.00368,1,0.103,0.198,0.00772,25.4,0.901,0.97,0.874,27,26.2,26.2,282000
0.96,199.12,0.96,31.6,4.49,2.93,2.06,35.8,76.9,0.39,122.3,0.61,122.3,0,0,0,0,-2.06,2.06,31.6,4.49,2.93,0,37.8,161,990,964.4,25.6,0.0925,0.00223,0.000087,0.0947,0.0037,1,0.107,0.202,0.00787,25.4,0.903,0.97,0.876,27.5,26.7,26.7,78800
0.97,193.75,0.97,30.4,4.5,2.97,2.06,33,73,0.38,120.8,0.62,120.8,0,0,0,0,-2.06,2.06,30.4,4.5,2.97,0,35.1,159,990,964.4,25.6,0.0915,0.0021,0.0000819,0.0936,0.00366,1,0.104,0.198,0.00773,25.4,0.902,0.97,0.874,27.1,26.3,26.3,314000
0.98,183.65,0.98,28.5,4.38,2.82,2.03,28.7,66.4,0.36,117.2,0.64,117.2,0,0,0,0,-2.03,2.03,28.5,4.38,2.82,0,30.7,153,990,964.4,25.6,0.0895,0.00176,0.000069,0.0913,0.00357,1,0.0983,0.19,0.00742,25.4,0.899,0.97,0.872,26.2,25.5,25.5,181000
0.99,161.4,0.99,25.4,4.32,2.39,2,22.7,56.7,0.35,104.7,0.65,104.7,0,0,0,0,-2,2,25.4,4.32,2.39,0,24.7,137,990,964.5,25.5,0.0838,0.000848,0.0000332,0.0846,0.00332,1,0.079,0.164,0.00641,25.4,0.887,0.967,0.858,23.1,22.4,22.4,216000
1.00,119.03,1,23.9,4.02,2.02,2,19.9,51.8,0.44,67.21,0.56,67.21,0,0,0,0,-2,2,23.9,4.02,2.02,0,21.9,97.1,990,964.5,25.5,0.0717,0,0,0.0717,0.00281,1,0.0325,0.104,0.00409,25.4,0.82,0.96,0.788,13.8,13.2,13.2,35900
