Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,889.7,35.3,0.564,0.4,45.5,0.54
0.01,885.6,34.1,0.562,0.376,45.3,0.522
0.02,881.5,32.9,0.559,0.352,45.1,0.504
0.03,877.4,31.7,0.557,0.328,45,0.485
0.04,868.4,31.3,0.551,0.316,44.8,0.437
0.05,856.9,31.2,0.544,0.31,44.7,0.374
0.06,845.4,31.1,0.536,0.304,44.6,0.311
0.07,837,31.1,0.53,0.299,44.5,0.267
0.08,834.4,30.9,0.529,0.296,44.5,0.263
0.09,831.9,30.8,0.528,0.293,44.5,0.259
0.1,829.4,30.6,0.526,0.29,44.5,0.255
0.11,828.9,30.1,0.526,0.284,44.3,0.249
0.12,828.3,29.7,0.525,0.278,44.1,0.243
0.13,827.8,29.3,0.525,0.272,43.9,0.238
0.14,826.4,29.1,0.524,0.268,43.6,0.235
0.15,824.5,29.1,0.523,0.265,43.3,0.233
0.16,822.7,29,0.522,0.262,42.9,0.231
0.17,821,28.9,0.521,0.256,42.6,0.228
0.18,819.6,28.5,0.52,0.244,42.4,0.222
0.19,818.2,28.2,0.519,0.232,42.2,0.217
0.2,816.8,27.8,0.518,0.22,42,0.211
0.21,809.6,27.7,0.514,0.22,41.6,0.182
0.22,802.4,27.6,0.509,0.22,41.3,0.153
0.23,795.2,27.4,0.505,0.22,40.9,0.125
0.24,790.8,27.4,0.502,0.218,40.7,0.104
0.25,787.8,27.4,0.499,0.215,40.6,0.0863
0.26,784.7,27.4,0.497,0.212,40.5,0.069
0.27,782.2,27,0.496,0.21,40.4,0.0556
0.28,780.5,25.7,0.495,0.21,40.3,0.0499
0.29,778.9,24.5,0.494,0.21,40.3,0.0441
0.3,777.3,23.2,0.493,0.21,40.2,0.0384
0.31,776.2,22.9,0.492,0.207,40.1,0.0384
0.32,775.1,22.7,0.492,0.204,40.1,0.0384
0.33,774.1,22.4,0.491,0.201,40,0.0384
0.34,773.4,22.3,0.491,0.2,39.9,0.0367
0.35,772.9,22.3,0.49,0.2,39.7,0.0342
0.36,772.3,22.2,0.49,0.2,39.5,0.0318
0.37,771.1,22.1,0.489,0.199,39.4,0.0299
0.38,768.2,21.6,0.488,0.196,39.3,0.029
0.39,765.4,21.2,0.486,0.193,39.3,0.0282
0.4,762.6,20.8,0.484,0.19,39.2,0.0274
0.41,760.3,20.7,0.482,0.19,39,0.0266
0.42,758,20.6,0.481,0.19,38.8,0.0258
0.43,755.7,20.5,0.479,0.19,38.7,0.0249
0.44,753,20.3,0.478,0.188,38.5,0.0236
0.45,750.3,20.1,0.476,0.185,38.5,0.0219
0.46,747.5,19.9,0.474,0.182,38.4,0.0203
0.47,745.1,19.7,0.473,0.18,38.2,0.0181
0.48,743.8,19.5,0.472,0.18,37.9,0.0148
0.49,742.5,19.4,0.471,0.18,37.7,0.0115
0.5,741.1,19.3,0.47,0.18,37.4,0.00822
0.51,736.3,19.3,0.467,0.18,37.4,0.0074
0.52,731.4,19.2,0.464,0.18,37.4,0.00658
0.53,726.6,19.2,0.461,0.18,37.4,0.00575
0.54,720.2,18.8,0.457,0.178,37.2,0.00493
0.55,713,18.2,0.453,0.175,36.9,0.00411
0.56,705.9,17.7,0.448,0.172,36.7,0.00329
0.57,699.5,17.3,0.444,0.17,36.4,0.00274
0.58,694.7,17.1,0.441,0.17,36.1,0.00274
0.59,689.8,17,0.437,0.17,35.9,0.00274
0.6,685,16.8,0.434,0.17,35.6,0.00274
0.61,682.7,16.8,0.433,0.17,35.2,0.00192
0.62,680.4,16.7,0.432,0.17,34.8,0.0011
0.63,678.2,16.7,0.43,0.17,34.3,0.000274
0.64,675.4,16.6,0.429,0.17,34,0
0.65,672.3,16.5,0.426,0.17,33.8,0
0.66,669.3,16.4,0.424,0.17,33.5,0
0.67,665.6,16.1,0.422,0.17,33.3,0
0.68,660.4,15.6,0.419,0.17,33.2,0
0.69,655.3,15.1,0.415,0.17,33.2,0
0.7,650.1,14.6,0.412,0.17,33.1,0
0.71,643,14.5,0.408,0.17,32.8,0
0.72,635.9,14.5,0.403,0.17,32.4,0
0.73,628.8,14.4,0.399,0.17,32.1,0
0.74,624.2,14.4,0.396,0.168,31.4,0
0.75,621,14.4,0.394,0.165,30.4,0
0.76,617.7,14.3,0.391,0.162,29.5,0
0.77,613.2,14.2,0.389,0.16,28.9,0
0.78,606.2,13.9,0.384,0.16,28.8,0
0.79,599.2,13.5,0.38,0.16,28.7,0
0.8,592.2,13.2,0.376,0.16,28.6,0
0.81,560.7,12.7,0.356,0.16,28.4,0
0.82,529.3,12.2,0.336,0.16,28.1,0
0.83,497.8,11.8,0.316,0.16,27.9,0
0.84,476.3,11.4,0.302,0.16,27.6,0
0.85,459.8,11.2,0.292,0.16,27.4,0
0.86,443.3,10.9,0.281,0.16,27.2,0
0.87,429.3,10.6,0.272,0.159,27,0
0.88,420.3,10.5,0.266,0.156,27,0
0.89,411.3,10.3,0.261,0.153,26.9,0
0.9,402.3,10.2,0.255,0.15,26.9,0
0.91,378.4,9.79,0.24,0.15,26.7,0
0.92,354.6,9.38,0.225,0.15,26.5,0
0.93,330.7,8.98,0.21,0.15,26.4,0
0.94,305.9,8.51,0.194,0.15,26.3,0
0.95,280.7,8.02,0.178,0.15,26.3,0
0.96,255.4,7.53,0.162,0.15,26.2,0
0.97,222.2,6.65,0.141,0.15,25.9,0
0.98,173.5,4.99,0.11,0.15,25.1,0
0.99,124.7,3.33,0.079,0.15,24.2,0
1,75.96,1.67,0.0482,0.15,23.4,0
