WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,644.2,192.8,14,98.32,720.7,138.8,1819,17,3.2,12.3,0.275,0.0814,0.526,0,0,0,0,0,0,0.409,0.21,0.13,0.15,0.26,0,0,0,4.7,0.19,0.72,0.28,37.9
1993,365,500.6,183.4,0,57.14,381.2,119.4,1103,12,3.05,8.95,0.326,0.106,0.603,4,42,0,0.011,0.12,0,0.317,0.066,0.13,0.18,0.61,0.011,46,0.12602739726027398,3.05,0.25,0.75,0.25,41.7
1994,365,124.3,57.85,0,14.19,171.5,60.93,373.7,5.41,2.86,2.38,0.588,0.286,1,118,54,0,0.32,0.15,0,0.0788,0,0,0.049,0.63,0.32,172,0.4712328767123288,3.03,0.53,0.44,0.56,23
1995,366,175.5,91.39,0,19.98,202.8,52.25,536.1,6.41,2.87,3.25,0.567,0.202,0.995,145,65,0,0.4,0.18,0,0.111,0,0,0.16,0.44,0.4,210,0.5753424657534246,3.16,0.45,0.51,0.49,27.4
1996,365,450.1,167.4,0,51.38,345.7,69.89,992.3,10.9,2.87,7.93,0.373,0.126,0.744,49,30,0,0.13,0.082,0,0.285,0.038,0.19,0.16,0.48,0.13,79,0.21643835616438356,2.97,0.26,0.73,0.27,41.3
1997,365,446.8,157.3,0,51.01,338.9,118.6,930.4,10.7,2.87,7.82,0.338,0.134,0.555,0,27,0,0,0.074,0,0.283,0.022,0.13,0.21,0.64,0,27,0.07397260273972603,2.88,0.27,0.73,0.27,41.8
1998,365,713.9,192.8,0,81.49,594.2,104.6,1955,18.7,3.29,13.6,0.275,0.0757,0.497,0,31,0,0,0.085,0,0.453,0.23,0.14,0.18,0.45,0,31,0.08493150684931507,5.1,0.18,0.73,0.27,38.2
1999,366,618.4,192.8,0,70.4,494.6,153.6,1741,15.6,3.21,11.4,0.287,0.0692,0.494,0,10,0,0,0.027,0,0.392,0.15,0.099,0.22,0.54,0,10,0.0273972602739726,4.2,0.21,0.73,0.27,39.6
2000,365,795.8,192.8,21.98,90.84,784.7,152.2,2401,24.7,4.05,15.8,0.247,0.0807,0.506,0,0,0,0,0,0,0.505,0.28,0.1,0.21,0.4,0,0,0,8.9,0.16,0.64,0.36,32.2
2001,365,401,119.6,0,45.78,319.4,112,728.6,10.1,3.09,6.93,0.357,0.186,0.643,13,41,0,0.036,0.11,0,0.254,0,0.096,0.24,0.63,0.036,54,0.14794520547945206,3.17,0.31,0.69,0.31,39.7
