duration_years,stDev,p50,p75,p90,p99
5,38.466400564869815,851.9,822.4494307479724,799.0979477911392,758.9083944798256
10,27.19985268725749,851.9,830.0486018115154,813.5366098619764,785.1183041826883
15,22.20858672088356,851.9,833.4151595463371,819.9331745752324,796.7297251523347
18,20.273573195562694,851.9,834.7203063356568,822.4129941879575,801.2312397532052
20,19.233200282434908,851.9,835.4220272019431,823.7462857235265,803.6515090678697
25,17.202697302557045,851.9,836.7915806496134,826.348479996232,808.3751653583422
