datetime,Year,Month,WaterYear,WaterMonth,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,31,0.306,0.196,0.038,1371.51,14.91,14.91,1.843,1,0,0.22580645161290322,114.1,91.48,141.8,41.09,18.48,73,73,73,26.89,0,49.38,0.648,0.515,0.798,14.2,0,68.8,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.071,0.0708,0.0732,0.000248,0,0.0016,0.0000097,0,0.000063,0.0775,0.0708,0.11,0.003,0.0028,0.0043,25.42,25.39,25.43,0.115,0,0.906,0.124,0,0.96,0.111,0,0.87,1.92,0,15.53,1.843,0,14.91,24,27,0,0.774,0.871,0,0.0102,1.65,0.268,0.64,0.12,0.88,4.48
728517600000,1993,2,1992,5,28,0.505,0.206,0.299,15118.1,48.2,48.2,22.5,1,1,1,208.7,145.9,298.8,123.7,60.9,85,85,85,-3.806e-15,-2.842e-14,1.421e-14,0.427,0.285,0.583,123.7,60.9,213.8,990,990,990,964.6,964.4,964.9,25.4,25.1,25.6,0.0937,0.0715,0.125,0.00627,0.000926,0.0139,0.00025,0.000036,0.00055,0.209,0.0971,0.37,0.0083,0.0038,0.015,25.23,24.73,25.41,0.701,0,0.957,0.727,0,0.98,0.68,0,0.938,23.16,0,49.63,22.5,0,48.2,0,7,0,0,0.25,0,0.125,0.25,0.206,0.41,0.59,0.41,29.9
730936800000,1993,3,1992,6,31,1.12,0.287,0.838,50112.1,96.4,96.4,67.35,2,1,1.8064516129032258,419.9,305,590.5,312.9,198,107,107,107,0,-5.684e-14,5.684e-14,0.265,0.181,0.351,312.9,198,483.5,990,990,990,965.5,964.9,966.3,24.5,23.7,25.1,0.164,0.123,0.23,0.0497,0.0126,0.127,0.0021,0.0005,0.0054,0.395,0.255,0.626,0.016,0.01,0.026,24.13,23.12,24.73,0.946,0.925,0.959,0.975,0.97,0.98,0.922,0.897,0.939,39.6,26.46,52.65,38.23,25.67,48.2,0,0,0,0,0,0,0.374,0,0.282,0.26,0.75,0.25,44.7
733615200000,1993,4,1992,7,30,1.9,0.324,1.58,89752,138.6,138.6,124.7,3,2,2.966666666666667,734.6,603.4,809.6,609.6,478.4,125,125,125,0,-5.684e-14,5.684e-14,0.172,0.154,0.207,609.6,478.4,684.6,990,990,990,966.8,966.3,967.1,23.2,22.9,23.7,0.306,0.231,0.349,0.208,0.125,0.258,0.009,0.0053,0.011,0.735,0.53,0.857,0.032,0.022,0.038,22.43,22,23.11,0.954,0.945,0.957,0.977,0.97,0.98,0.932,0.917,0.938,43.13,34.92,51.74,42.09,33.87,48.2,0,0,0,0,0,0,0.693,0,0.32,0.17,0.83,0.17,47.2
736207200000,1993,5,1992,8,31,1.65,0.394,1.26,72818.5,129.2,129.2,97.87,3,2,2.4193548387096775,615.7,460.6,780.3,468.7,313.6,147,147,147,3.667e-15,-5.684e-14,5.684e-14,0.245,0.188,0.319,468.7,313.6,633.3,990,990,990,966.3,965.7,967,23.7,23,24.3,0.234,0.167,0.32,0.126,0.047,0.224,0.0054,0.0019,0.0097,0.565,0.368,0.771,0.024,0.015,0.034,23.09,22.21,23.96,0.952,0.943,0.958,0.976,0.97,0.98,0.93,0.915,0.939,41.87,34.74,52.26,40.72,33.7,48.2,0,0,0,0,0,0,0.544,0,0.39,0.24,0.76,0.24,44.1
738885600000,1993,6,1992,9,30,0.967,0.308,0.658,39865.4,72.2,72.2,55.37,2,1,1.6333333333333333,372.9,309.1,453.8,253.9,190.1,119,119,119,2.842e-15,-2.842e-14,2.842e-14,0.323,0.262,0.385,253.9,190.1,334.8,990,990,990,965.3,964.9,965.6,24.7,24.4,25.1,0.145,0.122,0.173,0.0252,0.0119,0.057,0.001,0.00048,0.0023,0.335,0.252,0.403,0.014,0.01,0.016,24.4,23.96,24.72,0.943,0.924,0.959,0.974,0.97,0.98,0.918,0.896,0.94,37.42,25.9,52.64,36.2,25.13,48.2,0,0,0,0,0,0,0.308,0,0.309,0.32,0.68,0.32,41.2
741477600000,1993,7,1992,10,31,0.708,0.289,0.419,26107.3,44.8,44.8,35.09,1,1,1,264.4,231.2,305.6,156.4,123.2,108,108,108,-9.168e-16,-2.842e-14,2.842e-14,0.411,0.353,0.467,156.4,123.2,197.6,990,990,990,964.8,964.6,964.9,25.2,25.1,25.4,0.109,0.097,0.123,0.00905,0.00622,0.0125,0.00036,0.00024,0.0005,0.271,0.212,0.345,0.011,0.0083,0.014,24.98,24.73,25.2,0.94,0.927,0.954,0.973,0.97,0.98,0.915,0.9,0.935,36.05,28.24,45.71,35.09,27.39,44.8,0,0,0,0,0,0,0.195,0,0.289,0.41,0.59,0.41,36.9
744156000000,1993,8,1992,11,31,0.52,0.249,0.271,6564.59,30.23,30.23,8.823,1,1,1,194.2,168.6,228.2,101.2,75.59,93,93,93,1.375e-15,-1.421e-14,1.421e-14,0.483,0.408,0.552,101.2,75.59,135.2,990,990,990,964.5,964.4,964.6,25.5,25.4,25.6,0.0875,0.0784,0.0995,0.00435,0.00218,0.00724,0.00017,0.000085,0.00028,0.171,0.125,0.232,0.0067,0.0049,0.0091,25.38,25.2,25.42,0.299,0,0.933,0.313,0,0.97,0.29,0,0.905,9.096,0,31.17,8.823,0,30.23,0,21,0,0,0.677,0,0.049,0.677,0.249,0.48,0.52,0.48,12.6
746834400000,1993,9,1992,12,30,0.363,0.187,0.176,6560.95,20.99,20.99,9.112,1,1,1,140,125.7,167.2,68.02,53.66,72,72,72,-9.474e-16,-1.421e-14,1.421e-14,0.518,0.431,0.573,68.02,53.66,95.23,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0742,0.0708,0.0833,0.00153,0.000311,0.00384,0.00006,0.000012,0.00015,0.11,0.0861,0.158,0.0043,0.0034,0.0062,25.39,25.37,25.41,0.49,0,0.939,0.513,0,0.967,0.471,0,0.901,9.476,0,21.71,9.112,0,20.99,0,14,0,0,0.467,0,0.0506,0.467,0.187,0.52,0.48,0.52,18.1
749426400000,1993,10,1993,1,31,0.297,0.139,0.141,3268.31,16.78,16.78,4.393,1,0,0.8709677419354839,110.9,98.87,126.8,58.87,46.87,52,52,52,6.206,-7.105e-15,49.33,0.471,0.41,0.526,52.66,0,74.76,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0709,0.0708,0.0725,0.000775,0,0.0021,0.00003,0,0.000083,0.0927,0.0708,0.118,0.0036,0.0028,0.0046,25.41,25.38,25.43,0.264,0,0.939,0.279,0,0.96,0.254,0,0.902,4.576,0,17.48,4.393,0,16.78,4,22,0,0.129,0.71,0,0.0244,0.839,0.156,0.47,0.47,0.53,11
752104800000,1993,11,1993,2,30,0.315,0.13,0.176,9685.98,19.36,19.36,13.45,1,0,0.9333333333333333,121.4,99.14,137.4,71.35,49.14,50,50,50,3.285,-1.421e-14,49.41,0.416,0.364,0.504,68.07,0,87.42,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0723,0.0708,0.0766,0.00182,0,0.00318,0.000071,0,0.00012,0.112,0.0708,0.14,0.0044,0.0028,0.0055,25.39,25.36,25.43,0.741,0,0.94,0.768,0,0.963,0.711,0,0.903,14,0,20.1,13.45,0,19.36,2,6,0,0.0667,0.2,0,0.0747,0.267,0.139,0.41,0.56,0.44,30.7
754696800000,1993,12,1993,3,31,0.402,0.158,0.244,14937.6,22.56,22.56,20.08,1,1,1,150,130.6,161.5,90.99,71.58,59,59,59,-2.75e-15,-1.421e-14,1.421e-14,0.395,0.365,0.452,90.99,71.58,102.5,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0793,0.0724,0.0833,0.00348,0.00183,0.00446,0.00014,0.000072,0.00017,0.148,0.113,0.169,0.0058,0.0044,0.0066,25.36,25.35,25.39,0.92,0.911,0.938,0.965,0.96,0.97,0.888,0.882,0.901,20.8,16.43,23.25,20.08,15.77,22.56,0,0,0,0,0,0,0.112,0,0.158,0.39,0.61,0.39,37.2
757375200000,1994,1,1993,4,31,0.474,0.196,0.278,17195.9,29.51,29.51,23.11,1,1,1,176.8,150.3,204.4,103.8,77.27,73,73,73,4.584e-16,-1.421e-14,1.421e-14,0.417,0.357,0.486,103.8,77.27,131.4,990,990,990,964.4,964.4,964.5,25.6,25.5,25.6,0.0856,0.0762,0.0953,0.00458,0.00232,0.00692,0.00018,0.000091,0.00027,0.173,0.125,0.222,0.0068,0.0049,0.0087,25.38,25.35,25.38,0.925,0.912,0.937,0.967,0.96,0.97,0.894,0.883,0.903,23.89,18.02,30.42,23.11,17.3,29.51,0,0,0,0,0,0,0.128,0,0.196,0.41,0.59,0.41,36.3
