WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,587.9,192.8,0,89.73,556.6,136,1251,13.1,2.5,10.6,0.253,0.0999,0.537,0,1,0,0,0.0027,0,0.373,0.15,0.15,0.18,0.28,0,1,0.0027397260273972603,2.5,0.19,0.81,0.19,44.9
1993,365,477.7,167.7,0,54.54,366.7,107.3,999.3,11.6,2.96,8.56,0.335,0.116,0.671,14,54,0,0.038,0.15,0,0.303,0.063,0.14,0.14,0.62,0.038,68,0.1863013698630137,3.04,0.26,0.74,0.26,41.2
1994,365,75.51,40.31,0,8.62,141.8,39.1,285.3,4.47,2.72,1.71,0.678,0.368,1,154,236,0,0.42,0.65,0,0.0479,0,0,0,0.58,0.42,390,1.0684931506849316,2.76,0.61,0.38,0.62,16.9
1995,366,128.1,66.01,0,14.58,170.6,32.5,411.7,5.39,2.8,2.25,0.662,0.26,1,208,238,0,0.57,0.65,0,0.0812,0,0,0.12,0.31,0.57,446,1.2219178082191782,3.14,0.52,0.42,0.58,23.8
1996,365,362.7,135.5,0,41.41,303.9,50.25,770.6,9.59,2.86,6.58,0.451,0.114,1,79,145,0,0.22,0.4,0,0.23,0,0.18,0.16,0.44,0.22,224,0.6136986301369863,3.01,0.3,0.69,0.31,37.8
1997,365,396.3,134.6,0,45.24,320.6,90.61,751.5,10.1,2.87,7.07,0.379,0.115,0.642,45,97,0,0.12,0.27,0,0.251,0,0.21,0.13,0.53,0.12,142,0.38904109589041097,3.03,0.28,0.7,0.3,39.2
1998,365,699.6,192.8,0,79.86,531.5,90.88,1500,16.8,3.18,13,0.284,0.0905,0.572,25,42,0,0.068,0.12,0,0.444,0.24,0.096,0.18,0.41,0.068,67,0.18356164383561643,3.8,0.19,0.77,0.23,41.6
1999,366,462.4,183.6,0,52.64,348.7,118.5,1100,11,2.87,8.14,0.328,0.106,0.608,3,31,0,0.0082,0.085,0,0.293,0.063,0.077,0.22,0.63,0.0082,34,0.09315068493150686,2.86,0.26,0.74,0.26,42
2000,365,737,192.8,0,84.13,617.6,100.7,1753,19.5,3.41,14.1,0.27,0.0852,0.516,8,33,0,0.022,0.09,0,0.467,0.24,0.13,0.19,0.41,0.022,41,0.11232876712328767,5.4,0.17,0.72,0.28,37.8
2001,365,270.6,68.61,0,30.89,240.4,74.2,426.1,7.58,2.87,4.56,0.439,0.212,0.97,76,99,0,0.21,0.27,0,0.172,0,0,0.25,0.55,0.21,175,0.4794520547945205,3.02,0.38,0.6,0.4,35.7
2002,365,326.3,126.4,0,37.25,278.8,67.14,739.9,8.79,2.87,5.72,0.419,0.169,0.775,80,122,0,0.22,0.33,0,0.207,0,0.055,0.29,0.44,0.22,202,0.5534246575342465,3.07,0.33,0.65,0.35,37.1
