Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3220,192,141000,25.6,1100,25.5,0.938,1.87,0.93,0.88,1,49.8,1
0.01,2610,190,137000,25.6,1100,25.4,0.936,1.87,0.778,0.87,1,49,1
0.02,2240,185,134000,25.6,1100,25.4,0.936,1.87,0.728,0.87,1,48.5,1
0.03,1990,180,133000,25.6,1100,25.4,0.935,1.87,0.677,0.86,1,48.4,1
0.04,1810,179,133000,25.6,1100,25.4,0.935,1.87,0.643,0.85,0.901,48.1,1
0.05,1770,177,131000,25.6,1100,25.4,0.935,1.82,0.61,0.84,0.781,47.8,1
0.06,1670,176,129000,25.6,1090,25.4,0.935,1.82,0.57,0.84,0.69,47.4,1
0.07,1580,172,128000,25.6,1090,25.4,0.934,1.78,0.549,0.83,0.64,46.9,0.834
0.08,1460,170,125000,25.5,1070,25.4,0.934,1.73,0.53,0.83,0.613,46.7,0.686
0.09,1390,166,122000,25.5,1050,25.4,0.934,1.63,0.507,0.82,0.58,46.6,0.6
0.1,1270,164,121000,25.5,985,25.4,0.934,1.45,0.481,0.82,0.561,46.4,0.535
0.11,1160,162,120000,25.5,940,25.4,0.933,1.38,0.47,0.815,0.54,46.3,0.46
0.12,1080,160,117000,25.5,880,25.4,0.933,1.25,0.46,0.81,0.508,46.2,0.288
0.13,1020,155,112000,25.5,858,25.4,0.933,1.18,0.46,0.81,0.483,46,0.174
0.14,976,153,109000,25.5,825,25.4,0.933,1.12,0.45,0.81,0.47,45.8,0.122
0.15,917,146,106000,25.5,755,25.4,0.932,1.02,0.45,0.8,0.46,45.7,0.0428
0.16,892,145,105000,25.5,745,25.4,0.932,0.947,0.44,0.8,0.46,45.5,0
0.17,855,141,101000,25.5,729,25.4,0.932,0.934,0.44,0.79,0.45,45.4,0
0.18,845,138,99100,25.5,695,25.4,0.931,0.892,0.43,0.79,0.45,45.3,0
0.19,817,135,97000,25.5,677,25.4,0.931,0.855,0.43,0.79,0.45,45.3,0
0.2,795,130,96100,25.5,667,25.4,0.931,0.822,0.43,0.782,0.44,45.2,0
0.21,785,128,94400,25.5,637,25.4,0.93,0.779,0.42,0.776,0.44,45.1,0
0.22,750,122,87800,25.5,603,25.4,0.93,0.738,0.41,0.77,0.43,45,0
0.23,649,112,78800,25.5,558,25.4,0.929,0.688,0.404,0.76,0.43,44.7,0
0.24,630,104,74500,25.5,500,25.4,0.929,0.597,0.4,0.76,0.42,44.7,0
0.25,612,101,73200,25.5,482,25.4,0.928,0.575,0.4,0.76,0.42,44.6,0
0.26,575,98.6,70600,25.5,469,25.4,0.928,0.559,0.397,0.75,0.417,44.4,0
0.27,565,92.7,66700,25.5,439,25.4,0.927,0.536,0.39,0.75,0.4,44.2,0
0.28,558,89.7,64500,25.5,426,25.4,0.926,0.511,0.39,0.74,0.4,44,0
0.29,539,85,61200,25.5,400,25.3,0.926,0.485,0.39,0.73,0.4,43.7,0
0.3,532,81.9,59800,25.5,389,25.3,0.925,0.474,0.38,0.723,0.4,43.3,0
0.31,510,81.6,58300,25.5,382,25.3,0.924,0.466,0.38,0.72,0.39,43.1,0
0.32,498,79.4,56300,25.5,371,25.3,0.923,0.453,0.38,0.72,0.39,42.7,0
0.33,480,75.7,54800,25.5,350,25.3,0.923,0.424,0.37,0.71,0.39,42.6,0
0.34,470,73.8,53300,25.5,343,25.3,0.923,0.414,0.37,0.71,0.39,42.4,0
0.35,448,70.2,51600,25.5,327,25.3,0.922,0.405,0.36,0.7,0.38,42.3,0
0.36,424,67,47500,25.5,310,25.3,0.922,0.385,0.36,0.7,0.38,42.2,0
0.37,404,62.6,45900,25.5,290,25.3,0.921,0.371,0.352,0.7,0.38,42.1,0
0.38,384,61.3,43400,25.5,282,25.2,0.921,0.353,0.35,0.69,0.376,42,0
0.39,375,59.6,42200,25.5,271,25.2,0.921,0.348,0.35,0.69,0.37,41.9,0
0.4,371,57.3,40700,25.4,262,25.2,0.92,0.338,0.34,0.69,0.37,41.8,0
0.41,365,55.2,40000,25.4,253,25.1,0.92,0.332,0.34,0.688,0.36,41.7,0
0.42,358,54.3,39300,25.4,248,25.1,0.92,0.328,0.33,0.68,0.36,41.6,0
0.43,355,52.7,38100,25.4,241,25.1,0.92,0.326,0.33,0.68,0.36,41.5,0
0.44,350,50.1,37300,25.3,227,25.1,0.92,0.322,0.33,0.68,0.35,41.2,0
0.45,343,48.6,35600,25.3,222,25.1,0.919,0.32,0.33,0.68,0.345,40.9,0
0.46,335,47.4,35300,25.3,214,25,0.919,0.316,0.33,0.679,0.34,40.7,0
0.47,324,46.3,33300,25.3,209,25,0.918,0.311,0.323,0.67,0.34,40.5,0
0.48,301,43.3,31700,25.3,196,25,0.917,0.305,0.32,0.67,0.33,40.1,0
0.49,286,42,31100,25.2,188,24.9,0.917,0.304,0.32,0.67,0.33,39.9,0
0.5,279,41.1,30200,25.2,185,24.9,0.917,0.297,0.32,0.67,0.33,39.8,0
0.51,268,40.3,29500,25.2,178,24.9,0.916,0.29,0.32,0.67,0.33,39.7,0
0.52,264,38.6,28600,25.1,171,24.8,0.915,0.285,0.313,0.67,0.33,39.5,0
0.53,260,37,27300,25,166,24.7,0.915,0.278,0.31,0.66,0.33,39.4,0
0.54,256,36.3,26900,24.9,161,24.6,0.913,0.274,0.31,0.66,0.321,39.3,0
0.55,253,35.9,26700,24.9,160,24.6,0.912,0.272,0.3,0.655,0.32,39.1,0
0.56,247,34.2,25500,24.9,155,24.5,0.912,0.262,0.3,0.65,0.32,38.8,0
0.57,244,33.9,25200,24.8,151,24.5,0.91,0.257,0.3,0.64,0.32,38.6,0
0.58,238,33.5,24800,24.8,150,24.5,0.91,0.255,0.29,0.64,0.32,38.4,0
0.59,234,33,24400,24.8,146,24.4,0.909,0.251,0.29,0.64,0.312,38.4,0
0.6,230,32.5,23600,24.8,145,24.4,0.908,0.248,0.28,0.63,0.31,38.3,0
0.61,220,31.8,23100,24.7,141,24.4,0.906,0.241,0.28,0.63,0.31,37.9,0
0.62,219,30.8,22200,24.7,139,24.3,0.905,0.238,0.274,0.624,0.31,37.7,0
0.63,212,30.3,22000,24.6,138,24.2,0.904,0.236,0.268,0.62,0.3,37.6,0
0.64,210,29.9,21800,24.5,135,24.2,0.903,0.23,0.26,0.62,0.3,37.5,0
0.65,208,29.5,21500,24.4,133,24,0.901,0.225,0.25,0.62,0.3,37.4,0
0.66,204,28.9,21200,24.3,130,23.9,0.901,0.22,0.24,0.61,0.29,37,0
0.67,201,28.6,21000,24.2,129,23.8,0.9,0.216,0.24,0.61,0.29,36.5,0
0.68,199,28.5,20700,24.2,127,23.7,0.899,0.215,0.23,0.61,0.28,36.2,0
0.69,194,27.8,20300,24.1,125,23.7,0.897,0.209,0.223,0.61,0.28,36.1,0
0.7,192,27,20000,24,121,23.6,0.896,0.203,0.22,0.6,0.277,35.5,0
0.71,190,26.7,19700,24,120,23.5,0.895,0.199,0.21,0.6,0.27,35.2,0
0.72,188,26.1,19000,23.9,117,23.4,0.895,0.197,0.21,0.6,0.26,34.8,0
0.73,186,25.2,18600,23.9,115,23.4,0.894,0.19,0.2,0.6,0.25,34.5,0
0.74,184,24.8,18300,23.8,112,23.3,0.893,0.188,0.2,0.583,0.25,34.3,0
0.75,183,24.7,18000,23.7,112,23.1,0.893,0.186,0.19,0.58,0.24,34.1,0
0.76,180,24.6,17800,23.6,111,23,0.892,0.184,0.19,0.58,0.24,33.6,0
0.77,179,23.7,17500,23.6,110,22.9,0.892,0.183,0.186,0.57,0.24,33.2,0
0.78,173,23.1,17200,23.1,108,22.4,0.891,0.178,0.18,0.57,0.23,32.5,0
0.79,168,22.4,16200,23,105,22.2,0.891,0.177,0.18,0.56,0.224,31.7,0
0.8,167,21.4,15600,22.9,104,22.1,0.89,0.172,0.16,0.56,0.218,31.1,0
0.81,164,21.2,15400,22.8,101,22,0.89,0.165,0.16,0.55,0.21,29.1,0
0.82,163,20.6,15100,22.8,96.5,21.9,0.888,0.16,0.16,0.55,0.21,27.6,0
0.83,160,20.1,14600,22.7,94.9,21.8,0.887,0.158,0.15,0.55,0.21,26.8,0
0.84,157,19.1,14200,22.5,93.2,21.6,0.887,0.153,0.15,0.54,0.2,25.6,0
0.85,153,18.4,13500,22.5,89.7,21.5,0.832,0.148,0.14,0.54,0.2,23.7,0
0.86,147,17.5,13000,22.3,85.9,21.1,0.789,0.139,0.14,0.53,0.19,21.5,0
