Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,941.7,47.6,0.597,0.33,44.5,0.192
0.01,930.5,46.2,0.59,0.321,44.4,0.179
0.02,919.3,44.8,0.583,0.312,44.4,0.167
0.03,908.1,43.5,0.576,0.303,44.3,0.155
0.04,903.8,42.8,0.574,0.286,44.2,0.128
0.05,902.9,42.5,0.573,0.265,44.1,0.0945
0.06,902,42.2,0.572,0.244,44.1,0.0608
0.07,898.4,41.9,0.57,0.229,43.8,0.0375
0.08,889.4,41.7,0.564,0.226,43.2,0.0351
0.09,880.3,41.5,0.559,0.223,42.7,0.0326
0.1,871.3,41.3,0.553,0.22,42.1,0.0301
0.11,868.3,41.2,0.551,0.22,41.9,0.0301
0.12,865.3,41.2,0.549,0.22,41.6,0.0301
0.13,862.3,41.1,0.547,0.22,41.4,0.0301
0.14,861.3,40.9,0.546,0.216,41.1,0.0285
0.15,861.3,40.7,0.546,0.21,40.7,0.026
0.16,861.2,40.5,0.546,0.204,40.3,0.0236
0.17,860.8,40.3,0.546,0.198,40.1,0.0219
0.18,859.4,40.3,0.545,0.192,40,0.0219
0.19,858.1,40.2,0.544,0.186,39.9,0.0219
0.2,856.8,40.2,0.543,0.18,39.8,0.0219
0.21,854.3,40.1,0.542,0.18,39.6,0.0219
0.22,851.8,40,0.54,0.18,39.4,0.0219
0.23,849.3,39.8,0.539,0.18,39.2,0.0219
0.24,847.6,39.4,0.537,0.18,38.8,0.0214
0.25,846.1,38.8,0.536,0.18,38.4,0.0205
0.26,844.7,38.2,0.536,0.18,37.9,0.0197
0.27,843.8,37.3,0.535,0.18,37.5,0.0192
0.28,843.8,35.7,0.535,0.18,37,0.0192
0.29,843.8,34.2,0.535,0.18,36.6,0.0192
0.3,843.8,32.6,0.535,0.18,36.2,0.0192
0.31,843.8,32.5,0.535,0.18,35.9,0.0184
0.32,843.8,32.4,0.535,0.18,35.7,0.0175
0.33,843.8,32.3,0.535,0.18,35.4,0.0167
0.34,841.5,32.1,0.534,0.178,35.2,0.0164
0.35,838,31.8,0.532,0.175,35.1,0.0164
0.36,834.6,31.4,0.529,0.172,35.1,0.0164
0.37,831.3,31.1,0.527,0.17,34.6,0.0156
0.38,828.4,30.8,0.526,0.17,33.5,0.0132
0.39,825.4,30.4,0.524,0.17,32.4,0.0107
0.4,822.5,30.1,0.522,0.17,31.3,0.00822
0.41,821,30,0.521,0.17,31.2,0.00822
0.42,819.4,29.9,0.52,0.17,31.1,0.00822
0.43,817.9,29.8,0.518,0.17,30.9,0.00822
0.44,816.9,29.7,0.518,0.168,30.7,0.00822
0.45,816.1,29.6,0.518,0.165,30.4,0.00822
0.46,815.3,29.4,0.517,0.162,30.2,0.00822
0.47,813.6,29.2,0.516,0.16,29.9,0.0074
0.48,810,29.1,0.514,0.16,29.8,0.00493
0.49,806.5,28.9,0.511,0.16,29.6,0.00247
0.5,802.9,28.7,0.509,0.16,29.4,0
0.51,802.7,28.3,0.509,0.16,29.4,0
0.52,802.5,27.9,0.509,0.16,29.4,0
0.53,802.3,27.5,0.509,0.16,29.4,0
0.54,801.4,27,0.508,0.158,29.2,0
0.55,800.3,26.3,0.507,0.155,28.9,0
0.56,799.1,25.6,0.507,0.152,28.7,0
0.57,798.3,25.2,0.506,0.15,28.4,0
0.58,798.3,25.1,0.506,0.15,28.2,0
0.59,798.3,25.1,0.506,0.15,27.9,0
0.6,798.3,25,0.506,0.15,27.7,0
0.61,797.9,24.6,0.506,0.15,27.6,0
0.62,797.5,24.3,0.505,0.15,27.5,0
0.63,797,23.9,0.505,0.15,27.4,0
0.64,794,23.6,0.503,0.15,27.2,0
0.65,789.5,23.4,0.5,0.15,26.9,0
0.66,785.1,23.1,0.498,0.15,26.5,0
0.67,782.1,22.9,0.496,0.15,26.1,0
0.68,781.9,22.8,0.496,0.15,25.3,0
0.69,781.6,22.7,0.496,0.15,24.6,0
0.7,781.4,22.6,0.496,0.15,23.9,0
0.71,780.7,22.1,0.495,0.147,23.8,0
0.72,780,21.5,0.495,0.144,23.8,0
0.73,779.2,21,0.494,0.141,23.7,0
0.74,776.2,20.6,0.492,0.14,23.3,0
0.75,771.9,20.4,0.489,0.14,22.8,0
0.76,767.6,20.2,0.487,0.14,22.3,0
0.77,763.9,19.9,0.484,0.14,21.8,0
0.78,761.2,19.6,0.483,0.14,21.6,0
0.79,758.5,19.3,0.481,0.14,21.4,0
0.8,755.8,19,0.479,0.14,21.2,0
0.81,753,18.5,0.477,0.14,21.2,0
0.82,750.2,18,0.475,0.14,21.1,0
0.83,747.4,17.6,0.474,0.14,21.1,0
0.84,729.9,16.9,0.463,0.138,20.9,0
0.85,705.1,16.2,0.447,0.135,20.7,0
0.86,680.2,15.4,0.431,0.132,20.4,0
0.87,661,14.9,0.419,0.13,20.2,0
0.88,653.1,14.7,0.414,0.13,20.1,0
0.89,645.2,14.6,0.409,0.13,20,0
0.9,637.3,14.4,0.404,0.13,19.9,0
0.91,602.9,13.8,0.382,0.13,19.9,0
0.92,568.5,13.2,0.36,0.13,19.8,0
0.93,534.1,12.6,0.338,0.13,19.8,0
0.94,492.8,11.8,0.312,0.13,19.8,0
0.95,448.1,11,0.284,0.13,19.7,0
0.96,403.3,10.1,0.256,0.13,19.6,0
0.97,345.1,8.81,0.219,0.129,19.4,0
0.98,259.8,6.59,0.165,0.126,18.8,0
0.99,174.5,4.38,0.111,0.123,18.3,0
1,89.19,2.16,0.0566,0.12,17.7,0
