WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,736.7,192.8,24.37,112.4,1236,183,3325,29.1,4.36,15.7,0.232,0.0653,0.5,0,0,0,0,0,0,0.467,0.33,0.085,0.17,0.16,0,0,0,13.4,0.15,0.54,0.46,25.3
1993,365,769.9,192.8,0,87.89,648.9,161.4,2085,20.5,3.64,14.6,0.255,0.0878,0.49,0,7,0,0,0.019,0,0.488,0.24,0.13,0.22,0.41,0,7,0.019178082191780823,5.9,0.18,0.71,0.29,37.6
1994,365,311.7,123.5,0,35.59,267.8,88.36,703.6,8.44,2.87,5.45,0.407,0.152,0.815,44,42,0,0.12,0.12,0,0.198,0,0.066,0.16,0.66,0.12,86,0.2356164383561644,2.99,0.34,0.65,0.35,36.9
1995,366,464.5,185.1,0,52.88,358.2,70.86,1099,11.3,2.89,8.31,0.367,0.0983,0.734,48,31,0,0.13,0.085,0,0.295,0.088,0.1,0.2,0.48,0.13,79,0.21643835616438356,2.99,0.26,0.74,0.26,41.1
1996,365,758.3,192.8,0,86.57,625,102,1960,19.7,3.55,14.6,0.276,0.0755,0.51,0,32,0,0,0.088,0,0.481,0.27,0.11,0.13,0.49,0,32,0.08767123287671233,5.1,0.18,0.74,0.26,38.5
1997,365,741,192.8,19.03,84.59,575.4,158.6,1746,18.1,3.26,13.7,0.257,0.0848,0.466,0,0,0,0,0,0,0.47,0.25,0.1,0.17,0.48,0,0,0,4.4,0.18,0.76,0.24,40.9
1998,365,844.2,192.8,18.48,96.37,1002,135.1,3409,31.6,4.74,17.7,0.243,0.0637,0.486,0,0,0,0,0,0,0.535,0.36,0.11,0.15,0.38,0,0,0,13.9,0.15,0.56,0.44,26.7
1999,366,754.7,192.8,0,85.92,785.7,183.2,2919,24.8,4.23,15,0.263,0.0518,0.527,0,13,0,0,0.036,0,0.479,0.25,0.14,0.18,0.44,0,13,0.03561643835616438,9.8,0.17,0.6,0.4,30.4
2000,365,837.7,192.8,0,95.63,1296,177.5,4282,40.9,5.55,18.7,0.24,0.0604,0.513,0,8,0,0,0.022,0,0.531,0.37,0.14,0.17,0.32,0,8,0.021917808219178082,22.2,0.14,0.46,0.54,20.5
2001,365,696.5,192.8,16.72,79.51,495.1,146.6,1276,15.6,3.21,12.4,0.268,0.0979,0.491,0,0,0,0,0,0,0.442,0.15,0.15,0.27,0.43,0,0,0,3.2,0.21,0.79,0.21,44.6
2002,365,766.8,192.8,13.87,87.54,673.2,117.3,2404,21.2,3.94,14.7,0.271,0.0616,0.506,0,0,0,0,0,0,0.486,0.27,0.11,0.2,0.42,0,0,0,6.5,0.19,0.69,0.31,36.2
2003,366,779,192.8,0,88.68,1182,187.9,4842,37.4,5.13,17.2,0.252,0.0443,0.515,0,8,0,0,0.022,0,0.494,0.34,0.096,0.16,0.41,0,8,0.021917808219178082,20.2,0.14,0.46,0.54,20.8
2004,365,594.7,192.8,0,67.89,436.4,128.6,1360,13.8,3.04,10.6,0.286,0.0927,0.56,0,27,0,0,0.074,0,0.377,0.09,0.18,0.21,0.52,0,27,0.07397260273972603,3.2,0.22,0.77,0.23,43.1
2005,365,757.7,192.8,0,86.49,756.7,94.92,2362,23.9,4.05,15.1,0.276,0.0809,0.548,13,16,0,0.036,0.044,0,0.481,0.28,0.12,0.17,0.4,0.036,29,0.07945205479452055,8.8,0.17,0.63,0.37,31.7
2006,365,825.3,192.8,0,94.21,1257,177,3797,39.6,5.38,18.5,0.246,0.0584,0.537,0,9,0,0,0.025,0,0.523,0.39,0.09,0.15,0.37,0,9,0.024657534246575342,21.1,0.14,0.47,0.53,20.8
2007,366,814.7,192.8,0,92.75,876.3,193.6,2740,27.7,4.04,16.5,0.242,0.0608,0.471,0,5,0,0,0.014,0,0.517,0.31,0.11,0.21,0.38,0,5,0.0136986301369863,11.2,0.15,0.6,0.4,29.4
2008,365,807.2,192.8,18.63,92.15,872.2,156.4,3287,27.5,4.33,16.2,0.247,0.066,0.511,0,0,0,0,0,0,0.512,0.3,0.1,0.24,0.35,0,0,0,11.3,0.16,0.59,0.41,29.4
2009,365,842.1,192.8,0,96.13,1447,179.4,4448,45.6,5.64,19.4,0.229,0.0558,0.497,0,5,0,0,0.014,0,0.534,0.41,0.093,0.23,0.27,0,5,0.0136986301369863,26.2,0.12,0.43,0.57,18.5
2010,365,895.2,192.8,25.78,102.2,1270,212.2,3810,40,5.63,19.7,0.248,0.0592,0.501,0,0,0,0,0,0,0.568,0.42,0.093,0.16,0.32,0,0,0,20.3,0.14,0.49,0.51,22.4
2011,366,786.4,192.8,0,89.53,606.5,166.6,1679,19.2,3.38,14.6,0.247,0.0871,0.51,0,7,0,0,0.019,0,0.499,0.21,0.17,0.23,0.4,0,7,0.019178082191780823,4.6,0.18,0.76,0.24,41
2012,365,838.5,192.8,19.82,95.72,908.3,141.7,3204,28.6,4.36,17.2,0.247,0.0616,0.524,0,0,0,0,0,0,0.532,0.36,0.096,0.15,0.39,0,0,0,11.4,0.15,0.6,0.4,29.3
2013,365,896.8,192.8,21.27,102.4,993.1,169.6,2871,31.3,4.8,18.5,0.243,0.0703,0.518,0,0,0,0,0,0,0.569,0.39,0.1,0.16,0.35,0,0,0,12.8,0.15,0.59,0.41,28.7
2014,365,837.7,192.8,0,95.62,697.2,172.8,1756,22,3.98,16.1,0.26,0.0776,0.524,0,9,0,0,0.025,0,0.531,0.29,0.13,0.16,0.42,0,9,0.024657534246575342,5.9,0.18,0.73,0.27,38.1
2015,366,826,192.8,17.72,94.04,849.3,152.3,2708,26.9,4.3,16.6,0.247,0.0726,0.542,0,0,0,0,0,0,0.524,0.31,0.11,0.21,0.37,0,0,0,10.3,0.16,0.62,0.38,30.7
2016,365,808,192.8,19.42,92.24,1225,160.6,4562,38.6,5.17,17.8,0.235,0.0418,0.511,0,0,0,0,0,0,0.512,0.34,0.12,0.2,0.34,0,0,0,20.8,0.13,0.46,0.54,20.9
2017,365,860.4,192.8,25.98,98.22,1230,213.1,3906,38.8,5.41,18.8,0.239,0.0603,0.479,0,0,0,0,0,0,0.546,0.37,0.12,0.23,0.28,0,0,0,20,0.14,0.48,0.52,22.2
2018,365,576.1,157.9,0,65.77,425.4,116.3,938.6,13.4,3.19,10.2,0.306,0.108,0.619,5,28,0,0.014,0.077,0,0.365,0.038,0.22,0.18,0.54,0.014,33,0.09041095890410959,3.2,0.24,0.76,0.24,43
2019,366,767.2,192.8,0,87.34,1208,92.74,4430,38.2,5.1,17.4,0.264,0.0533,0.561,20,23,0,0.055,0.063,0,0.487,0.36,0.09,0.17,0.33,0.055,43,0.1178082191780822,20.8,0.13,0.46,0.54,20.1
2020,365,925.6,192.8,0,105.7,1209,195.6,3283,38.1,5.6,20.1,0.249,0.0624,0.544,0,9,0,0,0.025,0,0.587,0.43,0.11,0.16,0.3,0,9,0.024657534246575342,18,0.15,0.53,0.47,24.3
2021,365,844.9,192.8,25.24,96.45,868.6,212.2,2638,27.4,4.59,16.9,0.255,0.0581,0.508,0,0,0,0,0,0,0.536,0.31,0.12,0.2,0.36,0,0,0,10.5,0.17,0.62,0.38,30.8
2022,92,82.08,88.27,0,37.17,258.6,184.3,482.1,2.06,0.662,1.39,0.346,0.16,0.506,0,7,0,0,0.019,0,0.0521,0,0,0.058,0.19,0,7,0.019178082191780823,0.67,0.32,0.67,0.33,39.8
