WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,689.9,192.8,20.34,105.3,750.9,165,1757,17.7,3.11,13.1,0.253,0.0824,0.537,0,0,0,0,0,0,0.438,0.25,0.1,0.15,0.24,0,0,0,4.6,0.18,0.74,0.26,39
1993,365,659.8,192.8,14.37,75.32,481.1,139,1358,15.2,3.24,11.9,0.285,0.0952,0.518,0,0,0,0,0,0,0.418,0.18,0.1,0.19,0.54,0,0,0,3.3,0.21,0.78,0.22,43.4
1994,365,175.3,62.96,0,20.01,187,63.16,397.4,5.9,2.86,2.86,0.555,0.269,1,119,0,0,0.33,0,0,0.111,0,0,0.074,0.6,0.33,119,0.32602739726027397,3.04,0.48,0.48,0.52,29.7
1995,366,250.2,96.4,0,28.48,229.6,55.14,573.9,7.26,2.87,4.15,0.513,0.187,0.943,111,0,0,0.3,0,0,0.159,0,0,0.25,0.45,0.3,111,0.3041095890410959,3.11,0.4,0.57,0.43,34.5
1996,365,565.8,174.5,0,64.59,412,77.11,1039,13,2.93,9.95,0.332,0.114,0.674,42,0,0,0.12,0,0,0.359,0.096,0.2,0.15,0.44,0.12,42,0.11506849315068493,3.05,0.23,0.77,0.23,43.5
1997,365,603.6,182.6,16.64,68.91,429.7,126.3,1094,13.6,2.92,10.6,0.288,0.0935,0.476,0,0,0,0,0,0,0.383,0.14,0.13,0.18,0.55,0,0,0,3,0.21,0.78,0.22,44.4
1998,365,819.7,192.8,15.44,93.58,706.1,122.5,2085,22.3,3.51,15.9,0.244,0.0706,0.449,0,0,0,0,0,0,0.52,0.3,0.1,0.19,0.41,0,0,0,6.4,0.16,0.71,0.29,36.8
1999,366,645.8,192.8,20.31,73.52,479.5,164.6,1589,15.2,2.99,11.6,0.261,0.0718,0.443,0,0,0,0,0,0,0.41,0.13,0.16,0.2,0.51,0,0,0,3.6,0.2,0.76,0.24,42.5
2000,365,826.9,192.8,19.64,94.4,815.8,140.8,2343,25.7,4.11,16.5,0.248,0.0673,0.521,0,0,0,0,0,0,0.524,0.31,0.15,0.16,0.39,0,0,0,9.2,0.16,0.64,0.36,32.2
2001,365,444.2,114.7,0,50.71,335.6,108.3,679.8,10.6,3.07,7.46,0.349,0.146,0.665,16,0,0,0.044,0,0,0.282,0,0.1,0.29,0.57,0.044,16,0.043835616438356165,3.14,0.29,0.7,0.3,41.9
2002,365,508.8,166.4,0,58.08,369.9,95.43,985.9,11.7,2.87,8.74,0.32,0.127,0.545,14,0,0,0.038,0,0,0.323,0.03,0.21,0.22,0.5,0.038,14,0.038356164383561646,2.96,0.25,0.75,0.25,43.5
2003,366,758.6,192.8,18.02,86.37,793.2,132.6,2971,25.1,4.16,15.2,0.266,0.073,0.525,0,0,0,0,0,0,0.481,0.3,0.09,0.16,0.45,0,0,0,9.9,0.17,0.61,0.39,30.2
2004,365,423.7,121.9,0,48.37,319.8,101.7,715.6,10.1,2.95,7.07,0.352,0.143,0.708,20,0,0,0.055,0,0,0.269,0,0.093,0.28,0.57,0.055,20,0.0547945205479452,3.03,0.29,0.7,0.3,42
2005,365,664.5,192.8,0,75.85,482,82.3,1320,15.2,2.96,12,0.286,0.0981,0.632,37,0,0,0.1,0,0,0.421,0.17,0.15,0.19,0.39,0.1,37,0.10136986301369863,3.2,0.19,0.79,0.21,43.7
2006,365,819.9,192.8,21.21,93.6,907.1,148.5,2575,28.6,4.23,16.8,0.244,0.0675,0.517,0,0,0,0,0,0,0.52,0.33,0.11,0.15,0.41,0,0,0,11.8,0.15,0.59,0.41,28.7
2007,366,775.8,192.8,22.37,88.32,735.9,177.2,2460,23.3,3.7,15.2,0.245,0.0662,0.489,0,0,0,0,0,0,0.492,0.27,0.1,0.18,0.45,0,0,0,8.1,0.16,0.65,0.35,33.3
2008,365,755.7,192.8,21.77,86.27,600.4,150.9,1848,18.9,3.53,14,0.253,0.0801,0.549,0,0,0,0,0,0,0.479,0.18,0.18,0.22,0.42,0,0,0,4.9,0.19,0.74,0.26,40
2009,365,855,192.8,21.86,97.6,960.6,172.5,2795,30.3,4.67,17.6,0.241,0.0796,0.511,0,0,0,0,0,0,0.542,0.35,0.1,0.21,0.34,0,0,0,12.7,0.15,0.58,0.42,28.2
2010,365,869.7,192.8,20.93,99.28,939.9,191.4,2460,29.6,4.47,17.8,0.249,0.0696,0.52,0,0,0,0,0,0,0.552,0.36,0.12,0.16,0.37,0,0,0,11.8,0.15,0.6,0.4,29.4
2011,366,618.3,158.6,12.63,70.39,434.1,133.2,938.2,13.7,2.99,10.7,0.279,0.113,0.541,0,0,0,0,0,0,0.392,0.063,0.22,0.24,0.48,0,0,0,3,0.22,0.78,0.22,45.1
