WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,654.2,192.8,17.71,99.85,709.2,152.3,1602,16.7,3.11,12.4,0.266,0.0822,0.535,0,0,0,0,0,0,0.415,0.22,0.11,0.15,0.27,0,0,0,4.3,0.19,0.74,0.26,39.2
1993,365,622.3,192.8,0,71.04,465.4,141.1,1522,14.7,3.2,11.2,0.287,0.101,0.51,0,5,0,0,0.014,0,0.395,0.14,0.11,0.21,0.55,0,5,0.0136986301369863,3.5,0.22,0.76,0.24,42.3
1994,365,213.3,96.4,0,24.35,216.3,80.12,575,6.82,2.87,3.75,0.485,0.186,0.899,79,118,0,0.22,0.32,0,0.135,0,0,0.15,0.64,0.22,197,0.5397260273972603,3.07,0.42,0.55,0.45,31.3
1995,366,254,121.6,0,28.91,244.7,70.55,693.7,7.74,2.87,4.62,0.473,0.154,0.786,91,153,0,0.25,0.42,0,0.161,0,0.071,0.13,0.55,0.25,244,0.6684931506849315,3.12,0.37,0.6,0.4,32.8
1996,365,490.1,159.6,0,55.94,368,84.77,922.2,11.6,2.88,8.59,0.341,0.11,0.613,41,58,0,0.11,0.16,0,0.311,0.025,0.21,0.17,0.49,0.11,99,0.27123287671232876,3.01,0.25,0.74,0.26,42.3
1997,365,428.8,139.7,0,48.95,330.2,123.3,801.9,10.4,2.87,7.55,0.343,0.135,0.584,0,40,0,0,0.11,0,0.272,0,0.17,0.19,0.64,0,40,0.1095890410958904,2.85,0.28,0.73,0.27,41.2
1998,365,728.8,192.8,0,83.2,578.9,102,1645,18.3,3.35,13.8,0.275,0.0817,0.51,1,28,0,0.0027,0.077,0,0.462,0.24,0.12,0.18,0.46,0.0027,29,0.07945205479452055,4.5,0.18,0.75,0.25,39.8
1999,366,571.9,192.8,18.19,65.11,414.9,153.7,1381,13.1,2.93,10.1,0.284,0.0805,0.469,0,0,0,0,0,0,0.363,0.1,0.099,0.23,0.57,0,0,0,3,0.22,0.77,0.23,43.7
2000,365,795,192.8,17.97,90.75,877.4,132.6,2834,27.7,4.23,16.2,0.249,0.0646,0.487,0,0,0,0,0,0,0.504,0.3,0.11,0.2,0.39,0,0,0,11.5,0.15,0.58,0.42,28.7
2001,365,418.6,109.4,0,47.79,330.8,114.3,634.1,10.4,3.11,7.28,0.349,0.168,0.63,11,54,0,0.03,0.15,0,0.265,0,0.063,0.3,0.6,0.03,65,0.1780821917808219,3.12,0.3,0.7,0.3,40.3
2002,365,551.7,192.8,0,62.98,405.3,101.5,1184,12.8,2.96,9.81,0.307,0.106,0.515,3,44,0,0.0082,0.12,0,0.35,0.063,0.2,0.2,0.53,0.0082,47,0.12876712328767123,2.99,0.23,0.77,0.23,43.1
2003,366,741.4,192.8,22.21,84.4,725.3,151.8,2548,22.9,4.02,14.5,0.265,0.0799,0.531,0,0,0,0,0,0,0.47,0.25,0.12,0.18,0.45,0,0,0,8.4,0.18,0.63,0.37,32.4
2004,365,332.4,96.31,0,37.95,283.3,91.33,575,8.93,2.99,5.82,0.392,0.183,0.788,39,93,0,0.11,0.25,0,0.211,0,0,0.33,0.56,0.11,132,0.36164383561643837,3.11,0.33,0.65,0.35,37.2
2005,365,618,192.8,0,70.54,459.5,75.74,1372,14.5,2.97,11.2,0.308,0.094,0.687,39,43,0,0.11,0.12,0,0.392,0.16,0.11,0.21,0.41,0.11,82,0.22465753424657534,3.3,0.2,0.77,0.23,42.6
2006,365,811.3,192.8,21.65,92.62,885.6,150.7,2700,27.9,4.18,16.5,0.242,0.0663,0.502,0,0,0,0,0,0,0.515,0.32,0.11,0.17,0.41,0,0,0,11.4,0.15,0.59,0.41,29.1
2007,366,758,192.8,0,86.29,676.6,177.7,2139,21.4,3.67,14.6,0.258,0.0805,0.484,0,5,0,0,0.014,0,0.481,0.24,0.13,0.17,0.46,0,5,0.0136986301369863,6.8,0.17,0.68,0.32,35.4
2008,365,680.6,192.8,22.41,77.69,498.2,153.7,1465,15.7,3.14,12.2,0.255,0.093,0.463,0,0,0,0,0,0,0.432,0.15,0.15,0.24,0.47,0,0,0,3.5,0.2,0.78,0.22,43.4
2009,365,803.9,192.8,19.02,91.77,926.6,158.6,3068,29.2,4.6,16.5,0.249,0.0752,0.503,0,0,0,0,0,0,0.51,0.32,0.1,0.17,0.41,0,0,0,12.7,0.16,0.57,0.43,27.5
2010,365,842.5,192.8,0,96.18,812.7,193.6,2114,25.6,4.27,16.8,0.261,0.07,0.548,0,14,0,0,0.038,0,0.534,0.32,0.12,0.16,0.4,0,14,0.038356164383561646,8.8,0.17,0.66,0.34,32.9
2011,366,523.7,162.8,0,59.62,382.3,127.7,945.2,12.1,2.95,9.14,0.3,0.114,0.564,0,27,0,0,0.074,0,0.332,0.036,0.15,0.24,0.57,0,27,0.07397260273972603,2.96,0.24,0.76,0.24,43.3
2012,365,727.1,192.8,15.18,83.01,563.2,121.7,1712,17.8,3.2,13.5,0.261,0.0766,0.427,0,0,0,0,0,0,0.461,0.2,0.16,0.16,0.48,0,0,0,4.3,0.18,0.76,0.24,40.8
2013,365,785,192.8,21.82,89.61,591.9,151.5,1557,18.7,3.31,14.6,0.243,0.0835,0.466,0,0,0,0,0,0,0.498,0.22,0.18,0.17,0.43,0,0,0,4.1,0.18,0.78,0.22,42
2014,365,617.6,176.5,14.99,70.5,435.6,141.1,1057,13.7,2.92,10.8,0.271,0.0998,0.51,0,0,0,0,0,0,0.392,0.1,0.17,0.2,0.52,0,0,0,2.9,0.21,0.79,0.21,45.1
2015,366,684,192.8,14.35,77.87,511,119,1515,16.2,3.06,12.5,0.266,0.0851,0.437,0,0,0,0,0,0,0.434,0.18,0.12,0.21,0.5,0,0,0,3.7,0.19,0.77,0.23,42.2
2016,365,769.6,192.8,18.86,87.86,798.3,137,2803,25.2,4.05,15.4,0.252,0.0661,0.497,0,0,0,0,0,0,0.488,0.28,0.099,0.22,0.41,0,0,0,9.8,0.16,0.61,0.39,30.5
2017,365,821.6,192.8,0,93.79,830.6,202.1,2294,26.2,4.48,16.4,0.262,0.065,0.544,0,4,0,0,0.011,0,0.521,0.3,0.096,0.22,0.38,0,4,0.010958904109589041,9.8,0.17,0.63,0.37,31.4
2018,365,376.4,127,0,42.97,309.1,97.62,723,9.75,3.05,6.58,0.378,0.148,0.738,34,83,0,0.093,0.23,0,0.239,0,0.079,0.22,0.6,0.093,117,0.32054794520547947,3.17,0.31,0.67,0.33,38.6
2019,366,702,192.8,0,79.92,702.9,85.86,2268,22.2,3.93,14,0.31,0.066,0.606,43,49,0,0.12,0.13,0,0.445,0.27,0.093,0.15,0.37,0.12,92,0.25205479452054796,8.2,0.18,0.63,0.37,31.6
2020,365,843.8,192.8,0,96.33,732.8,162.7,1960,23.1,3.86,16.3,0.241,0.0866,0.487,0,8,0,0,0.022,0,0.535,0.3,0.14,0.17,0.39,0,8,0.021917808219178082,6.8,0.17,0.71,0.29,36.5
2021,365,702.3,192.8,18.48,80.17,500.2,155,1235,15.8,3.1,12.7,0.263,0.101,0.464,0,0,0,0,0,0,0.445,0.21,0.099,0.19,0.51,0,0,0,3.1,0.2,0.8,0.2,44.4
2022,92,62.79,49.56,18.58,28.44,180.6,135.6,285.7,1.44,0.427,1.01,0.308,0.206,0.383,0,0,0,0,0,0,0.0398,0,0,0.0027,0.25,0,0,0,0.43,0.3,0.7,0.3,43.6
