Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2620,190,141000,25.6,1100,25.4,0.938,1.87,0.79,0.89,1,50,2
0.01,2530,190,137000,25.6,1100,25.4,0.937,1.87,0.684,0.87,1,49.6,2
0.02,2330,186,136000,25.6,1100,25.4,0.936,1.87,0.63,0.87,0.925,49.4,1.86
0.03,2010,184,134000,25.6,1100,25.4,0.936,1.87,0.602,0.86,0.765,49.2,1.48
0.04,1860,182,134000,25.6,1100,25.4,0.936,1.87,0.556,0.86,0.668,48.7,1.04
0.05,1740,180,133000,25.6,1100,25.4,0.935,1.84,0.541,0.85,0.581,48.6,0.867
0.06,1600,179,133000,25.6,1090,25.4,0.935,1.82,0.509,0.85,0.565,48.5,0.753
0.07,1530,178,131000,25.5,1080,25.4,0.935,1.75,0.47,0.84,0.55,48.2,0.573
0.08,1450,175,130000,25.5,1080,25.4,0.935,1.71,0.47,0.84,0.54,48,0.386
0.09,1400,172,127000,25.5,1050,25.4,0.934,1.67,0.46,0.84,0.52,47.9,0.264
0.1,1320,169,123000,25.5,1040,25.4,0.934,1.6,0.46,0.831,0.5,47.7,0.194
0.11,1270,167,121000,25.5,1010,25.4,0.934,1.53,0.45,0.83,0.475,47.6,0.12
0.12,1210,164,118000,25.5,988,25.4,0.934,1.44,0.45,0.83,0.469,47.4,0.0944
0.13,1160,160,115000,25.5,927,25.4,0.934,1.36,0.44,0.83,0.46,47.2,0.0436
0.14,1040,156,113000,25.5,899,25.4,0.934,1.19,0.43,0.82,0.457,46.8,0
0.15,950,154,112000,25.5,812,25.4,0.933,1.07,0.43,0.82,0.45,46.6,0
0.16,938,152,110000,25.5,781,25.4,0.933,1.01,0.426,0.82,0.44,46.5,0
0.17,900,147,108000,25.5,749,25.4,0.933,0.962,0.42,0.81,0.44,46.3,0
0.18,864,144,105000,25.5,732,25.4,0.933,0.939,0.42,0.81,0.43,46.1,0
0.19,854,141,100000,25.5,722,25.4,0.933,0.9,0.41,0.8,0.43,46,0
0.2,836,139,98500,25.5,700,25.3,0.932,0.877,0.41,0.8,0.43,45.9,0
0.21,814,135,96300,25.5,677,25.3,0.932,0.843,0.4,0.79,0.42,45.8,0
0.22,787,130,94000,25.5,640,25.3,0.931,0.782,0.4,0.79,0.42,45.7,0
0.23,754,125,90000,25.5,617,25.3,0.931,0.764,0.39,0.79,0.41,45.6,0
0.24,720,121,87200,25.5,599,25.3,0.931,0.732,0.38,0.78,0.41,45.4,0
0.25,699,117,84000,25.5,566,25.3,0.93,0.684,0.38,0.78,0.4,45.3,0
0.26,636,111,81400,25.5,540,25.3,0.93,0.656,0.38,0.78,0.4,45.2,0
0.27,621,107,75500,25.5,510,25.3,0.929,0.61,0.37,0.78,0.4,45.1,0
0.28,605,100,74000,25.5,478,25.3,0.929,0.571,0.37,0.77,0.39,45,0
0.29,595,97.1,68900,25.5,462,25.3,0.928,0.555,0.37,0.77,0.38,44.7,0
0.3,581,93.2,66200,25.5,443,25.3,0.928,0.529,0.37,0.763,0.38,44.6,0
