WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,698,192.8,21.68,106.5,814.9,171.6,2059,19.2,3.28,13.5,0.247,0.0719,0.485,0,0,0,0,0,0,0.443,0.25,0.12,0.17,0.21,0,0,0,5.7,0.17,0.7,0.3,36.4
1993,365,647.6,192.8,0,73.93,479.3,141.3,1405,15.1,3.27,11.7,0.286,0.0918,0.515,0,16,0,0,0.044,0,0.411,0.16,0.12,0.19,0.53,0,16,0.043835616438356165,3.4,0.22,0.77,0.23,42.9
1994,365,199.7,76.79,0,22.79,205.8,75.39,461.2,6.49,2.87,3.44,0.5,0.232,0.955,88,30,0,0.24,0.082,0,0.127,0,0,0.14,0.62,0.24,118,0.3232876712328767,3.05,0.44,0.53,0.47,30.8
1995,366,255.5,111.3,0,29.08,244.4,65.25,649.9,7.73,2.87,4.62,0.473,0.166,0.797,92,59,0,0.25,0.16,0,0.162,0,0.055,0.17,0.52,0.25,151,0.4136986301369863,3.11,0.37,0.6,0.4,33.1
1996,365,579.7,192.8,0,66.17,420.9,83.64,1223,13.3,2.9,10.2,0.315,0.102,0.622,40,7,0,0.11,0.019,0,0.368,0.074,0.22,0.17,0.43,0.11,47,0.12876712328767123,3.1,0.22,0.77,0.23,43.6
1997,365,589.1,192.6,18.13,67.25,417.1,136.7,1172,13.2,2.87,10.3,0.284,0.107,0.469,0,0,0,0,0,0,0.374,0.093,0.17,0.19,0.55,0,0,0,2.9,0.22,0.78,0.22,44.6
1998,365,799.8,192.8,16.2,91.3,716.6,124.9,2312,22.6,3.89,15.5,0.265,0.064,0.536,0,0,0,0,0,0,0.507,0.3,0.11,0.16,0.43,0,0,0,7.1,0.17,0.69,0.31,35.4
1999,366,681.6,192.8,0,77.59,551.8,173.9,1921,17.5,3.27,12.6,0.263,0.0628,0.46,0,3,0,0,0.0082,0,0.432,0.16,0.13,0.24,0.47,0,3,0.00821917808219178,4.9,0.19,0.72,0.28,38.9
2000,365,848.5,192.8,20.42,96.87,899.1,165.4,2696,28.4,4.43,17.1,0.239,0.0723,0.46,0,0,0,0,0,0,0.538,0.32,0.14,0.18,0.36,0,0,0,11.3,0.16,0.6,0.4,29.9
2001,365,541.7,144.6,0,61.83,395.8,130.1,863.4,12.5,3.13,9.35,0.303,0.145,0.553,0,22,0,0,0.06,0,0.344,0,0.24,0.22,0.54,0,22,0.06027397260273973,3.15,0.25,0.75,0.25,43.3
2002,365,618.6,192.8,0,70.62,459.6,114,1486,14.5,3.16,11.1,0.29,0.0841,0.479,0,9,0,0,0.025,0,0.392,0.093,0.2,0.24,0.47,0,9,0.024657534246575342,3.4,0.22,0.77,0.23,42.7
2003,366,767.6,192.8,21.03,87.38,861.3,166.5,3357,27.2,4.38,15.6,0.258,0.065,0.497,0,0,0,0,0,0,0.487,0.27,0.12,0.19,0.42,0,0,0,11.6,0.16,0.57,0.43,28.2
2004,365,436.7,144.6,0,49.86,342.9,114.8,859.3,10.8,3.04,7.74,0.337,0.145,0.627,10,55,0,0.027,0.15,0,0.277,0,0.1,0.31,0.56,0.027,65,0.1780821917808219,3.06,0.28,0.72,0.28,40.4
2005,365,665.9,192.8,0,76.02,509.9,93.76,1433,16.1,3.18,12.4,0.288,0.091,0.555,20,26,0,0.055,0.071,0,0.422,0.18,0.13,0.2,0.44,0.055,46,0.12602739726027398,3.7,0.2,0.77,0.23,41.4
2006,365,843.2,192.8,19.97,96.26,908.9,163.2,2529,28.7,4.52,17.2,0.248,0.0726,0.483,0,0,0,0,0,0,0.535,0.34,0.11,0.16,0.39,0,0,0,11.5,0.16,0.6,0.4,29.4
2007,366,790.4,192.8,0,89.98,691.5,188.6,2006,21.9,3.75,15.2,0.257,0.0822,0.482,0,8,0,0,0.022,0,0.501,0.26,0.14,0.19,0.42,0,8,0.021917808219178082,6.7,0.17,0.69,0.31,36.1
2008,365,746.1,192.8,20.08,85.17,620.4,163.5,2034,19.6,3.62,13.9,0.263,0.0728,0.542,0,0,0,0,0,0,0.473,0.19,0.16,0.23,0.42,0,0,0,5.7,0.18,0.71,0.29,38.1
2009,365,841.4,192.8,0,96.04,998.5,180.4,2866,31.5,4.89,17.6,0.251,0.0653,0.507,0,8,0,0,0.022,0,0.534,0.34,0.12,0.21,0.34,0,8,0.021917808219178082,13.9,0.16,0.56,0.44,26.7
2010,365,891.7,192.8,22.81,101.8,948.6,205.1,2688,29.9,4.72,18.2,0.251,0.0807,0.532,0,0,0,0,0,0,0.566,0.37,0.11,0.18,0.34,0,0,0,11.7,0.16,0.61,0.39,29.8
2011,366,644.6,186.4,0,73.39,452.9,143,1120,14.3,3,11.3,0.269,0.11,0.504,0,11,0,0,0.03,0,0.409,0.12,0.17,0.27,0.44,0,11,0.030136986301369864,3,0.21,0.79,0.21,45.1
2012,365,784.2,192.8,18.63,89.52,659.3,135.9,2197,20.8,3.5,14.9,0.25,0.0633,0.46,0,0,0,0,0,0,0.497,0.28,0.13,0.16,0.44,0,0,0,5.9,0.17,0.72,0.28,37.7
2013,365,851.4,192.8,23.33,97.2,732.9,157.8,2027,23.1,3.87,16.4,0.244,0.0697,0.536,0,0,0,0,0,0,0.54,0.33,0.11,0.17,0.39,0,0,0,6.7,0.17,0.71,0.29,36.9
2014,365,739.6,192.8,20.47,84.43,519.8,165.4,1189,16.4,3.2,13.2,0.253,0.0966,0.458,0,0,0,0,0,0,0.469,0.22,0.15,0.17,0.46,0,0,0,3.2,0.2,0.8,0.2,45.1
2015,366,746.2,192.8,0,84.95,589.8,140.8,1708,18.7,3.29,14,0.248,0.0784,0.497,0,10,0,0,0.027,0,0.473,0.22,0.14,0.21,0.44,0,10,0.0273972602739726,4.7,0.18,0.75,0.25,39.9
2016,365,793.6,192.8,18.67,90.59,840.3,145.7,2926,26.5,4.36,15.9,0.251,0.065,0.517,0,0,0,0,0,0,0.503,0.28,0.12,0.19,0.4,0,0,0,10.6,0.16,0.6,0.4,29.9
2017,365,855.9,192.8,25.45,97.71,854.6,211.3,2494,27,4.69,17,0.257,0.0594,0.51,0,0,0,0,0,0,0.543,0.31,0.12,0.22,0.35,0,0,0,10,0.17,0.63,0.37,31.7
2018,365,424.5,122.6,0,48.46,334.8,107.4,698.6,10.6,3.1,7.4,0.354,0.136,0.67,17,45,0,0.047,0.12,0,0.269,0,0.15,0.21,0.59,0.047,62,0.16986301369863013,3.2,0.29,0.7,0.3,40
2019,366,753.2,192.8,0,85.75,810.9,94.04,2858,25.6,4.28,15.4,0.286,0.0759,0.553,26,18,0,0.071,0.049,0,0.478,0.31,0.088,0.17,0.37,0.071,44,0.12054794520547946,10.2,0.17,0.6,0.4,29.4
2020,365,921.2,192.8,0,105.2,888.6,179.6,2260,28,4.41,18.5,0.244,0.0655,0.526,0,7,0,0,0.019,0,0.584,0.38,0.12,0.18,0.33,0,7,0.019178082191780823,9.5,0.16,0.66,0.34,32.9
2021,365,770.4,192.8,0,87.94,627.1,197.1,1742,19.8,3.8,14.5,0.271,0.085,0.555,0,8,0,0,0.022,0,0.489,0.23,0.13,0.21,0.44,0,8,0.021917808219178082,5.3,0.19,0.73,0.27,38.9
2022,92,79.72,74,21.03,36.1,226.8,168.4,397.8,1.8,0.513,1.29,0.305,0.148,0.433,0,0,0,0,0,0,0.0506,0,0,0.047,0.21,0,0,0,0.51,0.28,0.72,0.28,44.3
