Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,930.8,36.5,0.59,0.4,44.6,0.364
0.01,927.6,36.4,0.588,0.379,44.6,0.346
0.02,924.3,36.2,0.586,0.358,44.5,0.328
0.03,921.1,36,0.584,0.337,44.5,0.31
0.04,917.3,36,0.581,0.322,44.5,0.268
0.05,913.3,36,0.579,0.31,44.4,0.215
0.06,909.2,36,0.577,0.298,44.3,0.162
0.07,905.4,35.8,0.574,0.287,44.3,0.125
0.08,902.2,35.3,0.572,0.278,44.2,0.123
0.09,899,34.7,0.57,0.269,44.1,0.12
0.1,895.8,34.2,0.568,0.26,44,0.118
0.11,888.6,34.1,0.564,0.251,43.8,0.117
0.12,881.3,34,0.559,0.242,43.6,0.116
0.13,874.1,33.9,0.555,0.233,43.4,0.115
0.14,870,33.7,0.552,0.23,43.3,0.112
0.15,867.5,33.3,0.55,0.23,43.2,0.107
0.16,864.9,33,0.548,0.23,43.1,0.102
0.17,862.8,32.8,0.547,0.227,43.1,0.0973
0.18,861.5,32.6,0.546,0.218,42.9,0.0932
0.19,860.3,32.4,0.546,0.209,42.8,0.089
0.2,859,32.3,0.545,0.2,42.7,0.0849
0.21,858.1,32.1,0.544,0.2,42.4,0.0784
0.22,857.2,31.8,0.544,0.2,42,0.0718
0.23,856.3,31.6,0.543,0.2,41.7,0.0652
0.24,854.2,31.1,0.542,0.198,41.6,0.057
0.25,851.6,30.6,0.54,0.195,41.5,0.0479
0.26,849,30.1,0.538,0.192,41.4,0.0389
0.27,846.4,29.7,0.536,0.19,41.1,0.0323
0.28,843.9,29.6,0.535,0.19,40.4,0.0307
0.29,841.4,29.6,0.533,0.19,39.6,0.029
0.3,838.9,29.5,0.532,0.19,38.9,0.0274
0.31,838,29.2,0.531,0.19,38.6,0.0266
0.32,837,28.8,0.531,0.19,38.2,0.0258
0.33,836.1,28.5,0.53,0.19,37.9,0.0249
0.34,831.7,28,0.527,0.19,37.6,0.0247
0.35,825.6,27.4,0.524,0.19,37.3,0.0247
0.36,819.6,26.7,0.52,0.19,37.1,0.0247
0.37,815.5,26.3,0.517,0.189,36.9,0.0247
0.38,815.4,26.1,0.517,0.186,36.8,0.0247
0.39,815.4,26,0.517,0.183,36.7,0.0247
0.4,815.3,25.8,0.517,0.18,36.6,0.0247
0.41,814.8,24.9,0.517,0.18,36.6,0.0238
0.42,814.2,24.1,0.516,0.18,36.6,0.023
0.43,813.7,23.2,0.516,0.18,36.6,0.0222
0.44,812.7,22.9,0.515,0.18,36.6,0.0214
0.45,811.5,22.9,0.514,0.18,36.5,0.0205
0.46,810.3,22.8,0.514,0.18,36.5,0.0197
0.47,807.9,22.8,0.512,0.18,36.3,0.0186
0.48,803.1,22.6,0.509,0.18,35.8,0.017
0.49,798.4,22.5,0.506,0.18,35.3,0.0153
0.5,793.6,22.4,0.503,0.18,34.8,0.0137
0.51,789.9,22.3,0.501,0.177,34.4,0.0129
0.52,786.2,22.2,0.498,0.174,34,0.0121
0.53,782.5,22.1,0.496,0.171,33.5,0.0112
0.54,774.9,21.6,0.491,0.17,33.4,0.00986
0.55,765.3,20.9,0.485,0.17,33.3,0.00822
0.56,755.7,20.3,0.479,0.17,33.3,0.00658
0.57,749,19.8,0.475,0.169,33.3,0.00493
0.58,748.3,19.8,0.475,0.166,33.1,0.00329
0.59,747.5,19.7,0.474,0.163,32.9,0.00164
0.6,746.8,19.7,0.474,0.16,32.8,0
0.61,746,19.6,0.473,0.16,32.3,0
0.62,745.2,19.5,0.473,0.16,31.7,0
0.63,744.4,19.3,0.472,0.16,31.2,0
0.64,743,19.2,0.471,0.16,31,0
0.65,741.3,19.1,0.47,0.16,30.9,0
0.66,739.5,19.1,0.469,0.16,30.9,0
0.67,737.3,18.8,0.467,0.16,30.8,0
0.68,734.2,18.4,0.466,0.16,30.6,0
0.69,731,18,0.464,0.16,30.4,0
0.7,727.9,17.5,0.462,0.16,30.2,0
0.71,723,17.3,0.459,0.16,29.4,0
0.72,718,17,0.455,0.16,28.6,0
0.73,713,16.8,0.452,0.16,27.8,0
0.74,703.7,16.4,0.446,0.158,27.5,0
0.75,692.3,16,0.439,0.155,27.4,0
0.76,680.8,15.6,0.432,0.152,27.3,0
0.77,671.7,15.3,0.426,0.15,27.2,0
0.78,667.4,15.3,0.423,0.15,27,0
0.79,663.1,15.2,0.421,0.15,26.7,0
0.8,658.8,15.2,0.418,0.15,26.5,0
0.81,648,14.8,0.411,0.15,26.5,0
0.82,637.2,14.5,0.404,0.15,26.5,0
0.83,626.4,14.1,0.397,0.15,26.5,0
0.84,611.8,13.8,0.388,0.15,26.3,0
0.85,595.3,13.6,0.378,0.15,26,0
0.86,578.8,13.3,0.367,0.15,25.7,0
0.87,562.2,13,0.356,0.15,25.5,0
0.88,545.4,12.7,0.346,0.15,25.4,0
0.89,528.7,12.3,0.336,0.15,25.3,0
0.9,511.9,12,0.325,0.15,25.2,0
0.91,454.5,11,0.288,0.15,25.1,0
0.92,397.1,10.1,0.252,0.15,25,0
0.93,339.6,9.11,0.215,0.15,24.8,0
0.94,304,8.45,0.193,0.148,24.6,0
0.95,279.2,7.95,0.177,0.145,24.4,0
0.96,254.3,7.45,0.161,0.142,24.2,0
0.97,222.5,6.59,0.141,0.14,24,0
0.98,176.8,5.04,0.112,0.14,23.9,0
0.99,131,3.49,0.0832,0.14,23.9,0
1,85.27,1.94,0.0541,0.14,23.8,0
