date,waterYear,waterMonth,energy
1993-01-01,1992,4,824.6349410248456
1993-01-02,1992,4,849.8973727944133
1993-01-03,1992,4,875.8607711554587
1993-01-04,1992,4,919.5327342004998
1993-01-05,1992,4,960.1679987111968
1993-01-06,1992,4,1009.3058926348187
1993-01-07,1992,4,1035.207634967523
1993-01-08,1992,4,1064.12649597065
1993-01-09,1992,4,1107.9997740412937
1993-01-10,1992,4,1151.0638794611077
1993-01-11,1992,4,1156.8000000000002
1993-01-12,1992,4,1156.8000000000002
1993-01-13,1992,4,1208.4313132947605
1993-01-14,1992,4,1265.4596103080833
1993-01-15,1992,4,1310.9576105808987
1993-01-16,1992,4,1352.2316993201116
1993-01-17,1992,4,1399.1482041616605
1993-01-18,1992,4,1440.3729415637638
1993-01-19,1992,4,1501.4695390609104
1993-01-20,1992,4,1571.0284198215634
1993-01-21,1992,4,1636.3166824360394
1993-01-22,1992,4,1690.3785182898441
1993-01-23,1992,4,1757.6006288006147
1993-01-24,1992,4,1837.5648597744341
1993-01-25,1992,4,1920.3026325307876
1993-01-26,1992,4,1991.803413028555
1993-01-27,1992,4,2061.716923230112
1993-01-28,1992,4,2125.0185239859916
1993-01-29,1992,4,2184.46802973131
1993-01-30,1992,4,2243.565575727598
1993-01-31,1992,4,2302.406240097659
1993-02-01,1992,5,2303.6191306646992
1993-02-02,1992,5,2313.6000000000004
1993-02-03,1992,5,2313.6000000000004
1993-02-04,1992,5,2480.879425946364
1993-02-05,1992,5,2575.702827405786
1993-02-06,1992,5,2692.576284313279
1993-02-07,1992,5,2818.0077308165132
1993-02-08,1992,5,2960.796993523168
1993-02-09,1992,5,3090.960468901698
1993-02-10,1992,5,3229.8477176266406
1993-02-11,1992,5,3260.9395431960875
1993-02-12,1992,5,3350.4817863107455
1993-02-13,1992,5,3470.4000000000005
1993-02-14,1992,5,3470.4000000000005
1993-02-15,1992,5,3796.6837574410383
1993-02-16,1992,5,3989.560564973456
1993-02-17,1992,5,4194.813761167065
1993-02-18,1992,5,4406.210430689605
1993-02-19,1992,5,4599.030826109778
1993-02-20,1992,5,4627.200000000001
1993-02-21,1992,5,4627.200000000001
1993-02-22,1992,5,4627.200000000001
1993-02-23,1992,5,4603.040602635023
1993-02-24,1992,5,4572.013543010311
1993-02-25,1992,5,4535.250631618825
1993-02-26,1992,5,4499.609212928587
1993-02-27,1992,5,4459.258135030559
1993-02-28,1992,5,4413.1892663337585
1993-03-01,1992,6,4364.76430819456
1993-03-02,1992,6,4322.923067593712
1993-03-03,1992,6,4280.0807547588
1993-03-04,1992,6,4237.621682874822
1993-03-05,1992,6,4200.491308578274
1993-03-06,1992,6,4163.0663985177125
1993-03-07,1992,6,4125.347904127411
1993-03-08,1992,6,4089.4470954667854
1993-03-09,1992,6,4060.9920427053335
1993-03-10,1992,6,4032.3319583355687
1993-03-11,1992,6,3999.014473367284
1993-03-12,1992,6,3965.430562622523
1993-03-13,1992,6,3931.0811937474336
1993-03-14,1992,6,3903.8371807849153
1993-03-15,1992,6,3871.4932190040986
1993-03-16,1992,6,3833.9872154345985
1993-03-17,1992,6,3795.7803033042746
1993-03-18,1992,6,3757.2851271670843
1993-03-19,1992,6,3718.6176012271153
1993-03-20,1992,6,3679.779702342591
1993-03-21,1992,6,3635.574311249916
1993-03-22,1992,6,3585.92568417786
1993-03-23,1992,6,3535.580204051516
1993-03-24,1992,6,3489.4383173882934
1993-03-25,1992,6,3444.739501060256
1993-03-26,1992,6,3401.776938680284
1993-03-27,1992,6,3363.701810960123
1993-03-28,1992,6,3327.889772243516
1993-03-29,1992,6,3298.696294452627
