Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,979.6,47.4,0.621,0.34,44.8,0.255
0.01,958.8,46.5,0.608,0.334,44.2,0.255
0.02,938,45.6,0.595,0.328,43.7,0.255
0.03,917.2,44.7,0.581,0.322,43.1,0.255
0.04,908.1,44.2,0.576,0.304,42.7,0.212
0.05,904.8,44,0.573,0.28,42.4,0.147
0.06,901.6,43.8,0.571,0.256,42.1,0.0816
0.07,898.2,43.6,0.569,0.236,41.8,0.0378
0.08,894.8,43.6,0.567,0.224,41.4,0.0362
0.09,891.3,43.6,0.565,0.212,41.1,0.0345
0.1,887.8,43.6,0.563,0.2,40.7,0.0329
0.11,887.8,43.5,0.563,0.2,40.7,0.0312
0.12,887.8,43.5,0.563,0.2,40.6,0.0296
0.13,887.8,43.4,0.563,0.2,40.6,0.0279
0.14,885.9,43.3,0.562,0.198,40.3,0.0274
0.15,883.1,43,0.56,0.195,39.8,0.0274
0.16,880.3,42.8,0.558,0.192,39.3,0.0274
0.17,877.9,42.6,0.557,0.189,38.9,0.0268
0.18,876.3,42.5,0.556,0.186,38.6,0.0252
0.19,874.8,42.3,0.555,0.183,38.3,0.0236
0.2,873.2,42.1,0.554,0.18,38,0.0219
0.21,870.7,42.1,0.552,0.18,37.8,0.0186
0.22,868.1,42,0.55,0.18,37.5,0.0153
0.23,865.6,42,0.549,0.18,37.3,0.0121
0.24,863.2,41.8,0.547,0.18,37.1,0.00932
0.25,861,41.5,0.546,0.18,36.9,0.00685
0.26,858.7,41.1,0.545,0.18,36.7,0.00438
0.27,857.1,40.3,0.544,0.18,36.6,0.00247
0.28,856.6,38.7,0.544,0.18,36.6,0.00164
0.29,856.2,37,0.543,0.18,36.6,0.000822
0.3,855.7,35.3,0.543,0.18,36.6,0
0.31,853.5,35,0.541,0.18,35.9,0
0.32,851.3,34.7,0.54,0.18,35.3,0
0.33,849,34.4,0.538,0.18,34.6,0
0.34,846.9,34,0.537,0.178,33.7,0
0.35,844.7,33.5,0.536,0.175,32.7,0
0.36,842.5,33,0.534,0.172,31.7,0
0.37,841,32.7,0.533,0.17,31,0
0.38,840.5,32.5,0.533,0.17,31,0
0.39,840.1,32.4,0.532,0.17,30.9,0
0.4,839.6,32.2,0.532,0.17,30.9,0
0.41,836.1,31.6,0.53,0.167,30.2,0
0.42,832.6,31.1,0.528,0.164,29.5,0
0.43,829.2,30.5,0.526,0.161,28.8,0
0.44,827.7,30.2,0.525,0.16,28.5,0
0.45,827.3,30,0.524,0.16,28.5,0
0.46,826.9,29.8,0.524,0.16,28.4,0
0.47,826.3,29.6,0.524,0.16,28.3,0
0.48,825.2,29.5,0.523,0.16,28.3,0
0.49,824.1,29.4,0.523,0.16,28.3,0
0.5,823.1,29.2,0.522,0.16,28.3,0
0.51,821.3,29.1,0.521,0.16,28.2,0
0.52,819.5,29.1,0.52,0.16,28.1,0
0.53,817.7,29,0.518,0.16,27.9,0
0.54,815.4,29,0.517,0.158,27.8,0
0.55,812.9,29,0.515,0.155,27.6,0
0.56,810.4,29,0.514,0.152,27.4,0
0.57,808.6,28.8,0.513,0.15,27.3,0
0.58,808.1,28.1,0.513,0.15,27.2,0
0.59,807.7,27.4,0.512,0.15,27.1,0
0.6,807.3,26.7,0.512,0.15,27,0
0.61,804.1,26.4,0.51,0.15,26.8,0
0.62,801,26.2,0.508,0.15,26.5,0
0.63,797.8,25.9,0.506,0.15,26.3,0
0.64,796.7,25.8,0.505,0.15,25.9,0
0.65,796.6,25.8,0.505,0.15,25.4,0
0.66,796.5,25.7,0.505,0.15,24.8,0
0.67,796.1,25.3,0.505,0.149,24.3,0
0.68,795,24,0.504,0.146,23.9,0
0.69,794,22.8,0.504,0.143,23.5,0
0.7,793,21.5,0.503,0.14,23,0
0.71,791.7,21.5,0.502,0.14,22.7,0
0.72,790.4,21.4,0.501,0.14,22.5,0
0.73,789,21.4,0.5,0.14,22.2,0
0.74,788.4,21.4,0.5,0.14,21.9,0
0.75,788.2,21.3,0.5,0.14,21.5,0
0.76,787.9,21.2,0.5,0.14,21.1,0
0.77,786.6,21.1,0.499,0.139,20.9,0
0.78,783.3,21,0.497,0.136,20.9,0
0.79,780,20.8,0.495,0.133,20.8,0
0.8,776.7,20.7,0.493,0.13,20.8,0
0.81,772.1,20.7,0.49,0.13,20.6,0
0.82,767.6,20.7,0.487,0.13,20.4,0
0.83,763,20.7,0.484,0.13,20.2,0
0.84,759.9,20,0.482,0.13,20.1,0
0.85,757.4,18.9,0.48,0.13,20.1,0
0.86,754.9,17.7,0.479,0.13,20.1,0
0.87,746.2,16.9,0.473,0.13,20.1,0
0.88,724.9,16.6,0.46,0.13,19.9,0
0.89,703.5,16.2,0.447,0.13,19.8,0
0.9,682.2,15.9,0.433,0.13,19.6,0
0.91,628.5,14.7,0.399,0.13,19.6,0
0.92,574.9,13.6,0.365,0.13,19.5,0
0.93,521.2,12.4,0.33,0.13,19.5,0
0.94,471.1,11.4,0.299,0.13,19.3,0
0.95,422.8,10.5,0.268,0.13,19.1,0
0.96,374.4,9.6,0.237,0.13,18.9,0
0.97,317.2,8.33,0.201,0.13,18.6,0
0.98,242.3,6.31,0.154,0.13,18.5,0
0.99,167.4,4.29,0.106,0.13,18.3,0
1,92.47,2.27,0.0586,0.13,18.1,0
