WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1924,365,886,192.8,19.22,101.1,998.1,127.7,3456,31.5,3.86,18.5,0.2,0.0463,0.46,0,0,0,0,0,0,0.562,0.42,0.085,0.12,0.38,0,0,0,13,0.12,0.59,0.41,28.1
1925,365,821.8,192.8,26.08,93.81,1125,158.3,4582,35.5,4.04,17.5,0.194,0.0349,0.498,0,0,0,0,0,0,0.521,0.34,0.12,0.21,0.33,0,0,0,18,0.11,0.49,0.51,23.1
1926,365,911,192.8,0,104,998.2,195.3,3284,31.5,4.25,18.8,0.212,0.0582,0.414,0,5,0,0,0.014,0,0.578,0.4,0.096,0.18,0.33,0,5,0.0136986301369863,12.7,0.13,0.6,0.4,28.9
1927,366,882.5,192.8,26.83,100.5,858.7,178.2,2291,27.2,3.83,17.5,0.209,0.0537,0.4,0,0,0,0,0,0,0.56,0.33,0.14,0.17,0.36,0,0,0,9.7,0.14,0.64,0.36,32.4
1928,365,801.4,192.8,28.57,91.48,572.3,199.9,1571,18,2.95,14.5,0.212,0.0783,0.411,0,0,0,0,0,0,0.508,0.21,0.17,0.27,0.36,0,0,0,3.5,0.16,0.81,0.19,44.5
1929,365,935.5,192.8,29.09,106.8,730.1,187.6,2220,23,3.72,17.5,0.208,0.0766,0.39,0,0,0,0,0,0,0.593,0.31,0.2,0.24,0.26,0,0,0,5.5,0.16,0.76,0.24,40.7
1930,365,872.4,192.8,28.9,99.59,951.1,203.8,3334,30,4.21,17.6,0.214,0.0448,0.488,0,0,0,0,0,0,0.553,0.3,0.16,0.24,0.3,0,0,0,12.4,0.14,0.59,0.41,29.1
1931,366,958.7,192.8,34.6,109.1,1074,236.2,3818,34,4.52,19.7,0.211,0.0426,0.414,0,0,0,0,0,0,0.608,0.41,0.17,0.17,0.25,0,0,0,14.3,0.13,0.58,0.42,28.2
1932,365,818.2,192.8,0,93.4,591.3,187.6,1596,18.6,2.89,15,0.212,0.0747,0.4,0,5,0,0,0.014,0,0.519,0.25,0.15,0.21,0.39,0,5,0.0136986301369863,3.6,0.16,0.81,0.19,44
1933,365,828.6,192.8,0,94.59,1232,158.3,5661,38.9,4.51,18.3,0.207,0.0373,0.438,0,0,7,0,0,0.019,0.526,0.34,0.16,0.2,0.3,0,7,0.019178082191780823,20.6,0.12,0.47,0.53,21.3
1934,365,916.2,192.8,0,104.6,958.2,176.4,3258,30.2,4.13,18.6,0.216,0.0599,0.438,0,5,0,0,0.014,0,0.581,0.36,0.12,0.23,0.28,0,5,0.0136986301369863,11.6,0.14,0.62,0.38,30.3
1935,366,870.3,192.8,25.3,99.08,817.8,188.8,2496,25.9,3.63,17.1,0.206,0.0526,0.397,0,0,0,0,0,0,0.552,0.31,0.13,0.25,0.32,0,0,0,8.8,0.14,0.66,0.34,33.6
1936,365,893,192.8,27.72,101.9,1205,203.8,3635,38,4.77,19.3,0.211,0.0426,0.468,0,0,0,0,0,0,0.566,0.4,0.099,0.23,0.27,0,0,0,18.7,0.13,0.51,0.49,23.5
1937,365,899.4,192.8,31.18,102.7,836.5,223.4,3237,26.4,3.76,17.5,0.218,0.038,0.476,0,0,0,0,0,0,0.57,0.32,0.14,0.24,0.3,0,0,0,8.9,0.14,0.66,0.34,34.1
1938,365,880.9,192.8,30.41,100.6,886.2,216.8,2874,27.9,3.91,17.5,0.217,0.058,0.423,0,0,0,0,0,0,0.559,0.33,0.13,0.26,0.28,0,0,0,10.4,0.14,0.63,0.37,31.6
1939,366,951.6,192.8,29.83,108.3,1357,213,5307,42.9,5.11,20.7,0.209,0.041,0.452,0,0,0,0,0,0,0.604,0.44,0.15,0.18,0.24,0,0,0,22.2,0.12,0.48,0.52,22.2
