Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,161.7,92.59,237.6,27450,0,13130,36.89,0,17.65,0.48,0.49,0.51,0.15,0.075,0,0.098,28
2,5,245.9,134.3,465.6,56570,1435,20450,81.28,2.136,30.21,0.38,0.62,0.38,0.021,0.24,0,0.17,30.8
3,6,443.4,166.9,891.5,112300,0,51360,150.9,0,69.04,0.3,0.7,0.3,0.012,0.067,0,0.38,39.8
4,7,643.2,154.5,1565,133900,0,71840,186,0,99.77,0.27,0.72,0.28,0.03,0.018,0,0.55,40.6
5,8,499.8,113.7,1056,120200,0,53440,161.6,0,71.83,0.4,0.6,0.4,0.091,0.036,0,0.4,34.6
6,9,312.9,92.13,611.9,71890,0,28340,99.84,0,39.37,0.48,0.5,0.5,0.2,0.11,0,0.22,27.7
7,10,217.8,76.19,396.7,42260,0,15190,56.8,0,20.42,0.59,0.37,0.63,0.34,0.14,0,0.11,19.5
8,11,155.9,56.99,275.2,29400,0,5999,39.51,0,8.063,0.67,0.28,0.72,0.47,0.29,0,0.045,9.34
9,12,106.5,32.64,193.6,19540,0,4326,27.13,0,6.007,0.73,0.2,0.8,0.63,0.084,0,0.033,10.1
10,1,84.92,22.78,153.6,16680,0,3116,22.42,0,4.188,0.68,0.2,0.8,0.67,0.11,0,0.023,8.35
11,2,96.28,39.6,151.1,16030,0,4812,22.27,0,6.683,0.58,0.27,0.73,0.56,0.083,0,0.037,14
12,3,130.9,73.92,177.7,19710,0,9108,26.49,0,12.24,0.48,0.43,0.57,0.3,0.12,0,0.068,22.5
