Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,354.3,174.4,711.2,90970,15520,44770,122.3,20.87,60.18,0.24,0.77,0.23,0,0.0043,0,0.33,46.3
2,5,776.9,242,1717,121900,23650,81960,181.4,35.2,121,0.16,0.81,0.19,0,0,0,0.67,45.4
3,6,1487,507,3044,139000,62270,118100,186.8,83.7,158.7,0.12,0.7,0.3,0,0,0,0.88,34.8
4,7,1745,451.6,3249,135200,50760,112700,187.7,70.5,156.6,0.11,0.64,0.36,0,0,0,0.87,30.8
5,8,1194,296.6,2329,138000,24730,107500,185.5,33.24,144.5,0.19,0.71,0.29,0,0,0,0.8,36.9
6,9,674.1,210.4,1175,119600,8827,76050,166.2,12.26,105.6,0.24,0.76,0.24,0,0.016,0,0.59,42.7
7,10,443,164.5,688.7,72950,0,46070,98.05,0,61.92,0.36,0.64,0.36,0.012,0.04,0,0.34,37.4
8,11,304.4,127.3,447.9,42280,0,27170,56.82,0,36.51,0.44,0.56,0.44,0.033,0.13,0,0.2,30.7
9,12,213.4,91.19,301.6,27380,0,17940,38.03,0,24.91,0.46,0.52,0.48,0.1,0.067,0,0.14,30.1
10,1,166.8,73.57,226.1,21290,0,14370,28.62,0,19.32,0.42,0.53,0.47,0.13,0.074,0,0.11,30.2
11,2,174.9,96.35,232.8,23140,1382,17890,32.14,1.919,24.85,0.35,0.64,0.36,0.039,0.039,0,0.14,38.4
12,3,218.7,132.8,309.6,41330,11870,26560,55.56,15.95,35.7,0.29,0.72,0.28,0,0.0022,0,0.2,44.6
