Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,888.7,35.3,0.564,0.4,45.5,0.345
0.01,884.7,34.1,0.561,0.376,45.3,0.329
0.02,880.8,32.9,0.559,0.352,45.1,0.312
0.03,876.8,31.7,0.556,0.328,45,0.296
0.04,868.2,31.3,0.55,0.314,44.8,0.271
0.05,857.4,31.2,0.544,0.305,44.7,0.242
0.06,846.5,31.1,0.537,0.296,44.6,0.214
0.07,838.2,31.1,0.531,0.29,44.5,0.193
0.08,835.1,30.9,0.53,0.29,44.5,0.19
0.09,832.1,30.8,0.528,0.29,44.5,0.187
0.1,829,30.6,0.526,0.29,44.5,0.184
0.11,828.9,30.1,0.526,0.284,44.3,0.167
0.12,828.9,29.7,0.526,0.278,44.1,0.151
0.13,828.8,29.3,0.526,0.272,44,0.134
0.14,827.9,29.1,0.525,0.268,43.7,0.129
0.15,826.5,29.1,0.524,0.265,43.3,0.129
0.16,825.2,29,0.524,0.262,42.9,0.129
0.17,824.1,28.9,0.523,0.256,42.6,0.128
0.18,823.5,28.5,0.523,0.244,42.4,0.124
0.19,822.9,28.2,0.522,0.232,42.2,0.121
0.2,822.3,27.8,0.522,0.22,42,0.118
0.21,814.3,27.7,0.517,0.22,41.6,0.115
0.22,806.3,27.6,0.512,0.22,41.3,0.111
0.23,798.3,27.4,0.507,0.22,40.9,0.108
0.24,793.4,27.4,0.503,0.218,40.7,0.097
0.25,790,27.4,0.501,0.215,40.6,0.0822
0.26,786.6,27.4,0.499,0.212,40.5,0.0674
0.27,783.7,27,0.497,0.209,40.4,0.0556
0.28,781.7,25.7,0.495,0.206,40.3,0.0499
0.29,779.6,24.5,0.494,0.203,40.3,0.0441
0.3,777.6,23.2,0.493,0.2,40.2,0.0384
0.31,777.5,22.9,0.493,0.2,40.2,0.0384
0.32,777.4,22.7,0.493,0.2,40.1,0.0384
0.33,777.3,22.4,0.493,0.2,40.1,0.0384
0.34,776.3,22.3,0.492,0.2,40.1,0.0367
0.35,774.7,22.3,0.491,0.2,40.1,0.0342
0.36,773.1,22.2,0.491,0.2,40.1,0.0318
0.37,771.1,22.1,0.489,0.199,40,0.0301
0.38,768.3,21.6,0.488,0.196,39.7,0.0301
0.39,765.5,21.2,0.486,0.193,39.5,0.0301
0.4,762.6,20.8,0.484,0.19,39.2,0.0301
0.41,761,20.7,0.483,0.19,39,0.0285
0.42,759.3,20.6,0.482,0.19,38.8,0.0268
0.43,757.6,20.5,0.48,0.19,38.7,0.0252
0.44,754.8,20.3,0.479,0.188,38.6,0.0236
0.45,751.4,20.1,0.476,0.185,38.5,0.0219
0.46,747.9,19.9,0.474,0.182,38.4,0.0203
0.47,745.6,19.7,0.473,0.18,38.3,0.0181
0.48,745.4,19.5,0.473,0.18,38,0.0148
0.49,745.3,19.4,0.473,0.18,37.7,0.0115
0.5,745.1,19.3,0.473,0.18,37.4,0.00822
0.51,739.1,19.3,0.469,0.177,37.4,0.0074
0.52,733,19.2,0.465,0.174,37.3,0.00658
0.53,727,19.2,0.461,0.171,37.3,0.00575
0.54,720.2,18.8,0.457,0.17,37.1,0.00493
0.55,713,18.2,0.453,0.17,36.9,0.00411
0.56,705.9,17.7,0.448,0.17,36.7,0.00329
0.57,699.5,17.3,0.444,0.17,36.4,0.00274
0.58,694.7,17.1,0.441,0.17,36.2,0.00274
0.59,689.8,17,0.437,0.17,35.9,0.00274
0.6,685,16.8,0.434,0.17,35.7,0.00274
0.61,682.7,16.8,0.433,0.17,35.3,0.00192
0.62,680.4,16.7,0.432,0.17,34.8,0.0011
0.63,678.2,16.7,0.43,0.17,34.4,0.000274
0.64,675.8,16.6,0.429,0.17,34.1,0
0.65,673.5,16.5,0.427,0.17,33.9,0
0.66,671.2,16.4,0.426,0.17,33.6,0
0.67,667.6,16.1,0.424,0.169,33.5,0
0.68,661.8,15.6,0.42,0.166,33.3,0
0.69,656,15.1,0.416,0.163,33.2,0
0.7,650.1,14.6,0.412,0.16,33.1,0
0.71,643.2,14.5,0.408,0.16,32.8,0
0.72,636.4,14.5,0.404,0.16,32.4,0
0.73,629.5,14.4,0.399,0.16,32.1,0
0.74,624.9,14.4,0.396,0.16,31.4,0
0.75,621.4,14.4,0.394,0.16,30.4,0
0.76,617.8,14.3,0.392,0.16,29.5,0
0.77,613.2,14.2,0.389,0.16,28.9,0
0.78,606.2,13.9,0.384,0.16,28.8,0
0.79,599.2,13.5,0.38,0.16,28.7,0
0.8,592.2,13.2,0.376,0.16,28.6,0
0.81,560.7,12.7,0.356,0.16,28.4,0
0.82,529.3,12.2,0.336,0.16,28.1,0
0.83,497.8,11.8,0.316,0.16,27.9,0
0.84,476.3,11.4,0.302,0.16,27.7,0
0.85,459.8,11.2,0.292,0.16,27.5,0
0.86,443.3,10.9,0.281,0.16,27.3,0
0.87,430,10.6,0.273,0.159,27.2,0
0.88,423.1,10.5,0.268,0.156,27.1,0
0.89,416.1,10.3,0.264,0.153,27.1,0
0.9,409.2,10.2,0.26,0.15,27,0
0.91,383.3,9.79,0.243,0.15,26.8,0
0.92,357.4,9.38,0.227,0.15,26.6,0
0.93,331.4,8.98,0.21,0.15,26.5,0
0.94,305.9,8.51,0.194,0.15,26.4,0
