WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,632.9,192.8,0,96.6,759.4,123.6,2041,17.9,3.14,12.3,0.276,0.0725,0.591,0,5,0,0,0.014,0,0.401,0.22,0.11,0.14,0.28,0,5,0.0136986301369863,5.6,0.18,0.69,0.31,35.4
1993,365,517.6,192.8,0,59.08,391.6,120,1296,12.3,3.02,9.29,0.318,0.0995,0.6,3,32,0,0.0082,0.088,0,0.328,0.085,0.11,0.18,0.62,0.0082,35,0.0958904109589041,3.01,0.25,0.76,0.24,42.1
1994,365,146.9,72.2,0,16.77,183.9,63.36,441,5.8,2.86,2.77,0.559,0.243,1,100,54,0,0.27,0.15,0,0.0932,0,0,0.11,0.62,0.27,154,0.42191780821917807,3.03,0.49,0.48,0.52,25.3
1995,366,236.4,119.7,0,26.92,237.6,55.51,687.6,7.51,2.87,4.36,0.512,0.156,0.937,121,68,0,0.33,0.19,0,0.15,0,0.071,0.14,0.46,0.33,189,0.5178082191780822,3.15,0.38,0.58,0.42,31.5
1996,365,530.7,191.6,0,60.58,391.5,79.49,1164,12.3,2.87,9.35,0.339,0.107,0.654,45,8,0,0.12,0.022,0,0.337,0.068,0.18,0.18,0.45,0.12,53,0.14520547945205478,2.95,0.23,0.76,0.24,43.1
1997,365,470.3,169.3,0,53.69,352.9,128.2,1005,11.1,2.87,8.26,0.329,0.124,0.561,0,25,0,0,0.068,0,0.298,0.055,0.12,0.19,0.64,0,25,0.0684931506849315,2.84,0.26,0.74,0.26,42.4
1998,365,690.3,192.8,0,78.81,576.4,104.1,1941,18.2,3.25,13.1,0.279,0.0762,0.5,0,23,0,0,0.063,0,0.438,0.21,0.13,0.16,0.5,0,23,0.06301369863013699,5.1,0.18,0.72,0.28,37.9
1999,366,631.5,192.8,21.02,71.89,519,146.8,1924,16.4,3.17,11.7,0.277,0.0632,0.449,0,0,0,0,0,0,0.4,0.16,0.1,0.2,0.54,0,0,0,4.7,0.19,0.71,0.29,38.5
2000,365,761.8,192.8,21.47,86.97,834.2,149.8,2746,26.3,4.18,15.5,0.254,0.0653,0.534,0,0,0,0,0,0,0.483,0.29,0.09,0.19,0.44,0,0,0,10.8,0.16,0.59,0.41,29
2001,365,317.5,102.7,0,36.24,277.6,88.24,619.8,8.75,3.01,5.6,0.403,0.202,0.816,49,52,0,0.13,0.14,0,0.201,0,0.014,0.25,0.6,0.13,101,0.27671232876712326,3.15,0.34,0.64,0.36,36.3
2002,365,434.5,177.9,0,49.6,337.7,79.21,1061,10.6,2.87,7.57,0.37,0.118,0.656,68,12,0,0.19,0.033,0,0.276,0.044,0.12,0.22,0.43,0.19,80,0.2191780821917808,3.03,0.27,0.71,0.29,41
2003,366,673.4,192.8,16.18,76.66,802.8,124.6,3432,25.4,4.12,13.8,0.284,0.0466,0.544,0,0,0,0,0,0,0.427,0.25,0.096,0.15,0.51,0,0,0,11.6,0.16,0.54,0.46,26.5
2004,365,290.2,105.2,0,33.13,256.4,82.22,632.6,8.09,2.94,5.02,0.419,0.198,0.876,50,37,0,0.14,0.1,0,0.184,0,0.027,0.22,0.62,0.14,87,0.23835616438356164,3.07,0.36,0.62,0.38,35.9
2005,365,570.7,192.8,0,65.15,427,65.01,1321,13.5,2.93,10.4,0.338,0.0961,0.8,42,13,0,0.12,0.036,0,0.362,0.15,0.09,0.19,0.46,0.12,55,0.1506849315068493,3.1,0.22,0.77,0.23,42.3
2006,365,753,192.8,18.2,85.96,786.8,133.8,2495,24.8,4.03,15.2,0.267,0.0681,0.524,0,0,0,0,0,0,0.478,0.29,0.088,0.16,0.46,0,0,0,9.6,0.16,0.61,0.39,30.4
2007,366,717.4,192.8,19.12,81.67,599.9,158.1,1828,19,3.35,13.5,0.256,0.0775,0.455,0,0,0,0,0,0,0.455,0.22,0.099,0.19,0.5,0,0,0,5.5,0.18,0.71,0.29,37.8
2008,365,631.8,192.8,18.2,72.12,500,133.5,1763,15.8,3.11,11.6,0.272,0.0732,0.438,0,0,0,0,0,0,0.401,0.15,0.1,0.19,0.55,0,0,0,4.2,0.2,0.73,0.27,40
2009,365,755.8,192.8,20.33,86.28,855,144.2,2713,27,4.26,15.5,0.256,0.0652,0.552,0,0,0,0,0,0,0.479,0.3,0.079,0.17,0.46,0,0,0,11.5,0.16,0.57,0.43,28
2010,365,797.8,192.8,22.13,91.07,708.1,172.9,2228,22.3,3.65,15.5,0.245,0.0664,0.449,0,0,0,0,0,0,0.506,0.28,0.096,0.19,0.43,0,0,0,6.8,0.16,0.7,0.3,35.8
2011,366,429.3,141.1,0,48.87,329.5,104.8,825.1,10.4,2.87,7.49,0.338,0.138,0.687,17,37,0,0.047,0.1,0,0.272,0,0.16,0.18,0.62,0.047,54,0.14794520547945206,2.91,0.28,0.72,0.28,41.3
2012,365,609.9,192.8,0,69.62,484.5,97.41,1726,15.3,2.97,11.4,0.298,0.0784,0.534,13,34,0,0.036,0.093,0,0.387,0.16,0.12,0.19,0.49,0.036,47,0.12876712328767123,3.9,0.19,0.75,0.25,39.9
2013,365,657.6,192.8,15.1,75.07,488.4,126.4,1529,15.4,2.95,11.9,0.271,0.0882,0.509,0,0,0,0,0,0,0.417,0.16,0.15,0.17,0.52,0,0,0,3.5,0.19,0.77,0.23,42.7
2014,365,493.6,169.5,0,56.34,368.7,112.2,984.1,11.6,2.87,8.73,0.328,0.109,0.642,8,27,0,0.022,0.074,0,0.313,0.047,0.18,0.15,0.6,0.022,35,0.0958904109589041,2.87,0.25,0.75,0.25,42.6
2015,366,590.8,192.8,0,67.25,455.3,93.31,1465,14.4,2.95,10.9,0.305,0.0884,0.557,15,28,0,0.041,0.077,0,0.375,0.15,0.11,0.18,0.52,0.041,43,0.1178082191780822,3.5,0.2,0.76,0.24,41
