Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,960.9,54.3,0.609,0.32,44.5,0.145
0.01,952.6,52.8,0.604,0.305,44,0.116
0.02,944.2,51.3,0.599,0.29,43.5,0.0877
0.03,935.9,49.8,0.594,0.275,43.1,0.0589
0.04,932.5,49.1,0.592,0.256,42.6,0.0449
0.05,931.7,48.8,0.591,0.235,42.3,0.0384
0.06,930.8,48.6,0.59,0.214,41.9,0.0318
0.07,929.5,48.4,0.59,0.2,41.6,0.0266
0.08,927.5,48.4,0.588,0.2,41.5,0.0241
0.09,925.4,48.4,0.587,0.2,41.5,0.0216
0.1,923.4,48.4,0.586,0.2,41.4,0.0192
0.11,922.1,48.2,0.585,0.197,41.3,0.0167
0.12,920.8,47.9,0.584,0.194,41.3,0.0142
0.13,919.5,47.7,0.583,0.191,41.2,0.0118
0.14,916,47.4,0.581,0.188,40.9,0.0104
0.15,911.3,47.2,0.578,0.185,40.5,0.00959
0.16,906.5,47,0.575,0.182,40.2,0.00877
0.17,901.7,46.7,0.572,0.18,39.4,0.00822
0.18,896.8,46.4,0.569,0.18,38,0.00822
0.19,891.8,46,0.565,0.18,36.5,0.00822
0.2,886.8,45.7,0.562,0.18,35.1,0.00822
0.21,886.3,45.6,0.562,0.18,35.1,0.00575
0.22,885.7,45.4,0.561,0.18,35,0.00329
0.23,885.2,45.3,0.561,0.18,35,0.000822
0.24,882.9,44.9,0.56,0.178,34.7,0
0.25,879.8,44.4,0.558,0.175,34.4,0
0.26,876.6,43.9,0.556,0.172,34,0
0.27,874.5,43.4,0.555,0.17,33.6,0
0.28,874.4,42.6,0.555,0.17,33.3,0
0.29,874.3,41.9,0.554,0.17,33.1,0
0.3,874.2,41.2,0.554,0.17,32.8,0
0.31,873.6,40.8,0.554,0.17,32.3,0
0.32,873.1,40.3,0.553,0.17,31.8,0
0.33,872.5,39.9,0.553,0.17,31.3,0
0.34,872.2,39.2,0.553,0.168,31.1,0
0.35,872.1,38.4,0.553,0.165,31,0
0.36,872.1,37.5,0.553,0.162,30.9,0
0.37,871.9,37,0.553,0.16,30.5,0
0.38,871.4,36.9,0.553,0.16,29.5,0
0.39,871,36.8,0.552,0.16,28.5,0
0.4,870.5,36.7,0.552,0.16,27.4,0
0.41,869.5,36.6,0.551,0.157,27.3,0
0.42,868.4,36.5,0.551,0.154,27.1,0
0.43,867.4,36.4,0.55,0.151,26.9,0
0.44,866.2,36.1,0.549,0.15,26.6,0
0.45,865,35.5,0.548,0.15,26.3,0
0.46,863.7,35,0.548,0.15,25.9,0
0.47,862.7,34.7,0.547,0.15,25.6,0
0.48,861.9,34.6,0.547,0.15,25.5,0
0.49,861.2,34.6,0.546,0.15,25.4,0
0.5,860.5,34.5,0.546,0.15,25.3,0
0.51,859.5,34.3,0.545,0.15,25.3,0
0.52,858.4,34.1,0.544,0.15,25.3,0
0.53,857.4,34,0.543,0.15,25.3,0
0.54,856.9,33.2,0.543,0.148,25.3,0
0.55,856.6,32.2,0.543,0.145,25.3,0
0.56,856.4,31.3,0.543,0.142,25.3,0
0.57,855.7,30.6,0.543,0.14,25.1,0
0.58,853.7,30.5,0.541,0.14,24.6,0
0.59,851.8,30.5,0.54,0.14,24.1,0
0.6,849.9,30.4,0.539,0.14,23.6,0
0.61,848.4,30.3,0.538,0.14,23.3,0
0.62,846.9,30.1,0.537,0.14,23,0
0.63,845.4,29.9,0.536,0.14,22.7,0
0.64,842.5,29.5,0.534,0.14,22.5,0
0.65,838.9,29,0.532,0.14,22.3,0
0.66,835.3,28.5,0.53,0.14,22.1,0
0.67,832.9,27.9,0.528,0.139,21.9,0
0.68,832.9,27.3,0.528,0.136,21.6,0
0.69,832.9,26.7,0.528,0.133,21.4,0
0.7,832.9,26.1,0.528,0.13,21.1,0
0.71,830.3,25.8,0.527,0.13,20.7,0
0.72,827.6,25.5,0.525,0.13,20.4,0
0.73,825,25.2,0.524,0.13,20,0
0.74,824.1,25.1,0.523,0.13,19.8,0
0.75,824,25.1,0.523,0.13,19.6,0
0.76,824,25,0.523,0.13,19.4,0
0.77,823.5,24.8,0.523,0.13,19.3,0
0.78,821.9,24.4,0.521,0.13,19.1,0
0.79,820.4,23.9,0.52,0.13,18.9,0
0.8,818.8,23.5,0.519,0.13,18.8,0
0.81,806.5,22.9,0.511,0.13,18.8,0
0.82,794.3,22.4,0.503,0.13,18.8,0
0.83,782,21.8,0.496,0.13,18.8,0
0.84,777.5,21,0.493,0.128,18.8,0
0.85,777,20.1,0.492,0.125,18.8,0
0.86,776.5,19.1,0.492,0.122,18.7,0
0.87,774.6,18.4,0.491,0.12,18.7,0
0.88,770.2,18.1,0.488,0.12,18.5,0
0.89,765.7,17.8,0.486,0.12,18.4,0
0.9,761.3,17.5,0.483,0.12,18.3,0
0.91,719.6,16.6,0.457,0.12,18.3,0
0.92,677.9,15.7,0.43,0.12,18.2,0
0.93,636.2,14.8,0.404,0.12,18.2,0
0.94,588.8,13.8,0.374,0.12,18.2,0
0.95,538.7,12.8,0.342,0.12,18.2,0
0.96,488.5,11.7,0.31,0.12,18.1,0
0.97,420.5,10.2,0.267,0.12,17.9,0
0.98,317.1,7.66,0.201,0.12,17.3,0
0.99,213.6,5.16,0.136,0.12,16.6,0
1,110.2,2.65,0.0699,0.12,16,0
