Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2790,192,143000,25.6,1100,25.4,0.936,1.87,0.95,0.89,1,50.3,1
0.01,2410,190,140000,25.6,1100,25.4,0.936,1.87,0.771,0.88,1,49.9,1
0.02,2280,188,137000,25.6,1100,25.4,0.936,1.87,0.66,0.87,0.987,49.7,1
0.03,2090,187,136000,25.6,1100,25.4,0.936,1.87,0.615,0.87,0.865,49.6,1
0.04,1930,184,134000,25.6,1100,25.4,0.935,1.87,0.59,0.87,0.742,49.4,1
0.05,1780,181,134000,25.6,1100,25.4,0.935,1.87,0.561,0.861,0.611,49.2,0.836
0.06,1700,180,132000,25.6,1100,25.4,0.935,1.84,0.5,0.86,0.575,48.8,0.635
0.07,1620,180,131000,25.5,1090,25.4,0.935,1.81,0.47,0.86,0.559,48.6,0.448
0.08,1530,179,130000,25.5,1080,25.4,0.935,1.74,0.47,0.85,0.523,48.6,0.293
0.09,1490,177,128000,25.5,1070,25.4,0.934,1.71,0.46,0.85,0.507,48.4,0.226
0.1,1420,175,126000,25.5,1060,25.4,0.934,1.68,0.45,0.85,0.49,48,0.194
0.11,1370,173,124000,25.5,1050,25.4,0.934,1.66,0.45,0.84,0.475,47.7,0.0984
0.12,1320,171,123000,25.5,1050,25.4,0.934,1.61,0.449,0.83,0.469,47.3,0.0332
0.13,1260,168,122000,25.5,1020,25.4,0.934,1.56,0.44,0.83,0.453,47.1,0
0.14,1200,166,119000,25.5,1010,25.4,0.933,1.46,0.43,0.83,0.45,47,0
0.15,1150,165,117000,25.5,933,25.4,0.933,1.35,0.43,0.82,0.45,46.8,0
0.16,1080,162,117000,25.5,901,25.4,0.933,1.25,0.42,0.82,0.45,46.7,0
0.17,995,157,113000,25.5,861,25.4,0.933,1.15,0.42,0.82,0.44,46.5,0
