date,waterYear,waterMonth,energy
1993-01-01,1992,4,462.33507781131516
1993-01-02,1992,4,474.51487545153225
1993-01-03,1992,4,486.6776801414027
1993-01-04,1992,4,504.03941543882405
1993-01-05,1992,4,523.9116387994433
1993-01-06,1992,4,547.4388145179375
1993-01-07,1992,4,558.4415118297673
1993-01-08,1992,4,559.9912594866001
1993-01-09,1992,4,583.6000625025218
1993-01-10,1992,4,597.8334801130283
1993-01-11,1992,4,615.3187482888134
1993-01-12,1992,4,623.3025359305225
1993-01-13,1992,4,637.6782598006173
1993-01-14,1992,4,664.9919119901645
1993-01-15,1992,4,682.3671554356812
1993-01-16,1992,4,692.8849997778982
1993-01-17,1992,4,715.3589451568994
1993-01-18,1992,4,728.8571798124759
1993-01-19,1992,4,757.4247285022534
1993-01-20,1992,4,804.0595610746363
1993-01-21,1992,4,841.3137662859662
1993-01-22,1992,4,869.7975282769191
1993-01-23,1992,4,913.4280597184998
1993-01-24,1992,4,967.1256698019276
1993-01-25,1992,4,1021.8379490809054
1993-01-26,1992,4,1072.0960126109858
1993-01-27,1992,4,1115.7716199805923
1993-01-28,1992,4,1156.8000000000002
1993-01-29,1992,4,1156.8000000000002
1993-01-30,1992,4,1194.1754922932478
1993-01-31,1992,4,1236.548347479361
1993-02-01,1992,5,1217.6450708556526
1993-02-02,1992,5,1274.6651740360755
1993-02-03,1992,5,1328.1896793250992
1993-02-04,1992,5,1389.2197967285629
1993-02-05,1992,5,1455.8540196524173
1993-02-06,1992,5,1533.7738845553472
1993-02-07,1992,5,1621.8068130565136
1993-02-08,1992,5,1712.029137595127
1993-02-09,1992,5,1814.1378070683545
1993-02-10,1992,5,1926.5228867536375
1993-02-11,1992,5,2030.1040333796072
1993-02-12,1992,5,2139.0050890409507
1993-02-13,1992,5,2260.959925756334
1993-02-14,1992,5,2313.6000000000004
1993-02-15,1992,5,2460.8024981228727
1993-02-16,1992,5,2593.7673871850025
1993-02-17,1992,5,2736.102372135683
1993-02-18,1992,5,2885.477545055312
1993-02-19,1992,5,3026.1776200283625
1993-02-20,1992,5,3156.8775074413998
1993-02-21,1992,5,3273.9123112493908
1993-02-22,1992,5,3355.566300170385
1993-02-23,1992,5,3444.44414784966
1993-02-24,1992,5,3470.4000000000005
