Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2990,191,141000,25.6,1100,25.4,0.938,1.87,0.96,0.89,1,50,2
0.01,2320,187,138000,25.6,1100,25.4,0.936,1.87,0.818,0.87,1,49.5,2
0.02,2060,186,135000,25.6,1100,25.4,0.936,1.87,0.713,0.87,1,49.3,2
0.03,1940,184,134000,25.6,1100,25.4,0.936,1.87,0.642,0.86,0.885,48.7,1.7
0.04,1800,182,134000,25.6,1100,25.4,0.935,1.86,0.596,0.85,0.739,48.4,1.43
0.05,1640,180,133000,25.6,1100,25.4,0.935,1.86,0.561,0.85,0.69,48.3,1.17
0.06,1580,178,131000,25.6,1100,25.4,0.935,1.84,0.54,0.84,0.625,48.1,1.06
0.07,1530,176,130000,25.6,1090,25.4,0.935,1.8,0.519,0.839,0.569,48,0.886
0.08,1430,174,129000,25.5,1070,25.4,0.934,1.73,0.493,0.83,0.54,47.6,0.668
0.09,1380,173,127000,25.5,1040,25.4,0.934,1.6,0.477,0.83,0.527,47.6,0.594
0.1,1310,168,122000,25.5,1010,25.4,0.934,1.55,0.47,0.82,0.51,47.3,0.419
0.11,1230,165,121000,25.5,961,25.4,0.934,1.43,0.46,0.82,0.485,47.1,0.361
0.12,1150,162,119000,25.5,924,25.4,0.934,1.35,0.459,0.81,0.47,46.7,0.29
0.13,1050,160,117000,25.5,870,25.4,0.934,1.23,0.45,0.81,0.463,46.6,0.261
0.14,1000,158,114000,25.5,842,25.4,0.933,1.15,0.45,0.81,0.46,46.5,0.2
0.15,987,153,110000,25.5,819,25.4,0.933,1.08,0.44,0.801,0.451,46.3,0.167
0.16,964,150,107000,25.5,792,25.4,0.933,1.05,0.44,0.8,0.45,46.2,0.0864
0.17,871,145,105000,25.5,740,25.4,0.933,0.931,0.44,0.8,0.45,46,0.0333
0.18,858,143,103000,25.5,716,25.4,0.933,0.889,0.43,0.794,0.44,45.7,0
