WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,643.5,192.8,14,98.21,720.7,138.8,1819,17,3.21,12.2,0.276,0.0814,0.526,0,0,0,0,0,0,0.408,0.21,0.13,0.15,0.26,0,0,0,4.8,0.19,0.72,0.28,37.9
1993,365,499.6,183.4,0,57.03,381.2,119.4,1103,12,3.07,8.94,0.328,0.106,0.603,4,46,0,0.011,0.13,0,0.317,0.066,0.13,0.18,0.61,0.011,50,0.136986301369863,3.06,0.26,0.74,0.26,41.6
1994,365,124.3,57.85,0,14.19,171.5,60.93,373.7,5.41,2.86,2.38,0.588,0.286,1,118,172,0,0.32,0.47,0,0.0788,0,0,0.049,0.63,0.32,290,0.7945205479452054,3.03,0.53,0.44,0.56,23
1995,366,175.5,91.39,0,19.98,202.8,52.25,536.1,6.41,2.87,3.25,0.567,0.202,0.995,145,210,0,0.4,0.58,0,0.111,0,0,0.16,0.44,0.4,355,0.9726027397260274,3.16,0.45,0.51,0.49,27.4
1996,365,450.1,167.4,0,51.38,345.7,69.89,992.3,10.9,2.87,7.93,0.373,0.126,0.744,49,79,0,0.13,0.22,0,0.285,0.038,0.19,0.16,0.48,0.13,128,0.3506849315068493,2.97,0.26,0.73,0.27,41.3
1997,365,446.8,157.3,0,51.01,338.9,118.6,930.4,10.7,2.87,7.82,0.338,0.134,0.555,0,27,0,0,0.074,0,0.283,0.022,0.13,0.21,0.64,0,27,0.07397260273972603,2.88,0.27,0.73,0.27,41.8
1998,365,713.9,192.8,0,81.49,594.2,104.6,1955,18.7,3.29,13.6,0.275,0.0757,0.497,0,31,0,0,0.085,0,0.453,0.23,0.14,0.18,0.45,0,31,0.08493150684931507,5.1,0.18,0.73,0.27,38.2
1999,366,616.1,192.8,0,70.14,494.6,153.6,1741,15.6,3.24,11.3,0.289,0.0692,0.494,0,10,0,0,0.027,0,0.391,0.15,0.099,0.22,0.54,0,10,0.0273972602739726,4.3,0.21,0.72,0.28,39.5
2000,365,795.8,192.8,21.98,90.84,784.7,152.2,2401,24.7,4.05,15.8,0.247,0.0807,0.506,0,0,0,0,0,0,0.505,0.28,0.1,0.21,0.4,0,0,0,8.9,0.16,0.64,0.36,32.2
2001,365,403.6,119.6,0,46.07,319.4,112,728.6,10.1,3.05,6.97,0.352,0.186,0.643,13,54,0,0.036,0.15,0,0.256,0,0.096,0.24,0.63,0.036,67,0.18356164383561643,3.13,0.3,0.69,0.31,40
2002,365,555.4,192.8,0,63.4,448.6,96.96,1621,14.1,3.29,10.3,0.323,0.0771,0.561,17,70,0,0.047,0.19,0,0.352,0.1,0.11,0.25,0.49,0.047,87,0.23835616438356164,3.8,0.23,0.73,0.27,39.4
