1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,exceedance
439,430,449,466,487,505,533,573,667,779,836,853,1044,1170,1388,1563,2663,3993,8145,8803,9816,9618,9171,8411,7289,7851,8493,8171,7257,6235,5703,5699,5649,5130,4295,3593,3015,2538,2139,1771,1484,1242,1074,937,802,718,644,593,554,519,486,461,0
424.1500000000001,424.06000000000006,410.3900000000002,411.5500000000003,450.3700000000002,504.01,516.1700000000001,567.0600000000001,656.11,717.6200000000003,788.4800000000002,850.03,923.2200000000006,1091.7900000000004,1367.21,1562.01,2202.6500000000024,3657.3900000000017,5095.800000000016,5188.510000000018,4676.910000000026,5239.230000000022,8875.980000000001,8398.13,7116.740000000001,6401.640000000008,6206.100000000012,6138.530000000011,6315.510000000005,6099.370000000001,5336.700000000002,5307.950000000002,4739.190000000005,4095.4500000000053,3466.3700000000044,3012.860000000003,2573.4600000000023,2228.1300000000015,1863.7800000000013,1567.060000000001,1315.700000000001,1143.9900000000005,998.7600000000004,873.6400000000003,791.11,702.1600000000001,616.2800000000002,566.2700000000001,524.3000000000002,491.28000000000014,465.2100000000001,442.1900000000001,0.01
380.8799999999998,384.79999999999984,385.4999999999999,386.4999999999999,389.2399999999998,419.7199999999997,461.1199999999998,527.7999999999998,619.7399999999999,706.2199999999999,731.1599999999997,840.1999999999999,898.4799999999999,1022.3999999999997,1233.7199999999993,1435.5799999999995,1991.2199999999991,2839.6199999999967,3612.639999999994,4220.999999999996,4598.54,5120.5199999999995,6459.25999999999,7011.299999999995,6789.6399999999985,6367.4,5764.539999999998,5997.459999999999,5927.719999999998,5375.739999999997,5271.259999999999,4629.7599999999975,4337.999999999998,3925.2599999999993,3303.1599999999994,2868.8199999999993,2432.7799999999993,2074.0799999999995,1678.7199999999993,1372.9199999999992,1187.5799999999995,1012.6599999999995,898.0399999999996,815.1799999999997,743.9599999999998,674.56,614.04,544.4399999999999,495.57999999999987,454.73999999999984,420.8999999999998,393.9799999999998,0.02
376.12,359.75,363.66,360.78000000000003,381.21000000000004,398.6,434.78000000000003,485.2900000000001,578.26,652.6500000000001,706.72,799.26,887.33,951.1600000000001,1030.2100000000003,1410.69,1905.52,2650.34,3184.3300000000004,3422.120000000001,4534.95,4813.450000000001,6360.53,6692.97,6743.2300000000005,5763.660000000001,5682.28,5807.79,5426.27,5148.570000000001,4907.22,4428.79,4041.9100000000003,3487.4400000000005,3061.38,2661.3300000000004,2300.9900000000002,1950.7200000000003,1634.26,1360.27,1143.29,988.6600000000001,864.96,738.3400000000001,643.0900000000001,583.7900000000001,531.5500000000001,493.56000000000006,466.87,438.48,416.12,391.06,0.03
365.43999999999994,354.19999999999993,334.19999999999976,353.28,373.31999999999994,393.19999999999993,408.0799999999998,470.5599999999999,516.5199999999995,572.2799999999993,674.3199999999997,748.0799999999996,877.3999999999999,943.24,991.3599999999997,1232.3999999999985,1758.9999999999989,2327.2399999999975,2779.359999999997,3278.959999999999,4076.0399999999963,4621.5999999999985,6038.359999999997,6056.159999999994,5873.1999999999925,5701.799999999999,5594.5599999999995,5605.199999999998,5357.24,4959.5999999999985,4728.959999999998,4416.28,3909.159999999999,3340.559999999999,2931.119999999999,2540.759999999999,2251.8799999999997,1939.32,1608.0399999999997,1344.6399999999999,1126.6399999999999,960.1599999999997,833.2799999999997,721.5999999999999,637.12,577.16,529,490.08,463.12,433.19999999999993,400.6399999999999,383.31999999999994,0.04
362.15,340.69999999999993,331.1,344.45,371.1,379.69999999999993,405.1,432.9499999999999,475.0499999999999,557.5999999999999,655.9,738.4,844.6999999999999,936.35,979.55,1210.75,1729.25,2266.5,2322.199999999999,3181.85,3910.6999999999994,4602.6,5779.9,6022.4,5777.15,5676.25,5518.8,5445,5336,4837.049999999999,4548.15,4351.4,3655.0999999999995,3195.3499999999995,2789.2,2472.35,2193.95,1901,1573.75,1294.6,1098.4499999999998,929.55,816.8,719.1,625.5999999999999,570.35,513.8,479.54999999999995,452.54999999999995,426.34999999999997,399.05,383,0.05
346.9599999999998,337.17999999999995,323.4799999999999,327.0799999999998,341.8599999999996,364.8999999999998,388.0799999999998,426.29999999999995,470.17999999999995,547.5999999999999,631.4999999999997,673.1399999999992,796.9399999999994,934.12,954.5599999999997,1194.9599999999998,1548.4599999999978,2013.9599999999969,2243.5399999999995,2751.1799999999944,3524.1799999999953,4570.98,4943.5599999999895,5220.179999999989,5620.779999999998,5552.799999999998,5507.48,5425.72,5200.579999999998,4688.119999999998,4527.72,4051.8999999999965,3630.72,3127.8399999999992,2766.02,2388.159999999999,2034.019999999998,1664.939999999997,1421.599999999998,1232.7799999999993,1091.36,927.06,809.42,689.8599999999997,618.42,552.1399999999998,508.29999999999995,478.06,450.12,424.12,396.17999999999995,376.4199999999999,0.06
340.41999999999996,332.34999999999997,315.55999999999995,321.34999999999997,336.28,357.48999999999995,387,412.0499999999999,469.07,540.49,581.6399999999996,645.7499999999998,787.49,919.1199999999999,938.1199999999999,1167.9599999999998,1495.1499999999996,1790.6099999999985,2226.98,2717.49,3434.8999999999996,4563.42,4827.759999999999,4950.449999999998,5464.059999999999,5499.429999999999,5474.45,5360.83,4876.729999999998,4661.33,4414.469999999999,4006.0299999999997,3616.98,3074.7099999999996,2674.7899999999995,2306.7399999999993,1990.5199999999998,1647.21,1406.42,1211.33,1048.2199999999998,927,792.2599999999999,674.05,614.28,547.28,499.62999999999994,476.14,446.28,416.55999999999995,395.07,373.21,0.07
336.32,325.56,304.88,317.32,329.56,345.96,379.64,411,451.52,521.5999999999999,564.1999999999999,639.4,777.8,889.4799999999999,930.56,1092.3999999999999,1434.04,1752.92,2121.12,2699.52,3402.4,3843.5599999999986,4540.5599999999995,4844.76,5052.799999999999,5275.2,5465.56,5085.5199999999995,4829.08,4642.5199999999995,4375.64,3909.24,3486.2799999999997,3062.72,2659.72,2289.96,1962.24,1642.4,1384.84,1195.28,1039.48,907.68,767.0799999999999,668.4,592.8399999999999,542.4,499,472.32,440.48,414.15999999999997,395,359.2,0.08
336,324.09000000000003,303.09000000000003,314.27,328.09000000000003,343.18,378.09000000000003,404.63,444.54,509.08000000000004,562.09,628.99,766.08,849.6900000000002,928.1800000000001,1009.5600000000003,1140.530000000001,1472.540000000001,2104.7200000000003,2430.460000000001,3310.82,3699.1000000000004,4374.040000000001,4650.450000000001,4827.81,5223.24,5451.35,4982.83,4766.030000000001,4592.77,4241.960000000001,3841.8500000000004,3374.9000000000005,3040.16,2636.25,2272.62,1939.0700000000002,1632.9,1370.26,1155.7800000000002,989.8600000000001,848.6700000000002,737.7,650.71,581.9000000000001,538.36,495.36,452.8900000000001,416.3400000000001,391.2500000000001,371.3400000000001,347.08000000000004,0.09
