Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3720,188,137000,25.6,1100,25.4,0.936,1.87,0.82,0.88,1,50.3,1
0.01,2960,183,135000,25.6,1100,25.4,0.936,1.87,0.678,0.87,0.953,49.8,1
0.02,2580,181,134000,25.6,1100,25.4,0.936,1.87,0.588,0.87,0.748,49.5,1
0.03,2380,180,134000,25.6,1100,25.4,0.936,1.87,0.53,0.86,0.685,49.3,0.747
0.04,2240,179,133000,25.6,1100,25.4,0.935,1.87,0.51,0.86,0.63,49,0.622
0.05,2120,178,130000,25.6,1100,25.4,0.935,1.87,0.48,0.85,0.591,48.7,0.502
0.06,2040,176,129000,25.5,1100,25.4,0.935,1.87,0.47,0.845,0.564,48.5,0.37
0.07,1890,174,127000,25.5,1100,25.4,0.935,1.87,0.46,0.84,0.547,48.4,0.319
0.08,1800,172,126000,25.5,1100,25.4,0.935,1.86,0.453,0.83,0.523,48.1,0.267
0.09,1720,170,125000,25.5,1100,25.4,0.934,1.85,0.45,0.83,0.51,47.9,0.186
0.1,1640,169,123000,25.5,1090,25.4,0.934,1.79,0.45,0.82,0.491,47.9,0.133
0.11,1540,167,122000,25.5,1060,25.4,0.934,1.71,0.44,0.82,0.48,47.8,0.0492
0.12,1420,164,121000,25.5,1010,25.4,0.934,1.55,0.44,0.81,0.47,47.4,0.0297
0.13,1300,163,121000,25.5,990,25.4,0.934,1.49,0.44,0.81,0.46,47.1,0
0.14,1260,162,120000,25.5,975,25.4,0.933,1.43,0.44,0.81,0.46,46.8,0
0.15,1190,162,118000,25.5,955,25.4,0.933,1.41,0.43,0.81,0.451,46.6,0
0.16,1140,160,116000,25.5,931,25.3,0.933,1.37,0.43,0.8,0.45,46.6,0
0.17,1090,158,113000,25.5,879,25.3,0.933,1.26,0.42,0.8,0.45,46.4,0
0.18,1060,154,110000,25.5,863,25.3,0.932,1.23,0.42,0.8,0.44,46,0
0.19,1030,152,109000,25.5,846,25.3,0.932,1.16,0.42,0.8,0.44,46,0
0.2,995,148,106000,25.5,821,25.3,0.932,1.1,0.412,0.79,0.44,45.7,0
0.21,942,144,104000,25.5,784,25.3,0.932,1.02,0.41,0.79,0.44,45.6,0
0.22,893,143,103000,25.5,728,25.3,0.931,0.987,0.41,0.79,0.43,45.2,0
0.23,866,138,101000,25.5,711,25.3,0.931,0.906,0.4,0.78,0.43,45.2,0
0.24,844,136,97600,25.5,700,25.3,0.93,0.876,0.4,0.78,0.42,44.9,0
0.25,792,130,91900,25.5,655,25.3,0.93,0.807,0.4,0.77,0.42,44.7,0
0.26,753,128,89800,25.5,632,25.2,0.93,0.774,0.4,0.77,0.42,44.6,0
0.27,730,121,87300,25.5,599,25.2,0.929,0.738,0.39,0.76,0.42,44.4,0
0.28,723,118,85700,25.4,580,25.2,0.929,0.705,0.39,0.76,0.415,44.3,0
0.29,702,113,81300,25.4,545,25.2,0.929,0.657,0.38,0.759,0.41,44.1,0
0.3,664,108,78400,25.4,527,25.1,0.928,0.625,0.373,0.75,0.41,43.9,0
0.31,643,105,75700,25.4,502,25.1,0.927,0.605,0.37,0.75,0.4,43.6,0
0.32,627,102,74100,25.4,493,25.1,0.927,0.588,0.361,0.74,0.4,43.3,0
0.33,607,97.5,69800,25.3,464,25.1,0.927,0.553,0.36,0.74,0.4,43.1,0
0.34,589,92.5,68100,25.3,445,25,0.926,0.545,0.35,0.73,0.4,42.9,0
0.35,575,89,65500,25.3,423,25,0.926,0.514,0.35,0.73,0.39,42.6,0
0.36,555,87,62800,25.3,409,25,0.925,0.494,0.348,0.728,0.39,42.4,0
0.37,533,83.1,60800,25.2,388,25,0.925,0.474,0.33,0.72,0.39,42.3,0
0.38,518,81.3,58300,25.2,383,24.9,0.924,0.461,0.33,0.71,0.38,42.1,0
0.39,493,77,55400,25.2,360,24.9,0.924,0.431,0.33,0.7,0.37,41.9,0
0.4,475,74.3,54300,25.2,346,24.9,0.923,0.419,0.33,0.7,0.37,41.7,0
0.41,462,72.3,52700,25.1,337,24.8,0.923,0.408,0.32,0.698,0.36,41.5,0
0.42,437,71.3,50300,25.1,329,24.8,0.922,0.401,0.32,0.69,0.36,41.2,0
0.43,427,68.4,49100,25.1,317,24.8,0.922,0.388,0.32,0.69,0.356,41.1,0
0.44,423,66.7,48700,25.1,312,24.8,0.922,0.381,0.32,0.69,0.35,40.4,0
0.45,418,64.4,47700,25,297,24.7,0.921,0.364,0.31,0.68,0.35,40.2,0
0.46,411,62,45300,24.9,288,24.6,0.921,0.347,0.31,0.68,0.349,40.1,0
0.47,401,60.3,43800,24.8,276,24.5,0.921,0.345,0.31,0.68,0.33,39.8,0
0.48,389,58.6,42300,24.8,269,24.5,0.921,0.342,0.3,0.68,0.33,39.8,0
0.49,376,55.8,40400,24.8,255,24.4,0.92,0.336,0.3,0.68,0.33,39.6,0
0.5,373,54.4,39500,24.7,250,24.4,0.92,0.335,0.29,0.675,0.325,39.5,0
0.51,370,52.2,38900,24.7,239,24.3,0.92,0.332,0.28,0.67,0.32,39.3,0
0.52,356,50.9,37900,24.7,234,24.3,0.92,0.327,0.28,0.67,0.32,39.2,0
0.53,350,50.4,37500,24.6,228,24.3,0.92,0.323,0.27,0.67,0.32,39,0
0.54,333,48.3,36000,24.6,221,24.2,0.919,0.32,0.261,0.651,0.32,38.9,0
0.55,316,46.7,34800,24.5,210,24.2,0.919,0.319,0.26,0.65,0.32,38.7,0
0.56,307,44.8,33000,24.5,201,24.1,0.919,0.317,0.25,0.65,0.31,38.4,0
0.57,301,44.2,32600,24.5,199,24.1,0.918,0.316,0.25,0.644,0.31,38.2,0
0.58,294,43.5,32400,24.4,194,24.1,0.918,0.312,0.24,0.64,0.31,37.9,0
0.59,291,43.2,32100,24.3,192,23.9,0.918,0.311,0.24,0.64,0.302,37.4,0
0.6,283,42.7,31800,24.3,189,23.8,0.917,0.307,0.23,0.63,0.3,37.3,0
0.61,273,41.4,30800,24.2,183,23.7,0.917,0.303,0.23,0.63,0.3,37,0
0.62,268,40,29500,24,178,23.6,0.915,0.296,0.22,0.62,0.29,36.7,0
0.63,265,38.4,28600,24,170,23.6,0.915,0.294,0.21,0.61,0.28,36.5,0
0.64,258,37.7,27200,23.9,168,23.4,0.914,0.289,0.21,0.61,0.272,36.4,0
0.65,253,36.4,27000,23.8,162,23.3,0.913,0.278,0.2,0.61,0.27,36.1,0
0.66,251,36,26500,23.8,160,23.2,0.912,0.271,0.2,0.6,0.27,35.9,0
0.67,248,35.6,25800,23.7,158,23.1,0.911,0.266,0.2,0.6,0.26,35.5,0
0.68,241,34.2,25000,23.6,151,23,0.91,0.259,0.19,0.6,0.26,35.4,0
0.69,238,33,24200,23.5,148,22.9,0.909,0.253,0.19,0.6,0.25,35.2,0
0.7,234,32.4,23700,23.5,145,22.8,0.908,0.248,0.187,0.59,0.25,35.1,0
0.71,229,31.9,23400,23.3,143,22.7,0.908,0.245,0.18,0.59,0.241,34.7,0
0.72,226,31.7,23000,23.2,141,22.5,0.907,0.239,0.18,0.585,0.24,34.5,0
0.73,225,31.3,22800,23.2,139,22.4,0.906,0.238,0.18,0.58,0.24,34.2,0
0.74,219,31.1,22500,23.1,139,22.4,0.905,0.235,0.17,0.58,0.23,34,0
