WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,685.9,192.8,18.1,104.7,888.3,154.2,2402,21,3.66,13.6,0.259,0.0621,0.523,0,0,0,0,0,0,0.435,0.26,0.11,0.15,0.23,0,0,0,7.4,0.17,0.65,0.35,32.7
1993,365,586.8,192.8,0,66.98,434,132,1314,13.7,3.13,10.5,0.299,0.0945,0.545,0,22,0,0,0.06,0,0.372,0.12,0.11,0.21,0.56,0,22,0.06027397260273973,3.2,0.23,0.77,0.23,42.8
1994,365,188.2,76.99,0,21.48,203.5,76.52,462.1,6.42,2.87,3.37,0.503,0.232,0.941,80,43,0,0.22,0.12,0,0.119,0,0,0.14,0.64,0.22,123,0.336986301369863,3.05,0.45,0.52,0.48,29.3
1995,366,250.8,117.8,0,28.55,245.2,64.62,695.5,7.75,2.87,4.63,0.479,0.159,0.805,98,72,0,0.27,0.2,0,0.159,0,0.079,0.14,0.52,0.27,170,0.4657534246575342,3.12,0.37,0.6,0.4,32.4
1996,365,564.3,192.8,0,64.42,419.5,81.87,1419,13.2,2.92,10,0.319,0.0889,0.635,42,6,0,0.12,0.016,0,0.358,0.082,0.19,0.18,0.43,0.12,48,0.13150684931506848,3.2,0.22,0.76,0.24,42.8
1997,365,553.9,192.8,0,63.23,399.8,138.7,1248,12.6,2.89,9.71,0.293,0.1,0.485,0,1,0,0,0.0027,0,0.351,0.085,0.11,0.23,0.57,0,1,0.0027397260273972603,2.89,0.23,0.77,0.23,44
1998,365,761.2,192.8,13.89,86.9,717.3,117.4,2511,22.6,3.91,14.8,0.273,0.0614,0.538,0,0,0,0,0,0,0.483,0.27,0.13,0.18,0.43,0,0,0,7.8,0.17,0.65,0.35,33.7
1999,366,678.8,192.8,0,77.27,641.7,172.7,2371,20.3,3.89,13.1,0.287,0.0539,0.529,0,11,0,0,0.03,0,0.43,0.2,0.1,0.21,0.49,0,11,0.030136986301369864,7.2,0.19,0.65,0.35,33.4
2000,365,815,192.8,0,93.04,957.8,178.4,3115,30.2,4.73,16.9,0.255,0.0677,0.522,0,9,0,0,0.025,0,0.517,0.32,0.11,0.21,0.36,0,9,0.024657534246575342,13.3,0.16,0.56,0.44,27
2001,365,535.2,162.8,0,61.09,392.6,134.4,989.4,12.4,3.12,9.26,0.304,0.136,0.536,0,12,0,0,0.033,0,0.339,0.058,0.13,0.22,0.59,0,12,0.03287671232876712,3.14,0.25,0.75,0.25,43.2
2002,365,662.1,192.8,0,75.58,569.8,113.9,2192,18,3.76,12.4,0.299,0.0675,0.504,0,2,0,0,0.0055,0,0.42,0.16,0.16,0.2,0.48,0,2,0.005479452054794521,5.6,0.21,0.69,0.31,36.8
2003,366,744.9,192.8,0,84.8,955.2,193.2,3916,30.2,4.63,15.5,0.258,0.0424,0.496,0,5,0,0,0.014,0,0.472,0.27,0.12,0.19,0.42,0,5,0.0136986301369863,14.7,0.15,0.51,0.49,24.7
2004,365,448.3,173.1,0,51.18,347.1,118.5,1029,10.9,3.02,7.91,0.33,0.121,0.608,5,41,0,0.014,0.11,0,0.284,0.041,0.079,0.28,0.58,0.014,46,0.12602739726027398,2.99,0.28,0.73,0.27,41.1
2005,365,655.4,192.8,0,74.82,518.7,93.08,1565,16.4,3.2,12.2,0.291,0.0888,0.559,20,22,0,0.055,0.06,0,0.416,0.19,0.12,0.21,0.43,0.055,42,0.11506849315068493,4.2,0.2,0.74,0.26,40
2006,365,826,192.8,19.83,94.3,902.3,162.5,2527,28.5,4.66,16.9,0.256,0.0745,0.523,0,0,0,0,0,0,0.524,0.33,0.1,0.16,0.4,0,0,0,11.6,0.16,0.59,0.41,29
2007,366,771.4,192.8,0,87.82,634.6,185.2,1663,20.1,3.66,14.6,0.264,0.0813,0.491,0,10,0,0,0.027,0,0.489,0.24,0.14,0.18,0.45,0,10,0.0273972602739726,5.5,0.18,0.73,0.27,38.4
2008,365,703,192.8,20.22,80.26,616.3,155.2,2199,19.4,3.64,13.2,0.267,0.0642,0.534,0,0,0,0,0,0,0.446,0.19,0.12,0.24,0.46,0,0,0,6.2,0.19,0.68,0.32,36.2
2009,365,814.7,192.8,0,93,1008,178.4,3074,31.8,4.86,17.2,0.251,0.0674,0.537,0,9,0,0,0.025,0,0.517,0.33,0.093,0.19,0.38,0,9,0.024657534246575342,14.6,0.15,0.54,0.46,25.6
2010,365,881.5,192.8,0,100.6,909.2,202.2,2824,28.7,4.65,17.8,0.251,0.0768,0.53,0,1,0,0,0.0027,0,0.559,0.35,0.12,0.18,0.36,0,1,0.0027397260273972603,10.9,0.16,0.62,0.38,30.7
2011,366,588.9,192.8,0,67.05,423.1,136.3,1208,13.4,3,10.4,0.285,0.103,0.528,0,15,0,0,0.041,0,0.373,0.099,0.11,0.26,0.53,0,15,0.0410958904109589,3,0.22,0.78,0.22,43.9
2012,365,727.3,192.8,16.07,83.02,624.4,124.5,2296,19.7,3.32,13.8,0.259,0.0616,0.465,0,0,0,0,0,0,0.461,0.2,0.18,0.16,0.46,0,0,0,5.9,0.17,0.7,0.3,36.9
2013,365,794.4,192.8,21.56,90.68,712.1,150.2,2144,22.5,3.85,15.3,0.252,0.069,0.526,0,0,0,0,0,0,0.504,0.25,0.17,0.17,0.41,0,0,0,7.2,0.17,0.68,0.32,35.3
2014,365,727.4,192.8,0,83.03,528.4,160.3,1428,16.7,3.35,13.1,0.265,0.0875,0.474,0,1,0,0,0.0027,0,0.461,0.17,0.19,0.14,0.5,0,1,0.0027397260273972603,3.6,0.2,0.78,0.22,43.6
2015,366,727.5,192.8,0,82.83,605.3,141.2,1898,19.1,3.39,13.7,0.253,0.0749,0.478,0,4,0,0,0.011,0,0.461,0.21,0.12,0.21,0.46,0,4,0.010958904109589041,5.4,0.18,0.72,0.28,38.1
2016,365,774.3,192.8,17.57,88.39,948.9,151.6,3368,29.9,4.74,16.1,0.255,0.0572,0.508,0,0,0,0,0,0,0.491,0.3,0.09,0.22,0.38,0,0,0,13.8,0.16,0.54,0.46,25.9
2017,365,840.7,192.8,24.48,95.97,990.7,220,3168,31.2,5.08,17.4,0.252,0.0685,0.498,0,0,0,0,0,0,0.533,0.33,0.093,0.26,0.32,0,0,0,13.8,0.16,0.56,0.44,26.9
2018,365,453.4,118.1,0,51.76,348.3,112.8,696.6,11,3.11,7.83,0.335,0.162,0.638,11,36,0,0.03,0.099,0,0.288,0,0.18,0.21,0.59,0.03,47,0.12876712328767123,3.17,0.28,0.71,0.29,41.2
2019,366,721.4,192.8,0,82.12,884,93.35,3384,28,4.66,15.2,0.298,0.0648,0.557,24,23,0,0.066,0.063,0,0.457,0.31,0.082,0.15,0.39,0.066,47,0.12876712328767123,12.8,0.17,0.54,0.46,25.8
2020,365,885.9,192.8,0,101.1,837.3,182.8,2340,26.4,4.45,17.6,0.251,0.0633,0.53,0,12,0,0,0.033,0,0.562,0.33,0.14,0.19,0.34,0,12,0.03287671232876712,8.8,0.17,0.67,0.33,33.6
2021,365,761,192.8,0,86.87,691.2,195.6,2262,21.8,4.01,14.7,0.267,0.0662,0.545,0,4,0,0,0.011,0,0.483,0.25,0.099,0.21,0.44,0,4,0.010958904109589041,7.1,0.18,0.67,0.33,34.9
2022,92,71.84,54.8,0,32.54,218.7,178.1,309.1,1.74,0.548,1.19,0.325,0.191,0.491,0,4,0,0,0.011,0,0.0456,0,0,0.019,0.23,0,4,0.010958904109589041,0.55,0.31,0.68,0.32,41.3
