WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,687.6,192.8,20.34,104.9,750.9,165,1757,17.7,3.17,13.1,0.255,0.0824,0.537,0,0,0,0,0,0,0.436,0.25,0.1,0.15,0.24,0,0,0,4.6,0.18,0.74,0.26,38.8
1993,365,656.5,192.8,0,74.94,481.1,139,1358,15.2,3.24,11.9,0.285,0.0952,0.518,0,6,0,0,0.016,0,0.416,0.18,0.1,0.19,0.54,0,6,0.01643835616438356,3.3,0.21,0.78,0.22,43.2
1994,365,170.5,62.96,0,19.46,187,63.16,397.4,5.9,2.86,2.86,0.555,0.269,1,119,17,0,0.33,0.047,0,0.108,0,0,0.074,0.6,0.33,136,0.3726027397260274,3.04,0.48,0.48,0.52,28.9
1995,366,225.2,96.4,0,25.63,229.6,55.14,573.9,7.26,2.87,4.15,0.513,0.187,0.943,111,74,0,0.3,0.2,0,0.143,0,0,0.25,0.45,0.3,185,0.5068493150684932,3.11,0.4,0.57,0.43,31
1996,365,560.4,174.5,0,63.97,412,77.11,1039,13,2.93,9.95,0.332,0.114,0.674,42,13,0,0.12,0.036,0,0.355,0.096,0.2,0.15,0.44,0.12,55,0.1506849315068493,3.05,0.23,0.77,0.23,43.1
1997,365,602.2,182.6,16.64,68.74,429.7,126.3,1094,13.6,2.94,10.6,0.289,0.0935,0.476,0,0,0,0,0,0,0.382,0.14,0.14,0.18,0.55,0,0,0,3,0.22,0.78,0.22,44.3
1998,365,814.6,192.8,15.44,92.99,706.1,122.5,2085,22.3,3.59,15.8,0.249,0.0706,0.481,0,0,0,0,0,0,0.517,0.3,0.1,0.17,0.43,0,0,0,6.5,0.16,0.71,0.29,36.5
1999,366,645.8,192.8,20.31,73.52,479.5,164.6,1589,15.2,2.99,11.6,0.261,0.0718,0.443,0,0,0,0,0,0,0.41,0.13,0.16,0.2,0.51,0,0,0,3.6,0.2,0.76,0.24,42.5
2000,365,823.4,192.8,19.64,94,815.8,140.8,2343,25.7,4.18,16.4,0.251,0.0673,0.521,0,0,0,0,0,0,0.522,0.31,0.14,0.17,0.39,0,0,0,9.3,0.16,0.64,0.36,32
2001,365,424.1,114.7,0,48.42,335.6,108.3,679.8,10.6,3.07,7.46,0.349,0.146,0.665,16,52,0,0.044,0.14,0,0.269,0,0.1,0.29,0.57,0.044,68,0.1863013698630137,3.14,0.29,0.7,0.3,40
2002,365,494.9,166.4,0,56.5,369.9,95.43,985.9,11.7,2.87,8.74,0.32,0.127,0.545,14,48,0,0.038,0.13,0,0.314,0.03,0.21,0.22,0.5,0.038,62,0.16986301369863013,2.96,0.25,0.75,0.25,42.3
2003,366,755.3,192.8,18.02,85.98,793.2,132.6,2971,25.1,4.22,15.1,0.27,0.073,0.525,0,0,0,0,0,0,0.479,0.3,0.093,0.16,0.45,0,0,0,10,0.17,0.6,0.4,30.1
2004,365,406.1,121.9,0,46.36,319.8,101.7,715.6,10.1,2.95,7.07,0.352,0.143,0.708,20,47,0,0.055,0.13,0,0.258,0,0.093,0.28,0.57,0.055,67,0.18356164383561643,3.03,0.29,0.7,0.3,40.2
2005,365,662.4,192.8,0,75.62,482,82.3,1320,15.2,2.99,12,0.289,0.0981,0.632,37,3,0,0.1,0.0082,0,0.42,0.17,0.15,0.18,0.4,0.1,40,0.1095890410958904,3.2,0.2,0.79,0.21,43.6
2006,365,819,192.8,21.21,93.49,907.1,148.5,2575,28.6,4.25,16.8,0.244,0.0675,0.517,0,0,0,0,0,0,0.519,0.33,0.11,0.15,0.41,0,0,0,11.8,0.15,0.59,0.41,28.6
2007,366,760.2,192.8,0,86.54,735.9,177.2,2460,23.3,3.78,15.1,0.255,0.0662,0.502,0,19,0,0,0.052,0,0.482,0.27,0.1,0.18,0.45,0,19,0.052054794520547946,8.2,0.16,0.65,0.35,32.6
2008,365,755.7,192.8,21.77,86.27,600.4,150.9,1848,18.9,3.53,14,0.253,0.0801,0.549,0,0,0,0,0,0,0.479,0.18,0.18,0.22,0.42,0,0,0,4.9,0.19,0.74,0.26,40
2009,365,851,192.8,21.86,97.15,960.6,172.5,2795,30.3,4.74,17.5,0.245,0.0796,0.511,0,0,0,0,0,0,0.54,0.35,0.1,0.21,0.34,0,0,0,12.8,0.16,0.58,0.42,28.1
2010,365,856.9,192.8,0,97.82,939.9,191.4,2460,29.6,4.58,17.7,0.256,0.0696,0.52,0,17,0,0,0.047,0,0.543,0.36,0.11,0.16,0.37,0,17,0.04657534246575343,11.9,0.15,0.6,0.4,28.9
2011,366,611.1,158.6,0,69.57,434.1,133.2,938.2,13.7,2.99,10.7,0.279,0.113,0.541,0,15,0,0,0.041,0,0.388,0.063,0.22,0.24,0.48,0,15,0.0410958904109589,3,0.22,0.78,0.22,44.6
2012,365,786,192.8,15.95,89.72,629.5,124.1,1932,19.9,3.41,14.9,0.254,0.0703,0.425,0,0,0,0,0,0,0.498,0.28,0.11,0.15,0.46,0,0,0,5,0.17,0.75,0.25,39.5
2013,365,850.9,192.8,0,97.13,694.6,148.8,1834,21.9,3.64,16.4,0.237,0.0746,0.483,0,8,0,0,0.022,0,0.54,0.32,0.11,0.19,0.39,0,8,0.021917808219178082,5.5,0.17,0.75,0.25,38.9
2014,365,681,187.9,16.53,77.74,480.9,146,1145,15.2,3.08,12.1,0.266,0.096,0.493,0,0,0,0,0,0,0.432,0.21,0.093,0.19,0.5,0,0,0,3.1,0.2,0.8,0.2,44.8
2015,366,713,192.8,14.85,81.17,521.8,120.6,1455,16.5,3.06,13,0.257,0.0888,0.435,0,0,0,0,0,0,0.452,0.2,0.13,0.19,0.49,0,0,0,3.5,0.19,0.79,0.21,43.2
2016,365,778,192.8,17.85,88.81,742.3,132.1,2552,23.4,4,15.2,0.257,0.0736,0.526,0,0,0,0,0,0,0.493,0.27,0.13,0.19,0.42,0,0,0,8.2,0.17,0.65,0.35,33.2
2017,365,820.4,192.8,0,93.65,709.8,190,1953,22.4,4.05,15.9,0.263,0.0758,0.522,0,14,0,0,0.038,0,0.52,0.28,0.13,0.21,0.38,0,14,0.038356164383561646,6.5,0.18,0.71,0.29,36.6
2018,365,375.7,123.5,0,42.89,307.8,94.88,703.3,9.71,2.99,6.58,0.381,0.125,0.759,40,49,0,0.11,0.13,0,0.238,0,0.1,0.2,0.59,0.11,89,0.24383561643835616,3.13,0.31,0.68,0.32,38.7
2019,366,739.7,192.8,0,84.21,732.3,82.03,2411,23.2,4.11,14.8,0.305,0.0808,0.634,43,7,0,0.12,0.019,0,0.469,0.3,0.093,0.15,0.35,0.12,50,0.136986301369863,8.4,0.18,0.64,0.36,31.9
2020,365,880.6,192.8,19.47,100.5,841.6,160.5,2187,26.5,4.27,17.6,0.249,0.0744,0.54,0,0,0,0,0,0,0.558,0.35,0.12,0.17,0.37,0,0,0,8.9,0.16,0.66,0.34,33.2
2021,365,734.1,192.8,20.51,83.8,530.3,164.9,1412,16.7,3.25,13.3,0.255,0.1,0.437,0,0,0,0,0,0,0.466,0.2,0.14,0.19,0.46,0,0,0,3.4,0.19,0.8,0.2,44
2022,92,74.18,69.48,20.26,33.6,204.6,143.8,377.1,1.63,0.427,1.2,0.279,0.156,0.362,0,0,0,0,0,0,0.047,0,0,0.036,0.22,0,0,0,0.43,0.26,0.74,0.26,45.5
