Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,829.7,25.2,0.526,0.58,44.1,1.19
0.01,821.2,24.4,0.521,0.559,44,1.14
0.02,812.7,23.5,0.515,0.538,43.8,1.08
0.03,804.2,22.7,0.51,0.517,43.6,1.02
0.04,799.4,22.4,0.507,0.484,43.6,0.919
0.05,796.3,22.4,0.505,0.445,43.5,0.79
0.06,793.2,22.3,0.503,0.406,43.4,0.661
0.07,790.9,22.2,0.502,0.377,43.4,0.561
0.08,789.9,22,0.501,0.368,43.3,0.519
0.09,788.9,21.8,0.501,0.359,43.3,0.478
0.1,787.9,21.6,0.5,0.35,43.2,0.436
0.11,785.1,21.5,0.498,0.344,43.1,0.427
0.12,782.3,21.5,0.496,0.338,43.1,0.419
0.13,779.5,21.4,0.495,0.332,43,0.411
0.14,770.8,21.3,0.489,0.328,43,0.407
0.15,759.2,21.1,0.481,0.325,43,0.405
0.16,747.5,21,0.474,0.322,42.9,0.404
0.17,737.7,20.9,0.468,0.319,42.9,0.393
0.18,731.6,20.8,0.464,0.316,42.9,0.362
0.19,725.6,20.8,0.46,0.313,42.8,0.332
0.2,719.5,20.7,0.456,0.31,42.8,0.301
0.21,717.7,20.5,0.455,0.307,42.6,0.298
0.22,716,20.3,0.454,0.304,42.5,0.295
0.23,714.2,20.1,0.453,0.301,42.3,0.292
0.24,710.8,19.8,0.451,0.298,42.3,0.29
0.25,706.5,19.5,0.449,0.295,42.3,0.289
0.26,702.2,19.2,0.446,0.292,42.3,0.288
0.27,699,18.7,0.444,0.287,42.3,0.287
0.28,698,18,0.443,0.278,42.3,0.287
0.29,696.9,17.2,0.442,0.269,42.2,0.286
0.3,695.9,16.5,0.441,0.26,42.2,0.285
0.31,689.5,16.4,0.437,0.257,42.2,0.282
0.32,683.1,16.3,0.433,0.254,42.2,0.28
0.33,676.6,16.2,0.429,0.251,42.2,0.278
0.34,669.2,16,0.425,0.248,42.1,0.269
0.35,661.2,15.6,0.419,0.245,42,0.258
0.36,653.2,15.3,0.414,0.242,42,0.246
0.37,645.2,15.1,0.409,0.24,41.8,0.238
0.38,637.3,14.9,0.404,0.24,41.7,0.235
0.39,629.4,14.8,0.399,0.24,41.5,0.233
0.4,621.4,14.7,0.394,0.24,41.3,0.23
0.41,620.2,14.7,0.393,0.24,41.2,0.22
0.42,618.9,14.6,0.392,0.24,41.2,0.21
0.43,617.7,14.6,0.391,0.24,41.1,0.201
0.44,616.1,14.5,0.39,0.236,40.9,0.189
0.45,614.4,14.3,0.39,0.23,40.5,0.177
0.46,612.7,14.1,0.389,0.224,40.2,0.164
0.47,606.1,14,0.385,0.22,39.9,0.15
0.48,589.7,14,0.374,0.22,39.7,0.13
0.49,573.4,13.9,0.363,0.22,39.5,0.11
0.5,557,13.9,0.353,0.22,39.3,0.0904
0.51,556.1,13.8,0.352,0.217,39.1,0.0773
0.52,555.3,13.7,0.352,0.214,39,0.0641
0.53,554.4,13.5,0.351,0.211,38.8,0.051
0.54,550.3,13.4,0.349,0.21,38.7,0.0455
0.55,544.5,13.2,0.345,0.21,38.6,0.0438
0.56,538.7,13,0.341,0.21,38.6,0.0422
0.57,533.1,12.8,0.338,0.209,38.4,0.0408
0.58,527.7,12.5,0.335,0.206,38,0.04
0.59,522.2,12.2,0.331,0.203,37.6,0.0392
0.6,516.8,11.9,0.328,0.2,37.2,0.0384
0.61,514.5,11.9,0.327,0.2,37,0.0342
0.62,512.2,11.9,0.325,0.2,36.7,0.0301
0.63,509.9,11.9,0.324,0.2,36.5,0.026
0.64,503.7,11.8,0.32,0.198,36.3,0.0219
0.65,495.7,11.7,0.315,0.195,36.2,0.0178
0.66,487.7,11.5,0.309,0.192,36.1,0.0137
0.67,480.9,11.4,0.305,0.19,36,0.0107
0.68,476.9,11.4,0.302,0.19,35.9,0.00986
0.69,472.8,11.4,0.3,0.19,35.8,0.00904
0.7,468.7,11.4,0.297,0.19,35.7,0.00822
0.71,445.4,10.9,0.282,0.187,35.6,0.00575
0.72,422.1,10.4,0.268,0.184,35.5,0.00329
0.73,398.8,9.93,0.253,0.181,35.3,0.000822
0.74,387.1,9.7,0.246,0.18,35.2,0
0.75,381.2,9.61,0.242,0.18,35.1,0
0.76,375.3,9.51,0.238,0.18,35,0
0.77,368,9.4,0.234,0.18,34.9,0
0.78,357.8,9.3,0.227,0.18,34.9,0
0.79,347.7,9.19,0.221,0.18,34.9,0
0.8,337.5,9.08,0.214,0.18,34.9,0
0.81,329.4,8.94,0.209,0.18,34.8,0
0.82,321.3,8.8,0.204,0.18,34.6,0
0.83,313.2,8.67,0.199,0.18,34.5,0
0.84,310.5,8.6,0.197,0.18,34.3,0
0.85,310.5,8.58,0.197,0.18,34.1,0
0.86,310.5,8.56,0.197,0.18,33.8,0
0.87,306.3,8.45,0.194,0.179,33.6,0
0.88,293.7,8.2,0.186,0.176,33.4,0
0.89,281,7.94,0.178,0.173,33.2,0
0.9,268.4,7.68,0.17,0.17,33,0
0.91,226.1,7.03,0.143,0.17,32.5,0
0.92,183.9,6.38,0.117,0.17,32,0
0.93,141.6,5.74,0.0898,0.17,31.5,0
0.94,120.5,5.39,0.0765,0.17,29.7,0
0.95,110.1,5.2,0.0698,0.17,27.2,0
0.96,99.6,5.01,0.0631,0.17,24.7,0
0.97,89.56,4.53,0.0568,0.169,22.7,0
0.98,80.36,3.5,0.0509,0.166,21.5,0
0.99,71.17,2.46,0.0451,0.163,20.2,0
1,61.98,1.42,0.0393,0.16,19,0
