WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,611.5,192.8,0,93.33,620,133.4,1489,14.6,2.79,11.4,0.264,0.087,0.547,0,9,0,0,0.025,0,0.388,0.18,0.14,0.17,0.27,0,9,0.024657534246575342,3.2,0.19,0.78,0.22,41.9
1993,365,468.7,178.1,0,53.51,360,104.2,1067,11.4,2.98,8.31,0.34,0.109,0.691,17,55,0,0.047,0.15,0,0.297,0.055,0.13,0.16,0.61,0.047,72,0.19726027397260273,3.09,0.26,0.73,0.27,41.1
1994,365,92.62,51.48,0,10.57,154.8,46.26,344.5,4.88,2.81,1.93,0.643,0.311,1,146,221,0,0.4,0.61,0,0.0587,0,0,0.025,0.58,0.4,367,1.0054794520547945,2.95,0.58,0.4,0.6,19
1995,366,127.5,76.1,0,14.52,174.7,41.45,458.4,5.52,2.83,2.34,0.645,0.234,1,197,239,0,0.54,0.65,0,0.0809,0,0,0.13,0.33,0.54,436,1.1945205479452055,3.18,0.51,0.42,0.58,23.1
1996,365,337.5,126,0,38.53,287.9,51.79,737.7,9.08,2.87,6.09,0.451,0.152,1,72,138,0,0.2,0.38,0,0.214,0,0.12,0.21,0.47,0.2,210,0.5753424657534246,2.99,0.32,0.67,0.33,37.2
1997,365,310.5,115.9,0,35.45,273.4,96.2,686,8.62,2.87,5.64,0.411,0.175,0.746,36,113,0,0.099,0.31,0,0.197,0,0.085,0.2,0.62,0.099,149,0.40821917808219177,2.98,0.33,0.65,0.35,36
1998,365,621.4,192.8,0,70.94,465.9,79.52,1448,14.7,2.94,11.3,0.308,0.0809,0.654,41,46,0,0.11,0.13,0,0.394,0.14,0.17,0.18,0.4,0.11,87,0.23835616438356164,3.4,0.2,0.77,0.23,42.3
1999,366,509.1,192.8,0,57.96,376.7,125.2,1296,11.9,2.89,8.98,0.316,0.0926,0.535,0,4,0,0,0.011,0,0.323,0.093,0.079,0.21,0.62,0,4,0.010958904109589041,2.92,0.24,0.75,0.25,42.8
2000,365,739.7,192.8,13.67,84.45,657.4,116.7,1949,20.7,3.7,14.3,0.273,0.0766,0.5,0,0,0,0,0,0,0.469,0.25,0.099,0.2,0.45,0,0,0,6.4,0.18,0.69,0.31,35.7
2001,365,371.4,115.6,0,42.39,299.4,101.7,708.7,9.44,2.97,6.41,0.359,0.207,0.708,20,64,0,0.055,0.18,0,0.236,0,0.044,0.28,0.62,0.055,84,0.23013698630136986,3.03,0.31,0.68,0.32,39.3
2002,365,534.9,192.8,0,61.06,440.5,91,1671,13.9,3.29,9.9,0.333,0.075,0.571,27,74,0,0.074,0.2,0,0.339,0.1,0.085,0.26,0.47,0.074,101,0.27671232876712326,4,0.24,0.71,0.29,38.5
2003,366,713.6,192.8,0,81.24,684.4,165.9,2505,21.6,3.77,13.9,0.264,0.0595,0.497,0,3,0,0,0.0082,0,0.453,0.22,0.12,0.17,0.49,0,3,0.00821917808219178,7.7,0.17,0.64,0.36,33
