exceedance,vicFallsFull,sioma,vicFallsOverlap,vicFallsRatio,vicFallsRatioSmoothed,ngonyeScaled,conversionFactor
0.023,180.3141,181.6500687925283,176.724,1.0203147280505196,1.0189205207813326,185.0869826940478,1.0264698251220943
0.024,180.3141,183.4314428145615,179.6399,1.0037530637681271,1.0227003934298262,187.59540873385274,1.040381249906983
0.025,183.0814,184.32471764073594,179.6399,1.019157770628908,1.0243148744982833,188.80655001710193,1.031271063128761
0.026,185.5639,185.59095701980493,179.6399,1.0329770835989107,1.0225988615637323,189.7851013649761,1.022747966414675
0.027,185.8753,187.0148727449089,180.05463970000002,1.0323271886228433,1.0243000236012578,191.5593385663964,1.0305798487824709
0.028,188.5724,188.81690127390652,182.5865,1.0327839133780428,1.028367137679125,194.1730963084892,1.029700509239365
0.029,188.6959,189.72048799246488,185.5639,1.016878282898775,1.0292182692584058,195.26379229446485,1.0348067567682437
0.03,191.5433,190.06210531544744,185.5639,1.0322228623131977,1.0268100484831437,195.15767957376295,1.0188697781324796
0.031,191.5433,190.7246515800339,185.5639,1.0322228623131977,1.0242836046199437,195.35613361027998,1.0199058573715707
0.032,191.5433,192.44151780543714,186.8504224,1.0251156916838737,1.0216919143631438,196.6159427295861,1.0264830079130207
0.033,191.6121,193.35194540006168,188.5724,1.0161195381720762,1.0213049627993958,197.4713014040008,1.0305784520079933
0.034,194.4177,194.2640790580355,191.6121,1.014642081580443,1.0186359757371197,197.88437972195496,1.0178310911092712
0.035,194.4177,195.1779171297484,191.6121,1.014642081580443,1.0136957647522862,197.85102796759864,1.0176595442061018
0.036,197.3191,196.09345797184386,194.5622268,1.0141696219525382,1.0101078087974469,198.07553315145344,1.0038335526132718
0.037,197.3191,197.01069994717992,194.6831,1.0135399528772657,1.0093280699373708,198.84842953469757,1.0077505397840227
0.038,197.3191,198.55751746492476,197.7856,0.9976413854193632,1.0067584700719816,199.8994625042784,1.0130771045695952
0.039,197.7856,198.85028077982773,197.7856,1,1.0041888702065924,199.6832387965589,1.0095944234391123
0.04,200.2476,199.77261639355586,198.135208,1.0106613661515422,0.9999486204926283,199.76235217493922,0.9975767608447703
0.041,200.2476,199.77261639355586,200.9197,0.9966548825227193,0.9973968132123231,199.25257095802053,0.9950310064041742
0.042,200.2476,202.02857760740275,200.9197,0.9966548825227193,0.9971162298545754,201.44597362677592,1.0059844593731757
0.043,200.9197,202.54978468995847,204.0855,0.9844878739547887,0.9971162298545754,201.96567766790739,1.0052059487840534
0.044,203.2033,203.47888927143703,204.0855,0.9956773019151288,0.9959533470420003,202.65548082227627,0.9973040832618184
0.045,203.2033,204.409682107876,204.0855,0.9956773019151288,0.9956753193106279,203.5256755029434,1.0015864678523596
0.046,204.0855,205.34216161625932,204.0855,1,0.9945053062773531,204.2138693298317,1.0006289977966671
0.047,204.60003759999998,205.34216161625932,204.0855,1.0025211864635164,0.9937852978998162,204.06602125320646,0.997389949908819
0.048,206.1864,206.2763262193926,207.2832,0.9947086884031122,0.9914667998136594,204.51612903405962,0.9918992185423463
0.049,206.1864,207.21217434586416,208.59255870000004,0.9884647912897957,0.9877462516470531,204.67304850576298,0.9926602749054398
0.05,206.1864,208.1497044300106,210.5129,0.9794478153120307,0.984687091125928,204.9623269739088,0.9940632698078476
0.051,206.1864,208.1497044300106,210.5129,0.9794478153120307,0.9791462121398196,203.8089946506679,0.9884696306384315
0.052,207.2832,209.08891491187862,213.7748,0.9696334647488852,0.9755874225495608,203.9845155825641,0.9840860985480931
0.053,209.197,209.08891491187862,213.7748,0.9785858763521238,0.9740540300861474,203.66390021625494,0.9735507689701809
0.054,209.197,209.75318277554805,217.069,0.9637350335607573,0.9720864043071282,203.89821723625838,0.9746708472695993
0.055,210.5129,210.0298042371894,217.069,0.9697971612713009,0.9697328538073643,203.67280144753173,0.9675074612887463
0.056,212.2351,211.9166132291764,217.069,0.9777310440459025,0.9689311488954679,205.33260752618241,0.9674771398613256
0.057,212.2351,211.9166132291764,219.77914330000002,0.9656744348588967,0.9676987426703142,205.07144017282528,0.966246583024322
0.058,212.2351,212.86252981534378,220.3957,0.9629729618136832,0.9674818393389363,205.94063187208795,0.9703420022045739
0.059,212.4662,213.81011908386543,220.3957,0.9640215303656104,0.9675278310835677,206.86724078093164,0.9736477650606621
0.06,213.7748,214.13286762817302,220.3957,0.9699590327760478,0.9672865533081367,207.12784347804296,0.9689067349287332
0.061,215.3008,214.7593795082996,223.755,0.962216710241112,0.9687676482737066,208.05193903097586,0.966331472205286
0.062,217.069,215.7103095676693,223.755,0.970119103483721,0.969365739999385,209.10218385956017,0.9632982317123135
0.063,218.3943,216.6629077464265,223.755,0.9760420996178856,0.9702594981899857,210.21924414643092,0.9625674486304402
0.064,218.3943,217.61717253441904,223.755,0.9760420996178856,0.9710093685269537,211.30831328326738,0.9675541590749731
0.065,218.3943,217.61717253441904,225.80998950000003,0.9671596038934317,0.9735710521936429,211.86577963973988,0.9701067273263996
0.066,220.3957,217.61717253441904,227.147,0.9702778376998156,0.974865241336758,212.14741742178933,0.9625751202123695
0.067,221.5156,218.5731024268557,227.147,0.9752081251348247,0.9746279547160397,213.02745577422584,0.9616815058362744
0.068,222.6377904,218.5731024268557,227.147,0.9801484959079363,0.9743906680953215,212.97559130137108,0.9566012621609772
0.069,223.755,218.5731024268557,228.513,0.979178427485526,0.9754223094352393,213.2010803496287,0.9528326980386079
0.07,224.6649,219.53069592427562,230.5719,0.9743810932728576,0.9760084888028169,214.26382277488295,0.9537040399941555
0.071,224.6649,220.4899515325134,230.5719,0.9743810932728576,0.9765850735546732,215.32719553544592,0.9584371903908707
0.072,224.6649,221.07418860044726,230.5719,0.9743810932728576,0.9772990120059545,216.05558609923514,0.9616793103828642
0.073,224.6649,221.97739648918255,230.5719,0.9743810932728576,0.9764965308391773,216.76015759639935,0.9648154099567817
0.074,225.7862,222.4134431310677,230.5719,0.9792442183978187,0.9763793831313529,217.1599004044321,0.9617943895793104
0.075,227.147,223.37767615924224,230.5719,0.9851460650669054,0.9762622354235285,218.07518947093487,0.9600619399372868
0.076,227.8423,224.34356537388786,234.0298,0.9735610593180869,0.9769945311824522,219.1824364762614,0.9619918534717276
0.077,227.8423,225.3111093068375,234.0298,0.9735610593180869,0.976474951556437,220.01065454552122,0.9656269031058817
0.078,227.8423,226.28030649502776,234.0298,0.9735610593180869,0.9755469304861473,220.74705843068895,0.9688589802275036
0.079,230.5719,227.25115548047052,235.39582819999998,0.9795071635853231,0.9737757884631308,221.29167310715272,0.9597512667725456
0.08,230.5719,227.25115548047052,237.5208,0.9707440358907514,0.9736596472613741,221.2652798848546,0.9596367982605626
0.081,231.0479,228.22365481022067,237.5208,0.9727480709057901,0.9753369730498168,222.59496866096688,0.9634148099202239
0.082,231.0479,228.22365481022067,237.5208,0.9727480709057901,0.9755747516890546,222.64923537104954,0.9636496820401724
0.083,231.0479,229.19780303634636,237.5208,0.9727480709057901,0.9744938636304445,223.3518526164988,0.9666906845571798
0.084,234.0298,229.56637955926732,237.5208,0.9853023398371847,0.9753329139235056,223.90364591440968,0.9567313475224509
0.085,234.2817,230.17359871589755,240.23335900000004,0.975225509792751,0.9771372860607643,224.91120557209157,0.9600033018886732
0.086,234.2817,231.1510404108784,241.0452,0.9719409471750526,0.9769076449176123,225.81321850804704,0.9638534230716571
0.087,235.40893359999998,231.1510404108784,241.0452,0.9766173879421784,0.9766780037744602,225.76013671888632,0.9590126137799485
0.088,237.5208,232.1301266882161,241.0452,0.985378675866601,0.9765767269934867,226.6928793577615,0.9544127476741469
0.089,237.5439,232.1301266882161,244.603,0.9711405829037256,0.9779149973617182,227.00353222788215,0.9556277059856394
0.09,237.5439,233.11085611973232,244.603,0.9711405829037256,0.9795461785430598,228.34284828898484,0.9612658893323922
0.091,240.8345,233.11085611973232,244.603,0.9845934023703715,0.9812403978480233,228.73778920161945,0.9497716863722575
0.092,240.8345,233.11085611973232,244.603,0.9845934023703715,0.9810034469340245,228.68255337119885,0.9495423345542223
0.093,241.0452,234.0932272821124,245.12426,0.9833592154444444,0.9828005093004366,230.06694299664292,0.9544556083118142
0.094,244.1538,234.0932272821124,247,0.988476923076923,0.984856124754958,230.54814865244282,0.9442742593088571
0.095,244.1538,235.0772387568791,248.1944,0.9837200194686101,0.9850660029593044,231.56659596894897,0.9484455944120017
0.096,244.1538,235.0772387568791,248.1944,0.9837200194686101,0.9848174585579115,231.50816883736104,0.9482062897950433
0.097,244.603,236.06288913036227,248.1944,0.985529891085375,0.9847452265745081,232.4618032425116,0.9503636637429287
0.098,247.5017,236.0802625162587,251,0.9860625498007968,0.983941893500751,232.28926051840196,0.93853602023098
0.099,247.5017,237.05017699367127,251.8195,0.9828535915606218,0.9846207864364928,233.40453169641842,0.9430421354536894
0.1,247.5017,237.05017699367127,251.8195,0.9828535915606218,0.985748530690836,233.67186367151407,0.944122257226977
0.101,247.5017,238.03910094266513,251.8195,0.9828535915606218,0.9856238486609339,234.61701480289815,0.9479410234471042
0.102,248.91659279999996,238.03910094266513,251.8195,0.988472270018803,0.985042652910728,234.47866748904744,0.9419969350032317
0.103,250.8784,238.74933148414814,253,0.9916142292490119,0.9849198797662613,235.14896285964244,0.9373025452156999
0.104,250.8784,239.02965957792736,254.7875759999999,0.9846571168760604,0.9848651022792431,235.41197012798807,0.9383508908219602
0.105,250.8784,240.02185150473647,255.4785,0.9819941795493554,0.9849817208955829,236.4171363476794,0.9423574781554706
0.106,250.8784,240.02185150473647,255.4785,0.9819941795493554,0.9840273260059691,236.1880607192076,0.941444383889596
0.107,251,241.0156753330388,255.4785,0.9824701491514942,0.9825313231652746,236.80545038854285,0.943448009516107
0.108,251.8195,241.0156753330388,256,0.983669921875,0.9820291935207159,236.68442927315482,0.9398971456664588
0.109,254.284,242.01112967742216,259,0.9817915057915058,0.9825659004999264,237.79188356250077,0.9351429250857339
0.11,254.284,243.00821315708663,259.1714,0.9811422093641504,0.9840219232016942,239.12540926464365,0.9403871626395828
0.111,254.284,243.00821315708663,259.1714,0.9811422093641504,0.9857253386613357,239.53935321175527,0.9420150430689909
0.112,255.4785,244.00692439582076,259.1714,0.9857511284038285,0.9864623485778121,240.70364370874998,0.9421679073141184
0.113,257.1463224000003,244.00692439582076,259.1714,0.9921863384617297,0.9868946215071149,240.80912129672873,0.9364672963206587
0.114,257.7185,245.00726202197322,259.1714,0.9943940573689843,0.9875632588542346,241.96017012537322,0.9388544870677628
0.115,257.7185,245.00726202197322,260.63,0.988828991290335,0.9893245499578105,242.391699236284,0.9405289074563293
0.116,258.90712000000025,246.00922466842727,262.8986,0.9848174162966263,0.9904274240557182,243.65428268229485,0.9410876096504979
0.117,259.1714,246.00922466842727,262.8986,0.9858226707939868,0.9906109824310685,243.6994397358962,0.9403022082525162
0.118,261.1822,247.01281097257282,262.8986,0.993471247089182,0.9914118313783565,244.89142330023424,0.9376267728054754
0.119,261.1822,247.01281097257282,262.8986,0.993471247089182,0.9924361181673073,245.14443525921502,0.9385954910373486
0.12,261.1822,248.0180195762836,262.8986,0.993471247089182,0.9939444576979408,246.51613596706648,0.9438473830416715
0.121,262.8986,248.0180195762836,262.8986,1,0.9949063709990281,246.7547077990062,0.938592703799131
0.122,262.8986,248.0180195762836,263.954683,0.9959989988129894,0.9947756305436588,246.722281810187,0.9384693635119663
0.123,264.675,249.02484912588918,265.9045979,0.9953757930110618,0.9946448900882895,247.6912936880729,0.9358318454257972
0.124,264.675,249.02484912588918,266.66,0.9925560639015975,0.9955775690755492,247.92355393215814,0.9367093753930599
0.125,264.675,250.18432013912945,266.66,0.9925560639015975,0.9955775690755492,249.07789726493345,0.941070736809043
0.126,264.675,251.04336567023384,266.66,0.9925560639015975,0.9969726612617081,250.28337236434916,0.9456252852152608
0.127,266.66,251.04336567023384,266.66,1,0.9980341153508503,250.54984337139186,0.9395854022777763
0.128,266.66,252.05504997968634,266.66,1,0.9987065190923475,251.72902158486022,0.944007431129004
0.129,268.1972,253.0683498644114,266.66,1.0057646441161028,0.9985769260617474,252.70821489112276,0.9422477747385981
0.13,268.1972,254.08326399264385,267.44675200000006,1.0028059716350564,0.9984473330311473,253.68875730130418,0.9459038248770091
0.131,268.1972,254.08326399264385,268.9333,0.9972628900920787,0.9984473330311473,253.68875730130418,0.9459038248770091
0.132,268.1972,255.0997910369241,270.4558,0.9916489126873966,0.9989217863552444,254.8247389614538,0.9501394457565321
0.133,268.1972,255.0997910369241,270.4558,0.9916489126873966,0.9979610334175788,254.57965108781718,0.9492256111839242
0.134,270.4558,256.1179296740763,270.4558,1,0.9962386196853011,255.15457273515884,0.9434242960778021
0.135,271.7487,257.1376785851828,270.8491630000001,1.0033211732686798,0.9953080747448775,255.93120781698542,0.9417936785603223
0.136,271.7487,257.1376785851828,272.01,0.9990393735524429,0.9951795265765513,255.89815323939564,0.941672041998345
0.137,271.7487,258.15903645556097,274.2861,0.9907490755091126,0.9961880955591541,257.17495887805154,0.9463705212869521
0.138,271.7487,258.15903645556097,274.2861,0.9907490755091126,0.9961880955591541,257.17495887805154,0.9463705212869521
0.139,271.7487,258.15903645556097,274.2861,0.9907490755091126,0.9950570492158188,256.8829690438695,0.9452960365362171
0.14,273.9319680000001,259.1820019747376,274.2861,0.998708895565616,0.9937451724889265,257.5608632584109,0.9402366037775146
0.141,274.2861,259.1820019747376,274.2861,1,0.9937343256382357,257.55805194993377,0.9390124105812646
0.142,275.3297,259.27934582493344,276.601,0.9954038488653331,0.995055886279791,257.9974392538736,0.9370490697293957
0.143,275.3297,260.20657383642845,278.1512,0.9898562364641964,0.9967827249551229,259.36941771991155,0.9420321081231394
0.144,275.5569247999996,260.20657383642845,278.1512,0.9906731475542783,0.9967516363548116,259.3613282617392,0.9412259497742064
0.145,278.1512,261.232750738513,278.1512,1,0.9951844665167144,259.9747756804009,0.934652720104752
0.146,278.9403,261.232750738513,278.1512,1.0028369462364353,0.9942654585189737,259.7347006932004,0.9311479936502557
0.147,278.9403,261.232750738513,279.3617799999999,0.9984912753634376,0.9941389665785384,259.7016568556542,0.9310295316082123
0.148,278.9403,262.2605313830121,282.0342692,0.9890298111333202,0.9954713740707843,261.0728515403811,0.9359452597576655
0.149,278.9403,262.2605313830121,282.0511,0.988970792881148,0.9957395119061927,261.1431735115792,0.9361973637784832
0.15,278.9403,263.2899144760634,282.0511,0.988970792881148,0.9945811932043496,261.8631972982743,0.9387786465357438
0.151,282.0511,263.2899144760634,282.0511,1,0.9930955930720314,261.47205376649066,0.927037879896553
0.152,282.5805,264.32089872790124,282.0511,1.001876964847859,0.9929616306868728,262.46051062547656,0.9287990877837522
0.153,282.5805,264.32089872790124,284.0779557751998,0.9947287153235331,0.9928360994805959,262.42733010421506,0.9286816680705678
0.154,282.5805,265.3534828528322,285.986,0.9880920744372101,0.9922854123441446,263.3063901495775,0.9317924985962497
0.155,282.5805,265.3534828528322,285.986,0.9880920744372101,0.9908640614178432,262.9292297309273,0.9304577977989541
0.156,282.5805,266.3876655692137,285.986,0.9880920744372101,0.9887840465911103,263.3998739234865,0.9321233203405278
0.157,282.5805,266.3876655692137,286.84998,0.9851159829259879,0.9877114900749736,263.11415809696183,0.9311122250012364
0.158,285.986,267.42344559943007,288.86,0.99005054351589,0.987587025114026,264.1039250852837,0.9234855030850592
0.159,286.2506,267.42344559943007,289.9277945,0.9873168610607287,0.9874625601530783,264.0706402365707,0.9225155868199776
0.16,286.2506,268.46082166987287,289.956,0.9872208197105767,0.9876319920001192,265.1404960798053,0.9262530666479137
0.161,286.2506,268.46082166987287,289.956,0.9872208197105767,0.9897556196513649,265.7106069039796,0.9282447160075109
0.162,286.2506,268.46082166987287,289.956,0.9872208197105767,0.9906647670186334,265.9546773532155,0.9290973620778978
0.163,286.8471200000001,268.75964094817954,289.956,0.9892780973664972,0.9914758329524257,266.46868887309114,0.9289571701925787
0.164,289.9506,269.49979251091764,289.956,0.999981376484708,0.9917636669398207,267.2801024601485,0.9218125517248403
0.165,289.9506,269.49979251091764,290.993936911,0.9964145750867686,0.9916427979929867,267.2475283040557,0.9217002079114708
0.166,289.9506,270.5403568569027,291.9962314,0.9929943225972745,0.9925453795576898,268.52358118220735,0.9261011399259299
0.167,289.9506,270.5403568569027,293.10569,0.989235657622341,0.9939406188224783,268.901049710804,0.927402977303044
0.168,289.956,271.28411811113466,293.9613,0.9863747370827385,0.9936910213854573,269.57259241150643,0.9297017216802081
0.169,292.0619839,271.582513446106,293.9613,0.9935388906634989,0.9939501934434176,269.93949177560665,0.9242541195229027
0.17,293.6805,271.582513446106,293.9613,0.9990447722200168,0.9941803233390233,270.00199103107434,0.9193732339432626
0.171,293.6805,272.62626102072664,294.2,0.9982341944255608,0.9939886437131458,270.98740743257815,0.9227286368437065
0.172,293.6805,273.67159832686144,294.2015959,0.9982287794924909,0.9942986018812102,272.1112875909945,0.9265555172747066
0.173,293.6805,273.67159832686144,295.2734317,0.9946052318665147,0.9949525396381675,272.29025178214727,0.9271649012520317
0.174,293.6805,274.71852411448504,297.27939399999997,0.9878939002411988,0.9948199228870509,273.29546097521643,0.9305876998139694
0.175,294.2,274.71852411448504,297.6092796924999,0.9885444442591894,0.9950721808262565,273.36476090397116,0.9291800166688347
0.176,297.4406,275.76703713742717,298.0019,0.9981164549622,0.9953252123273292,274.47788479168815,0.9227989884087382
0.177,297.4406,276.8171361533548,298.0019,0.9981164549622,0.997643774320121,276.1648925085197,0.9284707350258159
0.178,298.0019,276.8171361533548,298.0019,1,1.0006801326728378,277.0054085320541,0.9295424241659336
0.179,298.0019,277.8688199237495,298.0019,1,1.0025912585000476,278.58884986527517,0.9348559518086133
0.18,301.2308,278.185080061523,298.0019,1.0108351658160568,1.002486186081071,278.8766999355336,0.925790788775695
0.181,301.2308,278.92208721388806,298.5,1.0091484087102178,1.002755263943614,279.69059118386605,0.9284926746662893
0.182,301.2308,278.92208721388806,300.6528475,1.0019223250496572,1.0041370731039412,280.0760082789958,0.9297721490597768
0.183,301.2308,279.97693679282054,302.0218108188,0.997380948029364,1.0053149098928198,281.4649889839421,0.9343831672722115
0.184,302.0781,280.7967269698735,302.0781,1,1.0040260503596066,281.9272287334669,0.9332925118817514
0.185,305,281.03336743335257,302.0781,1.0096726641222915,1.0024780209223916,281.7297739977426,0.923704177041779
0.186,305.0513,281.03336743335257,302.5567626,1.00824485752215,1.001701640397596,281.5115851644496,0.9228335862343469
0.187,305.0513,282.091377912024,304.49919755900004,1.0018131490835638,1.0015445145807078,282.52707215830105,0.9261624918769434
0.188,305.0513,282.091377912024,305.5670352323999,0.9983122026497143,1.0015445145807078,282.52707215830105,0.9261624918769434
0.189,305.0513,282.091377912024,306.12651999999997,0.9964876613760875,1.0001627054203805,282.1372757082529,0.924884685652062
0.19,305.0513,283.15096700908964,306.19,0.9962810673111467,1.000250282730124,283.22183480614996,0.9284400191251436
0.191,306.19,284.2121335084982,306.19,1,1.000239429306452,284.2801822225094,0.9284437186796087
0.192,306.19,284.2121335084982,306.19,1,1.0002341971663877,284.2786951848189,0.9284388620948395
0.193,308.9022,285.2748761978751,306.19,1.0088578986903556,1.0000752047561556,285.2963302253769,0.9235814125809946
0.194,308.9022,285.2748761978751,308.36651336579996,1.0017371751178592,1.0006064808545632,285.447889948577,0.9240720524119834
0.195,308.9022,286.3391938685015,309.435798,0.9982755776692651,1.001652530612725,286.8123781519922,0.928489269911293
0.196,308.9022,286.3391938685015,310.3376,0.9953747145044621,1.0027401225489598,287.1237983502716,0.9294974213530095
0.197,310.3376,287.40508531529616,310.3376,1,1.0015560753450503,287.8523092825974,0.9275457091973301
0.198,312.61,287.40508531529616,310.3376,1.0073223483071339,1.0007899711739048,287.6321270479289,0.9200989317294037
0.199,312.7836,288.47254933679415,310.4203255,1.0076131435536426,1.000247090385478,288.54382813020965,0.9225030600396238
0.2,312.7836,288.47254933679415,312.6055498,1.000569568262988,1.0001186186205948,288.50676755267597,0.9223845737202205
0.201,312.7836,289.2625664961653,313.9217402462,0.9963744459198417,1.0001186186205948,289.29687842279276,0.9249106360525066
0.202,312.7836,289.5415847351312,314.5212,0.9944754121502778,0.9994546007981405,289.3836689859115,0.9251881140376654
0.203,312.7836,290.2021483785414,314.5212,0.9944754121502778,0.9993546324988135,290.0148613432034,0.9272060982199943
0.204,314.5212,290.6121903160226,314.5212,1,0.9995834382210403,290.4911323850372,0.9235979399323072
0.205,315.3623,291.6843648887456,314.5212,1.0026742235499546,0.9999678336649185,291.6749824717266,0.924888556659203
0.206,316.6956,292.7581072661195,314.5212,1.0069133654583537,1.000757060500593,292.97974286535907,0.9251146617299358
0.207,316.6956,292.7581072661195,316.0094775935,1.0021712083185765,1.0017476249421862,293.269738636405,0.9260303541836545
0.208,316.6956,293.8334162644894,316.9919196,0.9990652140269887,1.0025980245704018,294.59680269954964,0.930220699938836
0.209,318.7409,294.91029070370655,318.7409,1,1.00306639226291,295.8146013373729,0.9280723036716433
0.21,319.190121708,294.91029070370655,318.7409,1.001409363241429,1.0027256039292562,295.7140993508267,0.9264512879297389
0.211,320.6383,295.988729407111,318.7409,1.00595279739751,1.0036183395157168,297.05971712293154,0.9264636106258408
0.212,320.6383,295.988729407111,318.7409,1.00595279739751,1.0051795026939838,297.521803828464,0.927904756944083
0.213,320.6383,297.0687312015119,319.1930427,1.0045278471227783,1.005932309992762,298.83103500415575,0.9319879596547129
0.214,322.9968,297.0687312015119,320.2997615252,1.0084203574237998,1.006445265177714,298.9834179501127,0.9256544273816728
0.215,324.6118,298.15029491717246,321.3999359335,1.009993356274858,1.006309158340369,300.0313723370326,0.9242774672301888
0.216,324.6118,299.2334193877902,322.91017603840004,1.0052696510914467,1.0061730515030238,301.080602697097,0.9275097291506254
0.217,324.6118,299.2334193877902,322.9968,1.0050000495360945,1.0074246427918776,301.45512063813663,0.9286634701453755
0.218,324.6118,299.2334193877902,322.9968,1.0050000495360945,1.007936266510957,301.6082155530367,0.9291350947594532
0.219,324.6118,300.31810345048046,322.9968,1.0050000495360945,1.0077306560233827,302.6397594058508,0.9323128715772216
0.22,327.2891,300.31810345048046,322.9968,1.0132889861447545,1.0075570657794086,302.587627113003,0.9245270530335504
0.221,328.6161,301.4043459457572,324.7189134,1.0120017234573562,1.0074219900433419,303.6413660003866,0.9240002726597588
0.222,328.6161,302.49214571751827,325.82893231419996,1.0085540828618387,1.0082613566528222,304.99114121796816,0.9281077257564926
0.223,328.6161,303.06354316220825,327.2891,1.0040545193836274,1.0086123448083468,305.6736308947605,0.9301845858883983
0.224,328.6161,303.5815016130265,327.2891,1.0040545193836274,1.0077396280036057,305.93110950428735,0.930968109913931
0.225,331.6178,304.6724124828933,328.0500536525,1.010875615802457,1.0064703591003525,306.6437523996284,0.9246902681328578
0.226,331.6178,304.96159583014276,329.1632407,1.0074569666247668,1.0056936102821732,306.6979283078292,0.9248536366498699
0.227,332.6514,306.85889456478554,330.28,1.007179968511566,1.0055596562465954,308.564924534776,0.927592442222627
0.228,332.6514,306.85889456478554,331.6178,1.0031168411345834,1.0068610034179233,308.9642544892147,0.9287928879578281
0.229,332.6514,307.79408798451,331.6178,1.0031168411345834,1.0071151022367906,309.9840743883995,0.9318586195290309
0.23,332.6514,307.95446349462327,331.6178,1.0031168411345834,1.0068896377845806,310.07615820224606,0.9321354372843345
0.231,335.9832,309.0515828344105,331.6178,1.0131639495829234,1.0061763160655972,310.96038309056894,0.9255236068070336
0.232,336.7179,309.0515828344105,332.5102135,1.0126543075345262,1.0060434411147539,310.91931787669176,0.9233822077076739
0.233,336.7179,310.1502514512473,334.75,1.0058787154592979,1.006647138781657,312.2118632158095,0.9272208671288622
0.234,336.7179,310.9490088220831,335.9832,1.002186716478681,1.0071632704057631,313.1764206546797,0.9300854532968984
0.235,336.7179,311.668658927756,335.9832,1.002186716478681,1.0059462751978183,313.5219265442754,0.9311115522645972
0.236,338.4502321759994,312.35223200070163,335.9832,1.007342724802905,1.004318984682058,313.70127650611926,0.9268756428064427
0.237,340.3854,313.45554168369927,338.11,1.0067297625033274,1.0036596358913303,314.60267483438133,0.9242543153565967
0.238,340.8154,314.56039614447394,339.2396376072,1.0046449831273094,1.0052102620918992,316.1993382521183,0.9277730356436895
0.239,340.8154,314.56039614447394,340.3854,1.0012632739242047,1.0068112094032693,316.7029328725893,0.9292506526189523
0.24,340.8154,315.6667942662085,340.3854,1.0012632739242047,1.0072071003972491,317.9418365445629,0.9328857690836825
0.241,344.8244,316.7747349352538,340.3854,1.0130410998826624,1.00768637504059,319.20958435134963,0.9257163482379716
0.242,344.9443,316.7747349352538,340.3854,1.013393347658272,1.0087960481214455,319.5611007474024,0.9264136289464775
0.243,344.9443,317.884217041114,341.49047836020003,1.0101139617607637,1.0103656457354284,321.1792922198463,0.9311047963971176
0.244,346.52050319999984,317.884217041114,343.0608426636,1.0100846850067127,1.0114871518395252,321.5358013096539,0.9278983446589144
0.245,349.1046,318.9952394764292,344.8244,1.012412694693299,1.0103002755869606,322.28097835396494,0.9231645138848498
0.246,349.1046,320.10780113696273,344.8796664,1.0122504572220845,1.0085344290832514,322.8397384647617,0.9247650660139158
