WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,693.9,192.8,19.77,105.9,830.6,162.3,2155,19.6,3.28,13.5,0.249,0.0687,0.514,0,0,0,0,0,0,0.44,0.25,0.12,0.17,0.21,0,0,0,6.1,0.17,0.69,0.31,35.4
1993,365,615,192.8,0,70.21,456.1,128.1,1324,14.4,3.19,11.1,0.296,0.0974,0.562,0,25,0,0,0.068,0,0.39,0.14,0.12,0.18,0.56,0,25,0.0684931506849315,3.3,0.22,0.77,0.23,42.7
1994,365,173.7,67.62,0,19.83,190.6,59.46,419.3,6.01,2.86,2.98,0.543,0.255,1,105,25,0,0.29,0.068,0,0.11,0,0,0.11,0.61,0.29,130,0.3561643835616438,3.03,0.48,0.5,0.5,28.9
1995,366,232.4,107.1,0,26.46,234.5,55.51,630.5,7.42,2.87,4.3,0.509,0.172,0.937,113,73,0,0.31,0.2,0,0.147,0,0.044,0.18,0.47,0.31,186,0.5095890410958904,3.12,0.39,0.58,0.42,31.3
1996,365,574.7,192.8,0,65.6,419.2,77.34,1284,13.2,2.88,10.2,0.326,0.0973,0.672,43,7,0,0.12,0.019,0,0.364,0.079,0.21,0.16,0.43,0.12,50,0.136986301369863,3,0.22,0.77,0.23,43.5
1997,365,590.4,192.8,0,67.39,420.5,130.4,1220,13.3,2.87,10.4,0.289,0.102,0.501,0,2,0,0,0.0055,0,0.374,0.099,0.17,0.18,0.55,0,2,0.005479452054794521,2.9,0.22,0.78,0.22,44.4
1998,365,805.2,192.8,14.67,91.91,751.3,120,2471,23.7,3.97,15.9,0.267,0.0614,0.534,0,0,0,0,0,0,0.511,0.32,0.099,0.16,0.43,0,0,0,7.8,0.17,0.67,0.33,34
1999,366,679.2,192.8,0,77.33,566.4,170.3,2030,17.9,3.3,12.7,0.263,0.0603,0.476,0,6,0,0,0.016,0,0.431,0.17,0.12,0.24,0.47,0,6,0.01643835616438356,5.2,0.18,0.71,0.29,37.9
2000,365,839.5,192.8,19.57,95.83,910.7,161.3,2794,28.7,4.43,17.1,0.244,0.0709,0.504,0,0,0,0,0,0,0.532,0.33,0.13,0.18,0.37,0,0,0,11.6,0.15,0.6,0.4,29.3
2001,365,478.5,137,0,54.62,363.1,114.5,805,11.5,3.11,8.31,0.329,0.156,0.629,8,35,0,0.022,0.096,0,0.303,0,0.14,0.28,0.56,0.022,43,0.1178082191780822,3.19,0.27,0.72,0.28,41.6
2002,365,616.5,192.8,0,70.38,484.2,102.2,1668,15.3,3.32,11.3,0.302,0.0749,0.509,0,36,0,0,0.099,0,0.391,0.11,0.19,0.2,0.5,0,36,0.09863013698630137,4,0.22,0.74,0.26,40.3
2003,366,765.7,192.8,21.86,87.17,919.2,170.6,3671,29.1,4.51,15.8,0.257,0.0594,0.532,0,0,0,0,0,0,0.486,0.3,0.1,0.18,0.42,0,0,0,13.3,0.15,0.54,0.46,26.3
2004,365,450.2,156.6,0,51.39,345.5,106.3,926.4,10.9,2.99,7.85,0.335,0.135,0.677,15,37,0,0.041,0.1,0,0.286,0.019,0.09,0.3,0.55,0.041,52,0.14246575342465753,3.05,0.27,0.72,0.28,41.3
2005,365,670.3,192.8,0,76.51,515.3,88.01,1470,16.3,3.17,12.4,0.291,0.0896,0.591,31,10,0,0.085,0.027,0,0.425,0.19,0.13,0.19,0.41,0.085,41,0.11232876712328767,3.9,0.19,0.76,0.24,41.1
2006,365,838.1,192.8,18.55,95.68,947.3,156.4,2656,29.9,4.48,17.3,0.243,0.0691,0.505,0,0,0,0,0,0,0.532,0.35,0.1,0.16,0.39,0,0,0,12.6,0.15,0.58,0.42,28
2007,366,771.6,192.8,0,87.84,709.5,173,2223,22.4,3.71,15,0.261,0.0737,0.485,0,5,0,0,0.014,0,0.489,0.27,0.11,0.18,0.45,0,5,0.0136986301369863,7.4,0.17,0.67,0.33,34.4
2008,365,728.7,192.8,0,83.19,611,151.2,2139,19.3,3.31,13.6,0.243,0.0635,0.46,0,3,0,0,0.0082,0,0.462,0.18,0.16,0.21,0.44,0,3,0.00821917808219178,5.7,0.17,0.7,0.3,37.8
2009,365,829.7,192.8,20.86,94.72,958.5,167.6,2798,30.2,4.68,17.1,0.247,0.069,0.51,0,0,0,0,0,0,0.526,0.33,0.11,0.16,0.4,0,0,0,13.1,0.15,0.57,0.43,27.5
2010,365,869.1,192.8,0,99.21,948.7,192.7,2758,29.9,4.74,18,0.256,0.0787,0.561,0,13,0,0,0.036,0,0.551,0.37,0.099,0.17,0.36,0,13,0.03561643835616438,11.9,0.16,0.6,0.4,29.1
2011,366,600.5,181.4,0,68.36,430.6,129,1085,13.6,2.98,10.6,0.281,0.115,0.558,0,27,0,0,0.074,0,0.381,0.093,0.19,0.24,0.48,0,27,0.07397260273972603,3,0.22,0.78,0.22,44.2
2012,365,769.3,192.8,15.76,87.82,656.5,123.5,2267,20.7,3.61,14.7,0.262,0.0615,0.474,0,0,0,0,0,0,0.488,0.28,0.12,0.15,0.45,0,0,0,6,0.17,0.71,0.29,37.2
