WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,756.8,192.8,30.1,115.5,1303,207,3434,30.7,4.52,16.3,0.221,0.0633,0.457,0,0,0,0,0,0,0.48,0.34,0.096,0.19,0.12,0,0,0,14.4,0.15,0.53,0.47,24.7
1993,365,812,192.8,24.15,92.69,706.7,181.1,2246,22.3,3.86,15.5,0.253,0.0815,0.485,0,0,0,0,0,0,0.515,0.27,0.13,0.22,0.38,0,0,0,6.8,0.17,0.7,0.3,36.4
1994,365,370.3,138.2,0,42.27,301.1,108,786.6,9.5,2.9,6.52,0.368,0.136,0.666,19,51,0,0.052,0.14,0,0.235,0,0.13,0.12,0.7,0.052,70,0.1917808219178082,2.98,0.31,0.69,0.31,39
1995,366,516.7,192.8,0,58.82,387.3,94.65,1176,12.2,2.89,9.27,0.326,0.0919,0.549,21,33,0,0.058,0.09,0,0.328,0.11,0.099,0.22,0.52,0.058,54,0.14794520547945206,2.93,0.24,0.76,0.24,42.4
1996,365,788,192.8,15.71,89.95,663.7,123.4,2060,20.9,3.81,15.2,0.275,0.0718,0.539,0,0,0,0,0,0,0.5,0.29,0.11,0.15,0.46,0,0,0,5.7,0.18,0.73,0.27,37.7
1997,365,765.3,192.8,0,87.37,612.4,181.6,1849,19.3,3.45,14.3,0.256,0.0801,0.473,0,5,0,0,0.014,0,0.485,0.25,0.12,0.18,0.45,0,5,0.0136986301369863,5,0.18,0.74,0.26,39.7
1998,365,861.3,192.8,18.8,98.33,1048,156.7,3493,33.1,5.09,18.1,0.248,0.064,0.522,0,0,0,0,0,0,0.546,0.37,0.11,0.16,0.36,0,0,0,15,0.15,0.55,0.45,26
1999,366,790,192.8,24.63,89.94,832.3,207.3,3032,26.3,4.41,15.7,0.261,0.0498,0.518,0,0,0,0,0,0,0.501,0.27,0.14,0.16,0.43,0,0,0,10.6,0.17,0.6,0.4,30
2000,365,870.3,192.8,23.61,99.35,1352,203.5,4376,42.6,5.68,19.4,0.236,0.0593,0.476,0,0,0,0,0,0,0.552,0.39,0.14,0.19,0.28,0,0,0,23.2,0.13,0.46,0.54,20.4
2001,365,768.5,192.8,21.91,87.73,560,171.8,1434,17.7,3.51,13.9,0.258,0.0872,0.428,0,0,0,0,0,0,0.487,0.22,0.12,0.27,0.39,0,0,0,3.8,0.2,0.79,0.21,43.4
2002,365,803,192.8,20.32,91.67,716.2,144.1,2472,22.6,4.19,15.5,0.26,0.0599,0.52,0,0,0,0,0,0,0.509,0.28,0.13,0.18,0.42,0,0,0,7.1,0.19,0.69,0.31,35.5
2003,366,800.7,192.8,25.34,91.15,1204,209.2,4787,38.1,5.34,17.5,0.257,0.045,0.516,0,0,0,0,0,0,0.508,0.35,0.099,0.17,0.39,0,0,0,20.6,0.14,0.46,0.54,21
2004,365,658.2,192.8,17.2,75.13,475.6,148.8,1446,15,3.15,11.6,0.271,0.0868,0.484,0,0,0,0,0,0,0.417,0.096,0.21,0.21,0.48,0,0,0,3.4,0.21,0.77,0.23,43.9
2005,365,799,192.8,14.52,91.2,799.5,118.7,2457,25.2,4.19,15.9,0.255,0.0786,0.479,0,0,0,0,0,0,0.507,0.29,0.12,0.18,0.41,0,0,0,9.3,0.17,0.63,0.37,31.7
2006,365,849.5,192.8,0,96.97,1298,201.6,3806,40.9,5.66,19,0.245,0.0582,0.492,0,4,0,0,0.011,0,0.539,0.4,0.1,0.17,0.33,0,4,0.010958904109589041,21.9,0.14,0.46,0.54,20.8
2007,366,832.4,192.8,21.42,94.76,906,215.5,2689,28.6,4.45,16.9,0.262,0.0622,0.548,0,0,0,0,0,0,0.528,0.33,0.1,0.19,0.38,0,0,0,11.7,0.16,0.59,0.41,29.1
2008,365,834,192.8,0,95.2,911.5,181.6,3329,28.7,4.63,16.8,0.245,0.0653,0.485,0,3,0,0,0.0082,0,0.529,0.32,0.11,0.23,0.35,0,3,0.00821917808219178,11.9,0.16,0.59,0.41,29.1
2009,365,866.8,192.8,23.86,98.95,1509,204.8,4548,47.6,5.94,20,0.231,0.0544,0.474,0,0,0,0,0,0,0.55,0.42,0.096,0.24,0.24,0,0,0,27.6,0.12,0.42,0.58,18.2
2010,365,920.3,192.8,29.39,105.1,1337,240.1,3937,42.2,5.86,20.4,0.239,0.0574,0.507,0,0,0,0,0,0,0.584,0.44,0.1,0.19,0.27,0,0,0,21.8,0.14,0.48,0.52,21.8
2011,366,819.8,192.8,0,93.33,666.3,188.4,1852,21.1,3.85,15.5,0.259,0.0799,0.503,0,9,0,0,0.025,0,0.52,0.22,0.18,0.25,0.35,0,9,0.024657534246575342,5.6,0.18,0.73,0.27,38.9
2012,365,871.4,192.8,21.49,99.47,980.6,170.7,3371,30.9,4.62,18,0.241,0.0581,0.517,0,0,0,0,0,0,0.553,0.37,0.096,0.16,0.37,0,0,0,12.9,0.15,0.58,0.42,28.2
2013,365,917.2,192.8,0,104.7,1072,194.2,3061,33.8,5.07,19.3,0.242,0.0659,0.542,0,6,0,0,0.016,0,0.582,0.41,0.1,0.18,0.31,0,6,0.01643835616438356,14.5,0.15,0.57,0.43,27.1
2014,365,872.3,192.8,0,99.58,760.4,199.4,1904,24,4.27,16.9,0.258,0.0777,0.521,0,4,0,0,0.011,0,0.553,0.35,0.096,0.16,0.4,0,4,0.010958904109589041,7.1,0.18,0.7,0.3,36.3
2015,366,851,192.8,0,96.88,916.8,183,2863,29,4.59,17.4,0.248,0.0688,0.53,0,13,0,0,0.036,0,0.54,0.33,0.12,0.21,0.35,0,13,0.03561643835616438,11.6,0.16,0.6,0.4,29.3
2016,365,828.7,192.8,0,94.6,1268,186.8,4608,40,5.3,18.4,0.234,0.0414,0.519,0,11,0,0,0.03,0,0.526,0.36,0.13,0.21,0.3,0,11,0.030136986301369864,21.6,0.13,0.46,0.54,20.7
2017,365,889.1,192.8,28.84,101.5,1297,238.8,4064,40.9,5.56,19.5,0.23,0.0584,0.459,0,0,0,0,0,0,0.564,0.39,0.13,0.22,0.25,0,0,0,21.4,0.14,0.48,0.52,21.7
2018,365,648.4,171.9,0,74.02,463.7,137,1026,14.6,3.23,11.4,0.283,0.0991,0.525,0,8,0,0,0.022,0,0.411,0.15,0.14,0.2,0.52,0,8,0.021917808219178082,3.2,0.22,0.78,0.22,44.4
2019,366,809.6,192.8,13.95,92.17,1263,117.6,4530,39.9,5.15,18.2,0.239,0.052,0.476,0,0,0,0,0,0,0.513,0.38,0.096,0.2,0.33,0,0,0,21.7,0.13,0.46,0.54,20.3
2020,365,960,192.8,24.78,109.6,1285,221,3417,40.5,5.83,20.9,0.237,0.0597,0.495,0,0,0,0,0,0,0.609,0.45,0.11,0.18,0.25,0,0,0,19.6,0.14,0.52,0.48,23.7
2021,365,879.4,192.8,27.22,100.4,954.6,240.1,2867,30.1,5.01,17.9,0.252,0.0758,0.528,0,0,0,0,0,0,0.558,0.33,0.12,0.23,0.32,0,0,0,12.2,0.17,0.59,0.41,29.2
2022,92,97.14,96.4,26.36,43.99,295.9,215.5,577.8,2.35,0.767,1.59,0.353,0.175,0.458,0,0,0,0,0,0,0.0616,0,0,0.06,0.19,0,0,0,0.76,0.33,0.68,0.32,41.3
