Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,961.2,54.3,0.61,0.32,44.6,0.145
0.01,952.8,52.8,0.605,0.305,44.1,0.116
0.02,944.3,51.3,0.599,0.29,43.6,0.0877
0.03,935.9,49.8,0.594,0.275,43.1,0.0589
0.04,932.5,49.1,0.592,0.256,42.6,0.0449
0.05,931.7,48.8,0.591,0.235,42.1,0.0384
0.06,930.8,48.6,0.59,0.214,41.7,0.0318
0.07,929.5,48.4,0.589,0.2,41.4,0.0266
0.08,927.3,48.4,0.588,0.2,41.4,0.0241
0.09,925.1,48.4,0.587,0.2,41.3,0.0216
0.1,922.9,48.4,0.585,0.2,41.3,0.0192
0.11,922,48.2,0.584,0.194,41.3,0.0167
0.12,921.2,47.9,0.584,0.188,41.3,0.0142
0.13,920.3,47.7,0.583,0.182,41.3,0.0118
0.14,916.3,47.4,0.581,0.18,41,0.0104
0.15,910.9,47.2,0.577,0.18,40.6,0.00959
0.16,905.4,47,0.574,0.18,40.2,0.00877
0.17,900.2,46.7,0.571,0.18,39.4,0.00822
0.18,895.7,46.4,0.568,0.18,38,0.00822
0.19,891.3,46,0.565,0.18,36.5,0.00822
0.2,886.8,45.7,0.562,0.18,35.1,0.00822
0.21,886.4,45.6,0.562,0.18,35,0.00575
0.22,886.1,45.4,0.562,0.18,35,0.00329
0.23,885.7,45.3,0.562,0.18,34.9,0.000822
0.24,883.9,44.9,0.561,0.178,34.7,0
0.25,881.4,44.4,0.559,0.175,34.3,0
0.26,878.9,43.9,0.557,0.172,33.9,0
0.27,876.8,43.4,0.556,0.17,33.6,0
0.28,875.6,42.6,0.555,0.17,33.3,0
0.29,874.5,41.9,0.555,0.17,33.1,0
0.3,873.3,41.2,0.554,0.17,32.8,0
0.31,872.7,40.8,0.554,0.17,32.3,0
0.32,872.1,40.3,0.553,0.17,31.8,0
0.33,871.5,39.9,0.553,0.17,31.3,0
0.34,871.2,39.2,0.553,0.168,31.1,0
0.35,871.1,38.4,0.552,0.165,31.1,0
0.36,871.1,37.5,0.552,0.162,31,0
0.37,870.8,37,0.552,0.16,30.6,0
0.38,870.2,36.9,0.552,0.16,29.6,0
0.39,869.7,36.8,0.551,0.16,28.6,0
0.4,869.1,36.7,0.551,0.16,27.5,0
0.41,868.6,36.6,0.551,0.16,27.3,0
0.42,868.1,36.5,0.55,0.16,27.1,0
0.43,867.7,36.4,0.55,0.16,27,0
0.44,866.3,36.1,0.549,0.158,26.6,0
0.45,864.5,35.5,0.548,0.155,26.2,0
0.46,862.8,35,0.547,0.152,25.8,0
0.47,861.5,34.7,0.546,0.15,25.5,0
0.48,861.2,34.6,0.546,0.15,25.4,0
0.49,860.8,34.6,0.546,0.15,25.4,0
0.5,860.5,34.5,0.546,0.15,25.3,0
0.51,859.5,34.3,0.545,0.15,25.3,0
0.52,858.4,34.1,0.544,0.15,25.3,0
0.53,857.4,34,0.543,0.15,25.3,0
0.54,856.9,33.2,0.543,0.148,25.3,0
0.55,856.6,32.2,0.543,0.145,25.3,0
0.56,856.4,31.3,0.543,0.142,25.2,0
0.57,855.7,30.6,0.543,0.14,25.1,0
0.58,853.9,30.5,0.541,0.14,24.6,0
0.59,852.1,30.5,0.54,0.14,24.1,0
0.6,850.3,30.4,0.539,0.14,23.7,0
0.61,848.7,30.3,0.538,0.14,23.4,0
0.62,847.1,30.1,0.537,0.14,23,0
0.63,845.4,29.9,0.536,0.14,22.7,0
0.64,842.8,29.5,0.535,0.14,22.5,0
0.65,839.8,29,0.532,0.14,22.3,0
0.66,836.7,28.5,0.53,0.14,22,0
0.67,834.5,27.9,0.529,0.139,21.8,0
0.68,834,27.3,0.529,0.136,21.6,0
0.69,833.6,26.7,0.528,0.133,21.4,0
0.7,833.2,26.1,0.528,0.13,21.2,0
0.71,830.5,25.8,0.527,0.13,20.8,0
0.72,827.7,25.5,0.525,0.13,20.4,0
0.73,825,25.2,0.524,0.13,20,0
0.74,824.1,25.1,0.523,0.13,19.8,0
0.75,824,25.1,0.523,0.13,19.6,0
0.76,824,25,0.523,0.13,19.4,0
0.77,823.7,24.8,0.523,0.13,19.3,0
0.78,822.8,24.4,0.522,0.13,19.1,0
0.79,821.8,23.9,0.522,0.13,18.9,0
0.8,820.9,23.5,0.521,0.13,18.8,0
0.81,808.6,22.9,0.513,0.13,18.8,0
0.82,796.2,22.4,0.505,0.13,18.8,0
0.83,783.9,21.8,0.498,0.13,18.8,0
0.84,779.3,21,0.495,0.128,18.8,0
0.85,778.5,20.1,0.494,0.125,18.8,0
0.86,777.6,19.1,0.493,0.122,18.7,0
0.87,775.8,18.4,0.492,0.12,18.7,0
0.88,771.7,18.1,0.489,0.12,18.5,0
0.89,767.6,17.8,0.487,0.12,18.4,0
0.9,763.6,17.5,0.484,0.12,18.3,0
0.91,720.9,16.6,0.457,0.12,18.3,0
0.92,678.3,15.7,0.43,0.12,18.2,0
0.93,635.6,14.8,0.403,0.12,18.2,0
0.94,588.1,13.8,0.373,0.12,18.2,0
0.95,538.2,12.8,0.342,0.12,18.2,0
0.96,488.3,11.7,0.31,0.12,18.1,0
0.97,420.4,10.2,0.267,0.12,17.9,0
0.98,316.8,7.66,0.201,0.12,17.3,0
0.99,213.1,5.16,0.135,0.12,16.6,0
1,109.4,2.65,0.0694,0.12,16,0
