Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,360,162.2,724.8,91480,12220,45410,123,16.42,61.03,0.24,0.76,0.24,0.0043,0.0054,0,0.34,46.1
2,5,765.4,227,1676,124100,20210,81260,184.6,30.07,120,0.16,0.81,0.19,0,0.0024,0,0.67,45.6
3,6,1251,366.3,2420,140000,42140,113000,188.2,56.64,151.9,0.14,0.73,0.27,0,0,0,0.84,37.8
4,7,1726,359,3484,136800,36700,111700,190.1,50.97,155.2,0.12,0.63,0.37,0,0,0,0.86,30.5
5,8,1226,248.2,2200,134900,14690,107900,181.3,19.75,145,0.19,0.69,0.3,0,0.0065,0,0.81,35.7
6,9,664.8,173.6,1079,113900,0,74460,158.2,0,103.4,0.26,0.74,0.26,0.014,0.019,0,0.57,41.8
7,10,433.3,137.7,654.4,68200,0,43890,91.66,0,58.99,0.38,0.62,0.38,0.033,0.04,0,0.33,36
8,11,298.2,106.5,431.2,39740,0,25870,53.42,0,34.77,0.45,0.54,0.46,0.06,0.12,0,0.19,29.6
9,12,207.6,72.03,296.3,26170,0,17140,36.34,0,23.81,0.47,0.5,0.5,0.12,0.067,0,0.13,29.4
10,1,163.5,58.98,223.1,20800,0,13810,27.95,0,18.56,0.44,0.52,0.48,0.13,0.089,0,0.1,29.5
11,2,170.6,82.48,229.2,23470,0,17240,32.59,0,23.95,0.36,0.62,0.38,0.062,0.037,0,0.13,37.4
12,3,212.5,118.6,296,39170,983.3,25300,52.65,1.322,34,0.29,0.71,0.29,0.0011,0.034,0,0.19,43.2
