Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3480,190,140000,25.6,1100,25.4,0.938,1.87,0.94,0.89,1,50.3,1
0.01,2700,185,137000,25.6,1100,25.4,0.936,1.87,0.762,0.874,1,49.9,1
0.02,2420,184,135000,25.6,1100,25.4,0.936,1.87,0.648,0.87,0.955,49.8,1
0.03,2220,183,134000,25.6,1100,25.4,0.936,1.87,0.59,0.862,0.799,49.6,1
0.04,2100,181,133000,25.6,1100,25.4,0.935,1.87,0.563,0.86,0.64,49.4,0.871
0.05,2010,180,131000,25.6,1100,25.4,0.935,1.87,0.501,0.86,0.62,49,0.649
0.06,1970,177,131000,25.6,1100,25.4,0.935,1.87,0.485,0.85,0.59,48.9,0.52
0.07,1860,175,130000,25.5,1100,25.4,0.935,1.86,0.47,0.85,0.557,48.6,0.323
0.08,1720,174,128000,25.5,1100,25.4,0.935,1.84,0.463,0.84,0.523,48.3,0.293
0.09,1600,173,126000,25.5,1090,25.4,0.935,1.82,0.457,0.84,0.5,48.1,0.231
0.1,1550,172,125000,25.5,1090,25.4,0.934,1.77,0.45,0.84,0.49,47.9,0.2
0.11,1510,171,124000,25.5,1060,25.4,0.934,1.67,0.45,0.83,0.48,47.7,0.147
0.12,1440,170,123000,25.5,1040,25.4,0.934,1.63,0.44,0.83,0.47,47.5,0.127
0.13,1410,169,122000,25.5,1020,25.4,0.934,1.56,0.44,0.83,0.463,47.2,0.0668
0.14,1220,166,121000,25.5,987,25.4,0.933,1.46,0.437,0.82,0.457,47.1,0
0.15,1160,163,117000,25.5,960,25.4,0.933,1.39,0.43,0.82,0.45,46.7,0
0.16,1110,160,115000,25.5,925,25.4,0.933,1.29,0.43,0.81,0.45,46.6,0
0.17,1060,158,114000,25.5,893,25.4,0.933,1.2,0.42,0.81,0.45,46.4,0
0.18,1040,156,112000,25.5,851,25.3,0.933,1.18,0.414,0.804,0.44,46.2,0
0.19,1000,153,110000,25.5,838,25.3,0.933,1.12,0.41,0.8,0.44,45.9,0
0.2,994,151,108000,25.5,813,25.3,0.933,1.1,0.41,0.79,0.44,45.7,0
0.21,943,149,106000,25.5,771,25.3,0.932,0.999,0.406,0.79,0.43,45.6,0
