WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,655.4,192.8,17.71,100,709.2,152.3,1602,16.7,3.09,12.4,0.266,0.0822,0.535,0,0,0,0,0,0,0.416,0.22,0.11,0.15,0.27,0,0,0,4.3,0.19,0.74,0.26,39.2
1993,365,619.8,192.8,0,70.76,465.4,141.1,1522,14.7,3.22,11.2,0.29,0.101,0.51,0,7,0,0,0.019,0,0.393,0.14,0.11,0.21,0.55,0,7,0.019178082191780823,3.5,0.22,0.76,0.24,42.2
1994,365,213.3,96.4,0,24.35,216.3,80.12,575,6.82,2.87,3.75,0.485,0.186,0.899,79,39,0,0.22,0.11,0,0.135,0,0,0.15,0.64,0.22,118,0.3232876712328767,3.07,0.42,0.55,0.45,31.3
1995,366,254,121.6,0,28.91,244.7,70.55,693.7,7.74,2.87,4.62,0.473,0.154,0.786,91,62,0,0.25,0.17,0,0.161,0,0.071,0.13,0.55,0.25,153,0.4191780821917808,3.12,0.37,0.6,0.4,32.8
1996,365,490.1,159.6,0,55.94,368,84.77,922.2,11.6,2.88,8.59,0.341,0.11,0.613,41,17,0,0.11,0.047,0,0.311,0.025,0.21,0.17,0.49,0.11,58,0.1589041095890411,3.01,0.25,0.74,0.26,42.3
1997,365,428.8,139.7,0,48.95,330.2,123.3,801.9,10.4,2.87,7.55,0.343,0.135,0.584,0,40,0,0,0.11,0,0.272,0,0.17,0.19,0.64,0,40,0.1095890410958904,2.85,0.28,0.73,0.27,41.2
1998,365,721.2,192.8,0,82.33,578.9,102,1645,18.3,3.39,13.8,0.281,0.0817,0.51,1,37,0,0.0027,0.1,0,0.457,0.24,0.12,0.18,0.46,0.0027,38,0.10410958904109589,4.5,0.19,0.75,0.25,39.4
1999,366,570.8,192.8,18.05,64.98,414.9,153.7,1381,13.1,2.95,10,0.288,0.0805,0.474,0,0,0,0,0,0,0.362,0.1,0.099,0.23,0.57,0,0,0,3.1,0.23,0.76,0.24,43.6
2000,365,797.8,192.8,17.97,91.07,877.4,132.6,2834,27.7,4.17,16.2,0.246,0.0646,0.487,0,0,0,0,0,0,0.506,0.3,0.11,0.2,0.39,0,0,0,11.5,0.15,0.58,0.42,28.8
2001,365,418.6,109.4,0,47.79,330.8,114.3,634.1,10.4,3.11,7.28,0.349,0.168,0.63,11,43,0,0.03,0.12,0,0.265,0,0.063,0.3,0.6,0.03,54,0.14794520547945206,3.12,0.3,0.7,0.3,40.3
2002,365,553.9,192.8,0,63.24,405.3,101.5,1184,12.8,2.91,9.86,0.303,0.106,0.515,3,41,0,0.0082,0.11,0,0.351,0.063,0.2,0.21,0.52,0.0082,44,0.12054794520547946,2.94,0.23,0.77,0.23,43.3
2003,366,743.9,192.8,22.21,84.69,725.3,151.8,2548,22.9,3.97,14.6,0.263,0.0799,0.531,0,0,0,0,0,0,0.472,0.25,0.12,0.18,0.45,0,0,0,8.3,0.17,0.64,0.36,32.5
2004,365,332.4,96.31,0,37.95,283.3,91.33,575,8.93,2.99,5.82,0.392,0.183,0.788,39,54,0,0.11,0.15,0,0.211,0,0,0.33,0.56,0.11,93,0.2547945205479452,3.11,0.33,0.65,0.35,37.2
2005,365,620,192.8,0,70.77,459.5,75.74,1372,14.5,2.93,11.3,0.305,0.094,0.687,39,4,0,0.11,0.011,0,0.393,0.16,0.11,0.22,0.4,0.11,43,0.1178082191780822,3.2,0.2,0.78,0.22,42.8
2006,365,810.2,192.8,19.7,92.49,885.6,150.7,2700,27.9,4.26,16.5,0.247,0.0678,0.502,0,0,0,0,0,0,0.514,0.32,0.11,0.17,0.41,0,0,0,11.4,0.15,0.59,0.41,29
2007,366,755.7,192.8,0,86.03,676.6,177.7,2139,21.4,3.7,14.5,0.263,0.0805,0.484,0,5,0,0,0.014,0,0.479,0.24,0.13,0.17,0.46,0,5,0.0136986301369863,6.9,0.17,0.68,0.32,35.3
