Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2620,190,141000,25.6,1100,25.4,0.938,1.87,0.79,0.89,1,50,1
0.01,2530,190,137000,25.6,1100,25.4,0.937,1.87,0.684,0.87,1,49.6,1
0.02,2330,186,136000,25.6,1100,25.4,0.936,1.87,0.63,0.87,0.925,49.4,1
0.03,2010,184,134000,25.6,1100,25.4,0.936,1.87,0.602,0.86,0.765,49.2,1
0.04,1860,183,134000,25.6,1100,25.4,0.936,1.87,0.556,0.86,0.668,48.9,0.921
0.05,1740,180,133000,25.6,1100,25.4,0.935,1.84,0.541,0.85,0.581,48.6,0.767
0.06,1600,179,133000,25.6,1090,25.4,0.935,1.82,0.509,0.85,0.565,48.6,0.646
0.07,1530,178,131000,25.5,1080,25.4,0.935,1.75,0.47,0.849,0.55,48.5,0.51
0.08,1450,175,130000,25.5,1070,25.4,0.935,1.71,0.47,0.84,0.54,48.1,0.368
0.09,1400,172,127000,25.5,1060,25.4,0.934,1.68,0.46,0.84,0.52,47.9,0.297
0.1,1320,170,123000,25.5,1040,25.4,0.934,1.6,0.46,0.84,0.5,47.7,0.206
0.11,1270,167,121000,25.5,1010,25.4,0.934,1.53,0.45,0.83,0.475,47.6,0.161
0.12,1210,164,118000,25.5,988,25.4,0.934,1.45,0.449,0.83,0.46,47.4,0.0997
0.13,1160,160,115000,25.5,930,25.4,0.934,1.36,0.44,0.83,0.46,47.2,0.0652
0.14,1040,156,114000,25.5,899,25.4,0.934,1.19,0.43,0.82,0.45,46.8,0.0246
0.15,950,154,112000,25.5,812,25.4,0.933,1.07,0.43,0.82,0.441,46.6,0
0.16,938,152,110000,25.5,781,25.4,0.933,1.02,0.43,0.82,0.44,46.5,0
0.17,900,147,107000,25.5,749,25.4,0.933,0.979,0.42,0.81,0.44,46.3,0
0.18,864,144,105000,25.5,735,25.4,0.933,0.939,0.42,0.81,0.43,46.2,0
0.19,854,142,100000,25.5,725,25.4,0.933,0.9,0.418,0.8,0.43,46,0
0.2,836,139,98500,25.5,700,25.3,0.932,0.88,0.41,0.8,0.43,46,0
0.21,814,135,96300,25.5,677,25.3,0.932,0.843,0.41,0.79,0.42,45.9,0
