Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3810,192,142000,25.6,1100,25.4,0.938,1.87,0.69,0.88,1,50.4,2
0.01,3460,191,137000,25.6,1100,25.4,0.936,1.87,0.555,0.88,0.71,50,1.01
0.02,3140,186,136000,25.6,1100,25.4,0.936,1.87,0.48,0.87,0.678,49.7,0.706
0.03,2890,183,134000,25.6,1100,25.4,0.935,1.87,0.47,0.87,0.65,49.5,0.419
0.04,2670,180,133000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.626,49.4,0.323
0.05,2560,179,132000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.591,49,0.205
0.06,2480,177,132000,25.5,1100,25.4,0.935,1.87,0.45,0.86,0.59,48.7,0.0667
0.07,2400,177,130000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.56,48.4,0.029
0.08,2250,177,127000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.56,48.1,0
0.09,2160,175,126000,25.5,1100,25.3,0.934,1.87,0.44,0.84,0.527,48,0
0.1,2100,174,125000,25.5,1100,25.3,0.934,1.87,0.44,0.84,0.501,47.8,0
0.11,1970,172,123000,25.5,1100,25.3,0.934,1.87,0.44,0.83,0.5,47.5,0
0.12,1850,169,122000,25.5,1100,25.3,0.934,1.86,0.43,0.83,0.48,47.4,0
0.13,1800,169,122000,25.5,1100,25.3,0.934,1.85,0.43,0.83,0.473,47.2,0
0.14,1740,167,121000,25.5,1100,25.3,0.934,1.83,0.43,0.82,0.467,47.2,0
0.15,1570,166,120000,25.5,1100,25.3,0.933,1.79,0.42,0.82,0.46,47.1,0
0.16,1500,165,119000,25.5,1090,25.3,0.933,1.77,0.42,0.81,0.46,47,0
0.17,1430,164,119000,25.5,1070,25.2,0.933,1.73,0.42,0.81,0.45,46.8,0
0.18,1400,162,118000,25.5,1040,25.2,0.933,1.63,0.41,0.81,0.45,46.6,0
0.19,1370,160,117000,25.4,1020,25.2,0.933,1.58,0.4,0.8,0.45,46.2,0
0.2,1340,158,115000,25.4,1010,25.2,0.933,1.55,0.4,0.792,0.44,46,0
0.21,1300,157,114000,25.4,994,25.1,0.933,1.51,0.39,0.79,0.44,45.9,0
0.22,1200,156,113000,25.4,955,25.1,0.932,1.43,0.39,0.78,0.44,45.6,0
0.23,1160,154,111000,25.4,915,25.1,0.932,1.33,0.39,0.78,0.43,45.3,0
0.24,1110,153,110000,25.4,895,25.1,0.932,1.28,0.38,0.78,0.43,45.2,0
0.25,1070,150,109000,25.3,874,25.1,0.932,1.19,0.38,0.78,0.43,45.1,0
0.26,1040,148,107000,25.3,847,25.1,0.931,1.18,0.37,0.77,0.42,44.8,0
0.27,1010,146,106000,25.3,836,25,0.931,1.17,0.37,0.77,0.42,44.6,0
0.28,941,142,102000,25.2,799,25,0.931,1.04,0.36,0.77,0.42,44.2,0
0.29,899,140,100000,25.2,770,24.9,0.93,0.996,0.36,0.76,0.42,44,0
0.3,882,137,97900,25.2,745,24.9,0.93,0.933,0.36,0.76,0.41,43.7,0
0.31,837,135,95500,25.2,691,24.9,0.93,0.865,0.35,0.76,0.41,43.3,0
0.32,813,132,94200,25.2,682,24.9,0.928,0.844,0.35,0.751,0.4,42.9,0
0.33,787,130,91000,25.1,662,24.8,0.928,0.816,0.34,0.75,0.4,42.4,0
0.34,771,126,89800,25.1,635,24.8,0.928,0.776,0.34,0.74,0.39,41.8,0
0.35,757,124,89000,25.1,620,24.8,0.927,0.756,0.34,0.74,0.39,41.7,0
0.36,741,119,85900,25,587,24.7,0.926,0.725,0.33,0.73,0.39,41.7,0
0.37,711,114,84300,25,558,24.7,0.925,0.68,0.33,0.72,0.39,41,0
0.38,694,108,79300,25,522,24.7,0.925,0.627,0.326,0.72,0.38,40.7,0
0.39,662,106,75100,24.9,503,24.6,0.925,0.601,0.32,0.71,0.38,40.3,0
0.4,632,103,74000,24.8,494,24.5,0.924,0.592,0.31,0.71,0.37,40,0
0.41,620,99.5,72900,24.8,481,24.5,0.924,0.582,0.31,0.7,0.37,39.9,0
0.42,590,98.3,71400,24.8,474,24.4,0.923,0.575,0.302,0.692,0.37,39.8,0
0.43,580,95.9,70100,24.7,457,24.4,0.923,0.542,0.3,0.69,0.36,39.7,0
0.44,566,92,66800,24.7,435,24.3,0.923,0.523,0.29,0.69,0.36,39.7,0
0.45,551,87.3,65000,24.6,413,24.3,0.923,0.501,0.28,0.68,0.36,39.5,0
0.46,537,84.3,62500,24.6,404,24.2,0.923,0.487,0.27,0.68,0.35,39.4,0
0.47,520,79.2,58900,24.5,371,24.1,0.922,0.453,0.263,0.673,0.35,39.1,0
0.48,512,76.6,57000,24.5,360,24,0.922,0.432,0.257,0.67,0.34,39,0
0.49,494,71,52800,24.4,333,24,0.922,0.409,0.25,0.67,0.34,38.8,0
0.5,459,69.3,51100,24.3,322,24,0.922,0.392,0.24,0.66,0.34,38.8,0
0.51,450,67.3,50000,24.2,313,23.7,0.921,0.385,0.239,0.66,0.33,38.6,0
0.52,437,66.4,48600,24.1,306,23.7,0.921,0.371,0.23,0.66,0.33,38.4,0
0.53,426,63.9,47000,24.1,293,23.6,0.921,0.364,0.23,0.65,0.327,38.2,0
0.54,410,60.6,45100,24,281,23.5,0.92,0.357,0.22,0.65,0.32,38.1,0
0.55,392,58.4,43400,23.9,269,23.4,0.92,0.35,0.22,0.64,0.32,38,0
0.56,380,55.8,41500,23.9,256,23.3,0.92,0.344,0.21,0.64,0.31,37.8,0
0.57,375,53.5,39800,23.8,244,23.2,0.92,0.331,0.2,0.64,0.31,37.7,0
0.58,365,52.9,39400,23.8,241,23.2,0.919,0.329,0.2,0.63,0.308,37.5,0
0.59,359,49.9,37100,23.6,229,23.1,0.919,0.327,0.192,0.63,0.3,37.3,0
0.6,349,49.5,36800,23.6,225,23,0.919,0.323,0.19,0.63,0.29,36.7,0
0.61,337,48.2,35800,23.5,221,22.8,0.919,0.32,0.19,0.62,0.29,36.4,0
0.62,327,47.5,34700,23.3,215,22.7,0.918,0.317,0.19,0.62,0.28,36.2,0
0.63,316,46.6,34600,23.3,210,22.6,0.918,0.314,0.18,0.61,0.28,35.9,0
0.64,314,45.7,34000,23.1,207,22.4,0.918,0.31,0.18,0.61,0.27,35.8,0
0.65,303,45.3,33700,23.1,204,22.3,0.918,0.307,0.17,0.61,0.26,35.7,0
0.66,294,44.8,32400,23,202,22.3,0.917,0.306,0.17,0.61,0.26,35.6,0
0.67,288,42.5,31000,22.9,189,22.2,0.916,0.303,0.17,0.6,0.25,35.5,0
0.68,284,41.2,30600,22.9,186,22,0.916,0.301,0.16,0.6,0.249,35.3,0
0.69,279,40.4,29900,22.7,181,21.9,0.915,0.299,0.16,0.59,0.24,35,0
0.7,275,39.7,29400,22.6,176,21.7,0.914,0.298,0.15,0.59,0.24,35,0
0.71,271,39.1,28600,22.5,173,21.5,0.913,0.295,0.15,0.58,0.24,34.8,0
0.72,264,37.7,27500,22.4,168,21.3,0.913,0.29,0.15,0.58,0.23,34.8,0
0.73,259,36.3,26500,22.1,161,21,0.911,0.278,0.14,0.58,0.23,34.5,0
0.74,255,35.6,25700,22,158,20.9,0.91,0.272,0.14,0.58,0.23,34.2,0
0.75,250,34.4,24900,21.9,154,20.8,0.909,0.263,0.14,0.57,0.22,33.8,0
0.76,243,33.4,24100,21.8,149,20.5,0.908,0.256,0.14,0.57,0.22,33.4,0
0.77,240,32.9,23900,21.6,147,20.3,0.908,0.252,0.13,0.57,0.22,33.3,0
0.78,239,32.3,23500,21.5,143,20,0.907,0.248,0.13,0.56,0.22,32.7,0
0.79,235,31.7,23100,21.1,142,19.6,0.906,0.242,0.13,0.56,0.21,31.5,0
0.8,232,31.2,22700,21.1,139,19.4,0.905,0.239,0.13,0.56,0.208,29,0
0.81,231,30.8,22400,20.9,138,19.3,0.905,0.237,0.13,0.55,0.2,27.8,0
0.82,225,30.7,22200,20.9,138,19.1,0.905,0.235,0.12,0.55,0.19,27.2,0
0.83,221,30.5,22100,20.7,136,19,0.904,0.233,0.12,0.55,0.19,26.4,0
0.84,214,30.1,21900,20.5,135,18.9,0.903,0.228,0.12,0.54,0.19,25.3,0
0.85,210,29.7,21800,20.3,133,18.5,0.902,0.225,0.12,0.54,0.18,24.2,0
0.86,208,29.3,21600,19.8,131,18,0.902,0.223,0.11,0.533,0.18,22.5,0
0.87,204,29.2,21300,19.6,131,17.7,0.9,0.22,0.11,0.527,0.17,22.4,0
0.88,201,27.8,20300,19.4,125,17.6,0.898,0.214,0.11,0.52,0.17,21.3,0
0.89,196,27.1,19600,19.1,122,17.3,0.895,0.205,0.1,0.5,0.17,20.5,0
0.9,193,25.6,18900,18.8,117,16.9,0.893,0.2,0.097,0.499,0.16,19.1,0
0.91,189,24.9,18300,18.6,116,16.7,0.891,0.196,0.0926,0.473,0.16,17.7,0
0.92,186,24.3,17900,18.4,114,16.5,0.89,0.191,0.09,0.44,0.15,17.4,0
0.93,182,22.1,16400,17.9,112,16.1,0.878,0.188,0.089,0.44,0.15,16,0
0.94,173,19.2,14100,17.7,110,15.9,0.825,0.182,0.0875,0.41,0.14,15.7,0
0.95,161,18,13300,17.6,105,15.7,0.703,0.172,0.086,0.41,0.14,14.7,0
0.96,151,16.9,12600,17.3,93,15.4,0.607,0.153,0.083,0.374,0.14,12.7,0
0.97,144,13.9,10100,16.8,82.2,14.9,0.523,0.133,0.0815,0.35,0.13,11.3,0
0.98,134,6.59,4870,16.1,68.7,14.3,0.374,0.109,0.0782,0.322,0.13,9.41,0
0.99,113,1.06,789,15.5,46.8,13.6,0.06,0.0913,0.075,0.29,0.12,2.39,0
1,86.1,0,0,14.7,0,12.8,0,0.0708,0.069,0,0.12,0,0
