Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,806.1,23.1,0.511,0.59,44.8,0.674
0.01,805.2,22.9,0.51,0.569,44.6,0.652
0.02,804.3,22.6,0.51,0.548,44.4,0.63
0.03,803.4,22.4,0.509,0.527,44.2,0.607
0.04,797.8,22.2,0.506,0.492,44,0.551
0.05,789.9,22,0.501,0.45,43.8,0.477
0.06,782,21.7,0.496,0.408,43.5,0.403
0.07,775.8,21.6,0.492,0.377,43.4,0.346
0.08,773.2,21.6,0.491,0.368,43.3,0.325
0.09,770.5,21.5,0.489,0.359,43.2,0.304
0.1,767.9,21.5,0.487,0.35,43.1,0.282
0.11,766.9,21.3,0.486,0.341,42.9,0.277
0.12,765.9,21.1,0.486,0.332,42.7,0.272
0.13,764.8,21,0.485,0.323,42.5,0.267
0.14,764.3,20.9,0.485,0.32,42.4,0.259
0.15,764.1,20.9,0.484,0.32,42.3,0.248
0.16,763.9,20.8,0.484,0.32,42.3,0.237
0.17,757.8,20.8,0.48,0.319,42.3,0.23
0.18,740.1,20.6,0.469,0.316,42.3,0.229
0.19,722.3,20.5,0.458,0.313,42.2,0.228
0.2,704.6,20.3,0.447,0.31,42.2,0.227
0.21,704.2,19.9,0.447,0.307,42.2,0.222
0.22,703.9,19.5,0.446,0.304,42.2,0.218
0.23,703.5,19.1,0.446,0.301,42.2,0.213
0.24,699.3,19,0.443,0.3,42.2,0.21
0.25,693.1,19,0.44,0.3,42.2,0.208
0.26,687,19,0.436,0.3,42.1,0.207
0.27,682.4,18.7,0.433,0.3,42,0.204
0.28,680.9,18,0.432,0.3,41.7,0.2
0.29,679.4,17.2,0.431,0.3,41.5,0.196
0.3,677.9,16.4,0.43,0.3,41.2,0.192
0.31,668,16.3,0.424,0.285,41.1,0.188
0.32,658.2,16.2,0.417,0.27,41,0.185
0.33,648.3,16.1,0.411,0.255,40.9,0.182
0.34,643.7,16,0.408,0.25,40.8,0.174
0.35,641.9,15.9,0.407,0.25,40.6,0.164
0.36,640,15.8,0.406,0.25,40.4,0.155
0.37,638.2,15.6,0.405,0.25,40.3,0.148
0.38,636.8,15.5,0.404,0.25,40.2,0.147
0.39,635.3,15.3,0.403,0.25,40.1,0.146
0.4,633.9,15.2,0.402,0.25,40,0.145
0.41,628.6,15.1,0.399,0.241,40,0.138
0.42,623.4,15,0.395,0.232,39.9,0.13
0.43,618.1,14.8,0.392,0.223,39.9,0.123
0.44,611.3,14.8,0.388,0.218,39.8,0.104
0.45,603.8,14.7,0.383,0.215,39.6,0.0795
0.46,596.2,14.6,0.378,0.212,39.5,0.0548
0.47,590.1,14.6,0.374,0.21,39.4,0.0375
0.48,586.9,14.5,0.372,0.21,39.2,0.0351
0.49,583.8,14.5,0.37,0.21,39,0.0326
0.5,580.6,14.4,0.368,0.21,38.9,0.0301
0.51,580.5,14.3,0.368,0.207,38.8,0.0285
0.52,580.4,14.2,0.368,0.204,38.7,0.0268
0.53,580.3,14.1,0.368,0.201,38.6,0.0252
0.54,577.3,13.9,0.366,0.2,38.4,0.0219
0.55,572.8,13.6,0.363,0.2,38.2,0.0178
0.56,568.2,13.3,0.36,0.2,38,0.0137
0.57,560.3,13,0.355,0.2,37.8,0.0104
0.58,545.5,12.5,0.346,0.2,37.8,0.00877
0.59,530.7,12.1,0.336,0.2,37.7,0.00712
0.6,515.9,11.7,0.327,0.2,37.7,0.00548
0.61,505.5,11.7,0.32,0.2,37.6,0.00384
0.62,495.1,11.6,0.314,0.2,37.6,0.00219
0.63,484.7,11.6,0.307,0.2,37.5,0.000548
0.64,479.9,11.6,0.304,0.198,37.4,0
0.65,477.9,11.5,0.303,0.195,37.3,0
0.66,475.9,11.4,0.302,0.192,37.1,0
0.67,466.2,11.2,0.296,0.19,37,0
0.68,441,10.8,0.28,0.19,36.8,0
0.69,415.7,10.3,0.264,0.19,36.6,0
0.7,390.5,9.83,0.248,0.19,36.5,0
0.71,389.6,9.81,0.247,0.187,36.4,0
0.72,388.7,9.79,0.247,0.184,36.2,0
0.73,387.8,9.78,0.246,0.181,36,0
0.74,379.5,9.66,0.241,0.18,35.9,0
0.75,367.6,9.5,0.233,0.18,35.8,0
0.76,355.6,9.34,0.225,0.18,35.6,0
0.77,347.5,9.23,0.22,0.18,35.4,0
0.78,347.2,9.22,0.22,0.18,35.2,0
0.79,346.8,9.22,0.22,0.18,34.9,0
0.8,346.5,9.21,0.22,0.18,34.7,0
0.81,343,9.16,0.218,0.18,34.6,0
0.82,339.4,9.11,0.215,0.18,34.5,0
0.83,335.9,9.06,0.213,0.18,34.3,0
0.84,329.6,8.92,0.209,0.18,34.2,0
0.85,321.9,8.75,0.204,0.18,34.1,0
0.86,314.3,8.58,0.199,0.18,34,0
0.87,305.8,8.41,0.194,0.179,33.9,0
0.88,295.8,8.26,0.188,0.176,33.7,0
0.89,285.7,8.1,0.181,0.173,33.5,0
0.9,275.6,7.95,0.175,0.17,33.4,0
0.91,227.7,7.19,0.145,0.17,32.3,0
0.92,179.9,6.44,0.114,0.17,31.1,0
0.93,132,5.68,0.0837,0.17,30,0
0.94,109.7,5.29,0.0695,0.17,28,0
0.95,100,5.09,0.0634,0.17,25.5,0
0.96,90.33,4.88,0.0573,0.17,23,0
0.97,81.67,4.41,0.0518,0.17,21,0
0.98,74.99,3.41,0.0476,0.17,19.9,0
0.99,68.32,2.42,0.0433,0.17,18.8,0
1,61.64,1.42,0.0391,0.17,17.7,0
