Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,577.7,14.5,0.366,0.81,44.4,0.989
0.01,574.2,14,0.364,0.795,43.9,0.957
0.02,570.7,13.6,0.362,0.78,43.3,0.925
0.03,567.3,13.1,0.36,0.765,42.8,0.893
0.04,562.9,13,0.357,0.722,42.6,0.837
0.05,558,12.9,0.354,0.665,42.5,0.768
0.06,553.1,12.9,0.351,0.608,42.4,0.7
0.07,545.3,12.8,0.346,0.569,42.3,0.654
0.08,531.6,12.7,0.337,0.566,42.2,0.65
0.09,517.9,12.5,0.329,0.563,42,0.647
0.1,504.2,12.3,0.32,0.56,41.8,0.644
0.11,504.1,12.2,0.32,0.554,41.6,0.623
0.12,504.1,12.1,0.32,0.548,41.5,0.603
0.13,504,11.9,0.32,0.542,41.3,0.582
0.14,502,11.9,0.319,0.54,41.2,0.572
0.15,498.9,11.9,0.317,0.54,41.1,0.567
0.16,495.8,11.8,0.314,0.54,41.1,0.562
0.17,489.5,11.7,0.31,0.538,41,0.558
0.18,476.5,11.5,0.302,0.532,40.8,0.557
0.19,463.6,11.3,0.294,0.526,40.7,0.555
0.2,450.6,11.1,0.286,0.52,40.6,0.553
0.21,444.1,11,0.282,0.517,40.1,0.548
0.22,437.6,11,0.278,0.514,39.6,0.544
0.23,431.1,10.9,0.273,0.511,39.2,0.539
0.24,423.6,10.7,0.269,0.51,39,0.529
0.25,415.7,10.4,0.264,0.51,39,0.518
0.26,407.8,10.1,0.258,0.51,38.9,0.506
0.27,400.4,9.91,0.254,0.508,38.9,0.497
0.28,394,9.87,0.25,0.502,38.8,0.492
0.29,387.6,9.84,0.246,0.496,38.7,0.487
0.3,381.2,9.8,0.242,0.49,38.6,0.482
0.31,359.3,9.35,0.228,0.481,38.5,0.481
0.32,337.5,8.9,0.214,0.472,38.4,0.481
0.33,315.6,8.45,0.201,0.463,38.3,0.48
0.34,304,8.27,0.193,0.456,37.7,0.476
0.35,297.6,8.23,0.189,0.45,36.8,0.47
0.36,291.3,8.2,0.185,0.444,35.9,0.464
0.37,286.8,8.17,0.182,0.439,35.3,0.459
0.38,286,8.15,0.181,0.436,35.1,0.457
0.39,285.3,8.14,0.181,0.433,34.9,0.455
0.4,284.5,8.13,0.18,0.43,34.8,0.452
0.41,283.2,8.12,0.179,0.427,34.5,0.451
0.42,281.8,8.12,0.179,0.424,34.1,0.45
