exceedance,energy,riverVolume,capFactor,eFlowProportion,specificEnergy,shutoffDaysProportion
0,1039,73.6,0.659,0.25,45.1,0.123
0.05,978.9,56.7,0.621,0.21,43.8,0.0548
0.1,944,52.5,0.599,0.198,42.9,0.0515
0.15,922.7,48.1,0.585,0.19,39.7,0.0438
0.2,913.3,46.3,0.579,0.18,38.1,0.029
0.25,901.3,42.1,0.572,0.18,34.3,0.0219
0.3,888,40.8,0.563,0.17,32.2,0.0148
0.35,875,38.4,0.555,0.16,29.5,0.00438
0.4,867,36,0.55,0.16,28.8,0
0.45,861.4,34.8,0.546,0.16,27.6,0
0.5,858.1,33.8,0.544,0.15,26.8,0
0.55,851.4,31.6,0.54,0.15,25.4,0
0.6,847.2,30.5,0.537,0.15,24.1,0
0.65,841.8,29.4,0.534,0.14,22.6,0
0.7,825.3,26.5,0.524,0.14,22.2,0
0.75,812.9,24.7,0.516,0.13,21.1,0
0.8,806.3,22.8,0.511,0.13,19.2,0
0.85,784,20.6,0.498,0.128,17.9,0
0.9,770.1,18.4,0.488,0.12,16.8,0
0.95,730,17.1,0.463,0.11,15.8,0
1,494.3,11.4,0.313,0.085,10.5,0
