month,waterMonth,1.00,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.92,0.91,0.90,0.89,0.88,0.87,0.86,0.85,0.84,0.83,0.82,0.81,0.80,0.79,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.70,0.69,0.68,0.67,0.66,0.65,0.64,0.63,0.62,0.61,0.60,0.59,0.58,0.57,0.56,0.55,0.54,0.53,0.52,0.51,0.50,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.41,0.40,0.39,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.30,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.20,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.00
10,1,50948,47998,42722,39220,37558,36474,35363,34689,33782,32268,32104,31991,31952,31263,30706,30574,30144,29627,29015,28523,28225,28032,27956,27797,27493,27430,27376,27335,26891,26513,26380,26301,26112,25936,25630,24757,24140,23569,23427,23355,23332,23223,23036,22747,22565,22468,22300,22158,22045,21968,21848,21682,21561,21536,21402,21246,21182,21093,20823,20497,20376,20330,20244,20236,20211,20057,19855,19754,19494,19271,19170,19065,19023,18940,18771,17929,17234,17025,16975,16913,16468,16107,15897,15517,15058,14744,14337,14053,13954,13703,13636,13588,13453,11855,10516,10210,9949.3,9077.1,6366.6,5750.8,4318.2
11,2,63519,62691,56166,51929,47857,46107,44056,42049,41659,41518,41139,40509,39543,38345,37667,37327,37099,37025,36739,36403,36069,35475,34779,34250,33056,32971,32254,31739,31581,31189,30861,30717,30587,30389,30186,30027,29987,29753,29674,29644,29638,29513,29317,29197,29066,28909,28715,28350,27995,27777,27536,27443,27382,27361,27349,26976,26550,26322,26220,26153,26026,25751,25695,25324,25305,25089,24757,24599,24416,24274,24157,24008,23919,23651,23540,23494,23458,23330,22649,22389,22313,22209,22104,21947,21754,21644,21247,21213,20990,20732,19692,19388,19303,19126,18708,18239,17689,16875,16636,16507,15039
12,3,101240,97255,93073,89770,88180,85609,78749,72106,69749,69321,69107,68284,67726,67566,67476,67192,67045,65569,64604,64230,63922,63715,63288,62826,61852,61437,60596,60346,59824,58590,57335,56755,56427,56041,55848,55601,55313,54775,53986,53886,52886,52387,51923,51442,51103,50787,50176,49456,49231,48222,48197,48120,47900,47828,47633,47169,46803,46522,46237,46066,45906,45856,45721,45690,45477,45257,45069,44948,44486,44152,44041,43870,43841,43748,43518,43478,43409,42979,42639,42290,42137,41999,41713,41359,41060,40749,40109,39699,39345,39300,38843,38489,38232,38020,37711,37191,36458,34304,29502,29323,28576
1,4,132540,132360,131410,130550,126150,123060,121990,121580,121150,120630,119490,114730,112670,112280,111920,110490,110080,108100,105870,104890,104710,104140,103020,102090,99946,99317,97816,97450,96754,96274,93004,90786,90149,89262,88813,88593,88174,87673,87601,86220,86004,85104,84551,84350,83287,82019,81179,79694,78625,78105,78064,77592,77195,76968,76702,76474,76014,75563,75430,75333,74920,74199,73743,73564,73392,73020,72927,72899,72857,72778,72271,71550,71422,71283,70711,70176,70055,69115,68827,68628,68500,68242,67752,67380,67357,67210,66428,64730,64323,63478,63053,61799,61048,60582,59451,57729,55993,54683,53618,47773,41773
2,5,130580,126870,125210,124670,124520,124360,124240,123860,123270,122860,122360,121850,121070,120920,120060,119030,118550,117050,115910,115520,115260,114900,114500,114310,114110,113830,113620,113480,113460,113390,113310,112850,111860,111010,110720,110380,110000,109160,108240,106730,106350,105740,104260,103480,103190,102800,102260,101500,101400,101010,99943,99278,99168,99030,98879,98762,98530,98345,98268,98121,98006,97813,97173,96913,96275,95665,95492,94971,94673,94656,94543,94005,92908,91868,91258,90361,90258,90069,86494,85039,84719,84582,84049,83300,83070,82886,82491,81415,80991,80624,80273,79597,76674,75010,74596,73370,68847,60553,55406,50814,8498.2
3,6,139660,137080,136850,136670,136080,135700,135530,135140,134370,133540,133060,132820,132620,132520,131480,130970,130750,130390,129760,129380,128890,127540,126170,126070,125950,125720,125070,124580,123470,122730,122180,121840,121610,121290,121020,120860,120250,119900,119810,119800,119730,119070,117180,115800,115380,115270,115210,115130,114920,114900,114740,114500,114430,114190,114100,113900,113220,112640,112390,111920,111470,111140,109750,109550,108940,108230,107840,107340,106920,106770,106150,105100,104750,103890,99917,98253,97959,97173,96188,94529,92960,92248,91876,91073,89853,88466,87077,86031,84087,83907,83625,80492,76662,75103,67171,57030,51321,41043,29721,24082,13685
4,7,138820,138820,138010,137480,137160,136690,136150,135750,135470,134710,133070,132260,132000,131540,130930,130300,129720,128670,127120,125980,125320,124140,121850,119190,119010,118920,117880,117370,116860,116190,115120,113370,112090,111770,111440,110650,108740,108310,108250,107160,106650,106270,105990,105850,105250,104620,104570,104450,104230,104080,103020,102790,102750,102730,102600,102490,101710,100790,100460,100320,100070,99655,98441,98312,98067,97909,97856,96944,96359,95977,95560,95400,94800,93178,92608,91630,87874,87264,86950,86265,85767,84704,83840,83556,82962,81857,78580,77645,76772,76018,75259,74350,73962,72862,70245,66622,63189,59674,53639,45553,17916
5,8,142180,141740,141240,141080,139200,137670,137210,136270,135090,135080,135000,134730,134730,134690,134460,134360,134200,134140,133410,132720,132510,132320,132080,131740,131550,130570,130410,129150,128800,128700,128520,128340,127920,127400,127200,126660,125040,124740,123700,123460,123250,122750,122150,121740,121520,121420,121300,121090,121000,120640,120080,119920,119750,119660,119600,118740,118010,117850,117800,117580,117110,116930,116630,115930,115740,115090,114560,114360,113970,113640,113600,113260,112540,112240,111060,110330,107440,107120,106440,105490,105090,104670,104240,103990,103480,102580,101410,100660,99092,97609,94716,93114,92748,92584,91455,89554,87444,84829,81849,77354,66896
6,9,130430,129000,128710,128490,128340,128220,128040,127780,127510,127330,127290,127100,126580,126430,126400,126030,125860,125820,125610,125400,125240,125080,125030,124970,124960,124910,124670,124430,124130,123880,123190,122720,122630,122500,122270,122110,122060,122020,121580,121480,121200,121060,120980,120880,120400,119840,119380,118400,117220,116590,116320,115910,115780,114960,114630,114430,114320,114120,113720,112670,110580,109830,108480,108220,107970,107820,107500,106800,106260,105630,105060,104950,104360,101880,98015,96410,96286,95801,94965,94062,93462,93217,90397,86082,84213,82933,81866,76648,74186,73852,72840,69450,67089,59256,52657,51352,49144,43585,37674,35588,33041
7,10,126160,123090,110920,108390,106570,102400,100050,99613,96082,89854,87858,87266,86624,84819,84007,83301,82918,82686,81517,80409,78767,76414,75682,75154,73687,70672,69879,69382,68838,66732,65374,65042,64562,63947,63637,63055,62877,62513,62274,62140,61247,60889,60665,60276,59390,58626,58156,57324,57237,56828,55867,53677,53152,52706,52519,52212,51843,51669,51518,51173,50925,50744,50633,50618,50458,50276,50234,50184,49888,49674,49582,49199,48572,48259,48075,47933,47350,47067,46955,46839,46579,46286,45739,44639,43463,43028,42768,42697,42060,41338,40815,40355,38537,37056,36524,36094,35511,33621,27767,24182,22527
