duration_years,stDev,p50,p75,p90,p99
5,38.433415108658316,858.1,827.0996360893402,803.7681773434348,763.613087115005
10,27.176528447489805,858.1,834.6922907614173,818.1944580672134,789.800521467533
15,22.18954255886051,858.1,838.0559616276703,824.5855376401352,801.4019854874175
18,20.256188333681347,858.1,839.3599892360519,827.0632307741657,805.899639978931
20,19.216707554329158,858.1,840.0611083672508,828.3953789942981,808.3178338800832
25,17.187945758085494,858.1,841.4294874044065,830.9953418503912,813.0374395717099
