waterYear,days,energy,powerMax,powerMin,powerMean,flowMean,flowMin,flowMax,grossHeadMin,grossHeadMax,netHeadMin,netHeadMax,headlossMax,headlossMin,riverVolume,eFlowVolume,canalVolume,eFlowProportionMean,eFlowProportionMin,eFlowProportionMax,lowFlowShutoffDays,highHeadShutoffDays,lowHeadShutoffDays,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactor,proportion4Units,proportion3Units,proportion2Units,proportion1Units,proportion0Units,shutoffDays,shutoffDaysProportion,bypassVolume,eFlowProportion,generationProportion,bypassProportion,specificEnergy,energyExceedance,energyPctVariation,riverVolumePctVariation,riverFlowPctVariation
1937,365,856.3,192.8,26.97,97.75,828.5,224.7,3228,16,25.5,14.1,25.2,1.87,0.209,26.1,4.41,16.7,0.262,0.0459,0.551,0,0,0,0,0,0,0.543,0.31,0.13,0.25,0.31,0,0,0,9.4,0.17,0.64,0.36,32.8,0.5134328358208959,0.00386869871043371,-0.24566473988439305,-0.24681818181818183
1938,365,844,192.8,26.17,96.35,879.3,220.5,2873,16.8,25.5,14.9,25.3,1.87,0.203,27.7,4.55,16.8,0.258,0.0701,0.5,0,0,0,0,0,0,0.535,0.32,0.11,0.24,0.33,0,0,0,10.9,0.16,0.61,0.39,30.5,0.6296296296296295,-0.010550996483001172,-0.19942196531791914,-0.20063636363636367
1939,366,910.7,192.8,26.18,103.7,1342,214.8,5260,12.1,25.5,10.3,25.3,1.87,0.2,42.4,5.92,19.9,0.25,0.0467,0.538,0,0,0,0,0,0,0.578,0.43,0.11,0.21,0.25,0,0,0,22.5,0.14,0.47,0.53,21.5,0.21083333333333296,0.06764361078546312,0.2254335260115606,0.22
1940,365,887.3,192.8,23.49,101.3,956.8,224.7,3356,15.7,25.5,13.8,25.3,1.87,0.182,30.2,4.7,18,0.244,0.0545,0.525,0,0,0,0,0,0,0.563,0.37,0.066,0.26,0.3,0,0,0,12.2,0.16,0.6,0.4,29.4,0.30269230769230787,0.04021101992965997,-0.12716763005780352,-0.13018181818181823
1941,365,769.6,192.8,0,87.85,649.5,189.2,2188,18.4,25.6,16.6,25.4,1.87,0.176,20.5,3.58,14.6,0.254,0.0676,0.482,0,10,0,0,0.027,0,0.488,0.23,0.12,0.26,0.39,0,10,0.0273972602739726,5.9,0.17,0.71,0.29,37.5,0.9006234413965087,-0.09777256740914417,-0.40751445086705207,-0.40954545454545455
1942,365,825.9,192.8,25.71,94.28,669.4,171.1,1708,19.8,25.6,18,25.4,1.87,0.196,21.1,3.71,15.6,0.244,0.0867,0.456,0,0,0,0,0,0,0.524,0.26,0.12,0.28,0.34,0,0,0,5.5,0.18,0.74,0.26,39.1,0.6981818181818181,-0.031770222743259115,-0.3901734104046243,-0.3914545454545455
1943,366,861.2,192.8,0,98.04,927.9,178.3,2543,17.6,25.6,15.7,25.4,1.87,0.175,29.3,4.61,17.7,0.248,0.0809,0.457,0,8,0,0,0.022,0,0.546,0.36,0.099,0.18,0.37,0,8,0.021917808219178082,11.6,0.16,0.6,0.4,29.4,0.45303030303030206,0.009613130128956676,-0.1531791907514451,-0.15645454545454549
1944,365,814,192.8,25.06,92.92,996.7,192.9,3886,14.6,25.6,12.7,25.4,1.87,0.194,31.4,4.82,16.9,0.256,0.0597,0.547,0,0,0,0,0,0,0.516,0.31,0.12,0.21,0.36,0,0,0,14.5,0.15,0.54,0.46,25.9,0.7455645161290322,-0.04572098475967175,-0.09248554913294806,-0.09390909090909087
1945,365,876.9,192.8,0,100.1,680.8,194.8,1589,20.2,25.6,18.4,25.4,1.86,0.172,21.5,4.04,16.7,0.264,0.0954,0.487,0,20,0,0,0.055,0,0.556,0.37,0.074,0.18,0.38,0,20,0.0547945205479452,4.8,0.19,0.78,0.22,40.8,0.34269230769230774,0.028018757327080864,-0.3786127167630058,-0.38109090909090915
1946,365,851.9,192.8,26.77,97.25,1234,192.9,4629,13.2,25.6,11.3,25.4,1.87,0.202,38.9,5.47,18.5,0.241,0.0469,0.483,0,0,0,0,0,0,0.54,0.37,0.12,0.24,0.28,0,0,0,20.4,0.14,0.48,0.52,21.9,0.546268656716418,-0.001289566236811281,0.12427745664739875,0.12181818181818181
1947,366,826,192.8,32.35,94.04,1706,261.4,6170,10.8,25.3,9,25,1.87,0.253,53.9,6.36,20,0.237,0.0387,0.487,0,0,0,0,0,0,0.524,0.42,0.11,0.22,0.25,0,0,0,33.9,0.12,0.37,0.63,15.3,0.6978787878787877,-0.031652989449003514,0.5578034682080923,0.5509090909090909
1948,365,639.6,144.6,0,73.01,457.3,192.9,905.4,22.5,25.6,21.5,25.4,1.03,0.171,14.4,3.37,11,0.268,0.137,0.472,0,10,0,0,0.027,0,0.406,0,0.23,0.42,0.35,0,10,0.0273972602739726,3.4,0.23,0.76,0.24,44.4,0.969176919813322,-0.2501758499413833,-0.5838150289017342,-0.5842727272727273
1949,365,777.5,192.8,21.58,88.75,1374,171.1,5187,12.2,25.6,10.4,25.4,1.87,0.163,43.3,5.29,18,0.237,0.0312,0.535,0,0,0,0,0,0,0.493,0.37,0.093,0.19,0.35,0,0,0,25.3,0.12,0.42,0.58,18,0.8733812949640288,-0.08851113716295428,0.25144508670520216,0.24909090909090909
1950,365,860.1,192.8,0,98.19,1224,192.9,4402,13.6,25.6,11.7,25.4,1.87,0.161,38.6,5.5,18.8,0.248,0.053,0.504,0,6,0,0,0.016,0,0.545,0.38,0.13,0.22,0.28,0,6,0.01643835616438356,19.8,0.14,0.49,0.51,22.3,0.4696969696969693,0.008323563892145397,0.11560693641618497,0.11272727272727273
1951,366,858.4,192.8,31.35,97.72,1592,256.7,6170,10.8,25.3,9,25,1.87,0.243,50.3,5.65,20.3,0.232,0.0397,0.479,0,0,0,0,0,0,0.544,0.46,0.041,0.22,0.28,0,0,0,30,0.11,0.4,0.6,17.1,0.4954545454545461,0.006330597889800677,0.45375722543352587,0.44727272727272727
1952,365,850.1,192.8,27.54,97.04,1486,220.5,5886,11.2,25.5,9.36,25.3,1.87,0.211,46.9,5.96,19.5,0.238,0.045,0.481,0,0,0,0,0,0,0.539,0.39,0.1,0.29,0.21,0,0,0,27.4,0.13,0.42,0.58,18.1,0.5654761904761902,-0.003399765533411462,0.3554913294797687,0.3509090909090909
1953,365,918.8,192.8,26.67,104.9,1103,258.8,3812,14.7,25.3,12.8,25.1,1.87,0.211,34.8,5.51,19.1,0.255,0.0575,0.533,0,0,0,0,0,0,0.583,0.38,0.12,0.2,0.29,0,0,0,15.7,0.16,0.55,0.45,26.4,0.17074468085106412,0.07713950762016407,0.005780346820809125,0.0027272727272727275
1954,365,938.5,192.8,25.55,107.1,1286,212.1,3803,14.7,25.5,12.9,25.3,1.87,0.195,40.6,5.83,20.5,0.243,0.0606,0.476,0,0,0,0,0,0,0.595,0.46,0.085,0.19,0.27,0,0,0,20.1,0.14,0.5,0.5,23.1,0.11291079812206575,0.10023446658851114,0.17341040462427745,0.1690909090909091
1955,366,897.2,192.8,31.16,102.1,1761,249.8,5673,11.5,25.3,9.66,25.1,1.87,0.242,55.7,6.2,21.5,0.211,0.0516,0.44,0,0,0,0,0,0,0.569,0.45,0.13,0.25,0.16,0,0,0,34.2,0.11,0.39,0.61,16.1,0.26541353383458616,0.051817116060961364,0.6098265895953757,0.600909090909091
1956,365,807.5,192.8,0,92.18,1522,290.5,9154,8.64,25.1,6.9,24.9,1.87,0.25,48,5.87,18.7,0.246,0.0261,0.505,0,0,17,0,0,0.047,0.512,0.33,0.15,0.3,0.21,0,17,0.04657534246575343,29.3,0.12,0.39,0.61,16.8,0.7909090909090907,-0.053341148886283704,0.38728323699421957,0.3836363636363636
1957,365,772.1,192.8,0,88.14,2334,283.6,9912,8.34,25.2,6.59,24.9,1.87,0.247,73.6,6.22,21.5,0.215,0.0199,0.44,0,0,45,0,0,0.12,0.49,0.46,0.1,0.3,0.14,0,45,0.1232876712328767,52.1,0.085,0.29,0.71,10.5,0.8928057553956834,-0.09484173505275495,1.1271676300578033,1.1218181818181818
1958,365,953.9,192.8,27.81,108.9,1104,243.3,4432,13.5,25.3,11.7,25.1,1.87,0.215,34.8,5.44,19.6,0.24,0.0528,0.485,0,0,0,0,0,0,0.605,0.36,0.19,0.29,0.16,0,0,0,15.2,0.16,0.56,0.44,27.4,0.08581661891117481,0.11828839390386867,0.005780346820809125,0.0036363636363636364
1959,366,826.2,192.8,0,94.06,1134,194.8,4629,13.2,25.6,11.3,25.4,1.87,0.165,35.9,5.48,17.8,0.27,0.0586,0.534,0,18,0,0,0.049,0,0.524,0.34,0.13,0.22,0.32,0,18,0.049315068493150684,18.1,0.15,0.5,0.5,23,0.6972727272727269,-0.03141852286049233,0.037572254335260034,0.03090909090909091
1960,365,849,192.8,0,96.92,1474,201.2,6081,10.9,25.6,9.1,25.4,1.87,0.176,46.5,6.04,19.5,0.24,0.0347,0.482,0,11,0,0,0.03,0,0.538,0.38,0.14,0.3,0.19,0,11,0.030136986301369864,27,0.13,0.42,0.58,18.3,0.5785714285714287,-0.004689331770222743,0.34393063583815026,0.34
1961,365,917.5,192.8,35.04,104.7,1729,266.8,5570,11.7,25.2,9.81,25,1.87,0.25,54.5,6.51,21.7,0.218,0.0461,0.428,0,0,0,0,0,0,0.582,0.47,0.085,0.3,0.14,0,0,0,32.8,0.12,0.4,0.6,16.8,0.17765957446808509,0.07561547479484174,0.5751445086705201,0.5718181818181818
1962,365,901.3,192.8,36.57,102.9,2103,283.6,7115,9.78,25.2,7.97,24.9,1.87,0.25,66.3,6.69,23,0.205,0.0384,0.428,0,0,0,0,0,0,0.572,0.53,0.071,0.27,0.12,0,0,0,43.3,0.1,0.35,0.65,13.6,0.25,0.05662368112543957,0.9161849710982657,0.9118181818181819
1963,366,1039,192.8,33.93,118.3,1018,290.5,2450,17.8,25.1,15.9,24.9,1.87,0.25,32.2,5.12,20.8,0.227,0.0747,0.52,0,0,0,0,0,0,0.659,0.43,0.14,0.31,0.12,0,0,0,11.4,0.16,0.65,0.35,32.3,0,0.21805392731535755,-0.06936416184971093,-0.07454545454545454
1964,365,908.3,192.8,33.17,103.7,968.1,264.1,2743,17.1,25.2,15.2,25,1.87,0.253,30.5,5.07,18.3,0.253,0.0685,0.481,0,0,0,0,0,0,0.576,0.35,0.11,0.27,0.27,0,0,0,12.2,0.17,0.6,0.4,29.8,0.22083333333333333,0.06483001172332938,-0.11849710982658963,-0.11990909090909088
1965,365,875,192.8,31.16,99.89,1210,246.2,5396,11.9,25.3,10.1,25.1,1.87,0.242,38.1,5.55,18.7,0.252,0.0342,0.473,0,0,0,0,0,0,0.555,0.37,0.099,0.31,0.22,0,0,0,19.4,0.15,0.49,0.51,23,0.35,0.02579132473622509,0.10115606936416184,0.1
1966,365,907.2,192.8,31.82,103.6,975.5,266.8,3452,15.5,25.2,13.6,25,1.87,0.248,30.8,5.06,18.3,0.247,0.0447,0.493,0,0,0,0,0,0,0.575,0.35,0.13,0.26,0.26,0,0,0,12.5,0.16,0.59,0.41,29.5,0.2254166666666663,0.06354044548651823,-0.10982658959537574,-0.11318181818181818
1967,366,897,192.8,32.74,102.1,1845,256.7,5513,11.7,25.3,9.89,25,1.87,0.247,58.3,6.41,21.9,0.215,0.0373,0.453,0,0,0,0,0,0,0.569,0.47,0.1,0.31,0.12,0,0,0,36.4,0.11,0.38,0.62,15.4,0.2661654135338345,0.05158264947245018,0.6849710982658958,0.6772727272727272
1968,365,845.8,192.8,0,96.55,2149,281.3,8540,8.88,25.2,7.13,24.9,1.87,0.247,67.8,6.73,22.1,0.204,0.0359,0.391,0,0,28,0,0,0.077,0.536,0.45,0.17,0.25,0.12,0,28,0.07671232876712329,45.7,0.099,0.33,0.67,12.5,0.6129629629629636,-0.008440797186400992,0.9595375722543351,0.9536363636363636
1969,365,1004,192.8,42.61,114.6,1539,335.5,4874,12.7,24.9,10.8,24.6,1.87,0.253,48.5,6.13,22.3,0.207,0.0435,0.436,0,0,0,0,0,0,0.637,0.45,0.16,0.35,0.038,0,0,0,26.2,0.13,0.46,0.54,20.7,0.02911813643926788,0.17702227432590856,0.4017341040462427,0.3990909090909091
1970,365,976.5,192.8,41.81,111.5,1076,320.2,3139,16.1,25,14.3,24.7,1.87,0.25,33.9,5.31,19.9,0.237,0.0716,0.473,0,0,0,0,0,0,0.619,0.4,0.14,0.27,0.19,0,0,0,14,0.16,0.59,0.41,28.8,0.05343839541547275,0.1447831184056272,-0.02023121387283245,-0.02181818181818182
1971,366,951.9,192.8,35.88,108.4,780.1,275.9,1881,19.3,25.2,17.4,24.9,1.87,0.247,24.7,4.76,18,0.253,0.0787,0.511,0,0,0,0,0,0,0.604,0.3,0.21,0.25,0.24,0,0,0,6.7,0.19,0.73,0.27,38.5,0.08868194842406879,0.1159437280187573,-0.28612716763005785,-0.2908181818181818
1972,365,812.9,192.8,24.58,92.8,579.4,229.4,1208,21.4,25.4,19.8,25.2,1.67,0.191,18.3,3.73,14.5,0.259,0.102,0.514,0,0,0,0,0,0,0.516,0.2,0.21,0.26,0.34,0,0,0,3.8,0.2,0.79,0.21,44.4,0.75,-0.047010550996483026,-0.47109826589595377,-0.4732727272727273
1973,365,942.1,192.8,24.9,107.5,1117,209.3,2840,16.9,25.5,15,25.4,1.87,0.19,35.2,5.3,19.8,0.246,0.0599,0.528,0,0,0,0,0,0,0.597,0.44,0.093,0.17,0.3,0,0,0,15.4,0.15,0.56,0.44,26.8,0.10446009389671357,0.10445486518171163,0.017341040462427786,0.015454545454545455
1974,365,882,192.8,27.54,100.7,1596,220.5,5415,11.9,25.5,10,25.3,1.87,0.211,50.3,6.26,20.7,0.236,0.0446,0.476,0,0,0,0,0,0,0.559,0.45,0.085,0.2,0.26,0,0,0,29.6,0.12,0.41,0.59,17.5,0.32307692307692304,0.03399765533411489,0.45375722543352587,0.4509090909090909
1975,366,863.3,192.8,28.85,98.28,1561,239.6,5434,11.9,25.4,10,25.1,1.87,0.224,49.4,6.25,20,0.234,0.0443,0.459,0,0,0,0,0,0,0.548,0.4,0.12,0.3,0.18,0,0,0,29.4,0.13,0.4,0.6,17.5,0.4330357142857146,0.01207502930832351,0.4277456647398843,0.41909090909090907
1976,365,982.4,192.8,44.5,112.1,1133,335.5,2831,16.9,24.9,15,24.6,1.87,0.253,35.7,5.64,20.4,0.227,0.0764,0.427,0,0,0,0,0,0,0.623,0.4,0.1,0.45,0.044,0,0,0,15.3,0.16,0.57,0.43,27.5,0.04708818635607322,0.1516998827667057,0.03179190751445091,0.03
1977,365,960,192.8,36.57,109.6,1882,273.8,6348,10.6,25.2,8.8,24.9,1.87,0.247,59.4,6.47,23.2,0.199,0.0443,0.423,0,0,0,0,0,0,0.609,0.53,0.12,0.2,0.15,0,0,0,36.2,0.11,0.39,0.61,16.2,0.07707736389684813,0.1254396248534584,0.7167630057803467,0.7109090909090909
1978,365,1034,192.8,43.26,118,1480,338.3,5326,12,24.9,10.2,24.6,1.87,0.253,46.7,6.23,22.6,0.204,0.0554,0.443,0,0,0,0,0,0,0.656,0.46,0.16,0.35,0.022,0,0,0,24.1,0.13,0.48,0.52,22.1,0.004159733777038273,0.21219226260257915,0.34971098265895956,0.34545454545454546
1979,366,1025,192.8,38.95,116.7,1304,311.8,3068,16.3,25,14.4,24.7,1.87,0.253,41.2,5.71,22,0.217,0.0624,0.445,0,0,0,0,0,0,0.65,0.46,0.13,0.29,0.12,0,0,0,19.2,0.14,0.53,0.47,24.9,0.011647254575707151,0.20164126611957797,0.19075144508670525,0.18545454545454546
1980,365,942.4,192.8,33.93,107.6,1151,283.6,3452,15.5,25.2,13.6,24.9,1.87,0.253,36.3,5.69,19.7,0.242,0.0609,0.475,0,0,0,0,0,0,0.598,0.37,0.14,0.31,0.19,0,0,0,16.6,0.16,0.54,0.46,26,0.103755868544601,0.10480656506447829,0.049132947976878484,0.046363636363636364
1981,365,805.1,192.8,27.81,91.9,588.6,243.3,1437,20.7,25.3,18.9,25.1,1.82,0.215,18.6,3.88,14.5,0.266,0.0873,0.485,0,0,0,0,0,0,0.511,0.19,0.16,0.3,0.35,0,0,0,4.1,0.21,0.78,0.22,43.3,0.8026905829596411,-0.05615474794841732,-0.4624277456647399,-0.4649090909090909
1982,365,851.9,185.3,22.94,97.25,605.6,222.3,1117,21.7,25.5,20.4,25.3,1.31,0.178,19.1,3.9,15.2,0.255,0.114,0.531,0,0,0,0,0,0,0.54,0.22,0.2,0.26,0.32,0,0,0,3.9,0.2,0.8,0.2,44.6,0.546268656716418,-0.001289566236811281,-0.44797687861271673,-0.44945454545454544
1983,366,811.6,192.8,25.55,92.39,652.8,212.1,1808,19.5,25.5,17.6,25.3,1.87,0.195,20.6,3.74,15.2,0.256,0.0716,0.457,0,0,0,0,0,0,0.515,0.23,0.15,0.24,0.38,0,0,0,5.4,0.18,0.74,0.26,39.4,0.7598484848484844,-0.048534583821805366,-0.40462427745664736,-0.4065454545454546
1984,365,858.1,192.8,23.89,97.96,727.8,199.1,1953,19.1,25.6,17.2,25.4,1.87,0.185,23,4.31,16.3,0.267,0.0772,0.534,0,0,0,0,0,0,0.544,0.28,0.15,0.21,0.37,0,0,0,6.7,0.19,0.71,0.29,37.3,0.5,0.005978898007034024,-0.33526011560693647,-0.3383636363636364
1985,365,780.3,192.8,0,89.07,748.9,201.2,3050,16.4,25.6,14.5,25.4,1.87,0.176,23.6,4.3,15.1,0.273,0.0511,0.526,0,5,0,0,0.014,0,0.495,0.26,0.11,0.22,0.41,0,5,0.0136986301369863,8.5,0.18,0.64,0.36,33.1,0.8633093525179858,-0.08522860492379841,-0.3179190751445087,-0.3191818181818182
1986,365,921,192.8,26.97,105.1,793.3,239.6,2077,18.7,25.4,16.8,25.2,1.87,0.209,25,4.53,17.6,0.25,0.0733,0.513,0,0,0,0,0,0,0.584,0.29,0.19,0.29,0.23,0,0,0,7.4,0.18,0.7,0.3,36.8,0.15904255319148952,0.07971864009378664,-0.27745664739884396,-0.27881818181818185
1987,366,851.1,192.8,25.79,96.89,773.6,224.7,2467,17.8,25.5,15.9,25.2,1.87,0.2,24.5,4.57,16.5,0.27,0.0614,0.513,0,0,0,0,0,0,0.54,0.34,0.058,0.25,0.35,0,0,0,8,0.19,0.67,0.33,34.7,0.5535714285714282,-0.0022274325908557763,-0.2919075144508671,-0.29672727272727273
1988,365,865.7,192.8,24.9,98.82,1328,209.3,3812,14.7,25.5,12.8,25.4,1.87,0.19,41.9,5.87,19.3,0.25,0.0629,0.511,0,0,0,0,0,0,0.549,0.4,0.093,0.22,0.28,0,0,0,22.6,0.14,0.46,0.54,20.7,0.41160714285714245,0.014888628370457263,0.2109826589595375,0.20727272727272728
1989,365,756.6,168.9,26.99,86.37,534.8,212.1,1028,22,25.5,20.9,25.3,1.12,0.206,16.9,3.51,13.4,0.259,0.114,0.449,0,0,0,0,0,0,0.48,0.15,0.25,0.2,0.41,0,0,0,3.5,0.21,0.79,0.21,44.8,0.9168329177057356,-0.11301289566236808,-0.5115606936416186,-0.5138181818181818
1990,365,798.8,192.8,0,91.19,771,199.1,2294,18.2,25.6,16.3,25.4,1.87,0.172,24.3,3.92,15.9,0.253,0.0772,0.487,0,16,0,0,0.044,0,0.507,0.3,0.085,0.22,0.39,0,16,0.043835616438356165,8.4,0.16,0.65,0.35,32.9,0.8168161434977579,-0.06354044548651823,-0.2976878612716763,-0.2990909090909091
1991,366,686.2,156.8,22.71,78.12,479.1,175,905.4,22.5,25.6,21.5,25.4,1,0.172,15.2,3.28,11.9,0.262,0.118,0.411,0,0,0,0,0,0,0.435,0.016,0.33,0.24,0.42,0,0,0,3.3,0.22,0.78,0.22,45.1,0.959291472210437,-0.19554513481828834,-0.5606936416184971,-0.5644545454545454
1992,365,784.6,192.8,0,89.57,873.3,163.9,3573,15.2,25.6,13.3,25.4,1.87,0.184,27.5,4.17,16,0.239,0.0595,0.457,0,3,0,0,0.0082,0,0.498,0.3,0.082,0.23,0.38,0,3,0.00821917808219178,11.5,0.15,0.58,0.42,28.5,0.8486547085201793,-0.08018757327080889,-0.20520231213872836,-0.20609090909090913
1993,365,707.4,192.8,0,80.75,575,155.9,1839,19.4,25.6,17.5,25.4,1.87,0.138,18.1,3.5,13.2,0.275,0.0874,0.463,0,3,0,0,0.0082,0,0.449,0.21,0.11,0.18,0.5,0,3,0.00821917808219178,4.9,0.19,0.73,0.27,39.1,0.9547942299533305,-0.1706916764361079,-0.47687861271676296,-0.4772727272727273
1994,365,558.9,192.8,0,63.81,410.2,132.9,1232,21.4,25.6,19.6,25.4,1.73,0.0968,12.9,2.87,10.1,0.295,0.101,0.542,0,20,0,0,0.055,0,0.354,0.12,0.077,0.23,0.57,0,20,0.0547945205479452,2.8,0.22,0.78,0.22,43.3,0.9862961391599491,-0.3447831184056272,-0.6271676300578035,-0.627090909090909
1995,366,494.3,140.2,0,56.27,359.9,115,819.3,22.8,25.6,21.9,25.4,0.874,0.0995,11.4,2.87,8.51,0.306,0.153,0.532,0,20,0,0,0.055,0,0.313,0,0.17,0.26,0.57,0,20,0.0547945205479452,2.89,0.25,0.75,0.25,43.4,1,-0.42051582649472447,-0.6705202312138729,-0.6728181818181819
1996,365,745,192.8,0,85.05,547.2,102.7,1400,20.8,25.6,19.1,25.4,1.8,0.0847,17.3,3.15,13.8,0.257,0.0903,0.497,0,23,0,0,0.063,0,0.473,0.23,0.13,0.19,0.45,0,23,0.06301369863013699,3.5,0.18,0.8,0.2,43.1,0.9312967581047381,-0.12661195779601406,-0.5,-0.5025454545454545
1997,365,806.5,192.8,20.28,92.06,1091,156.6,3525,15.3,25.6,13.5,25.4,1.87,0.155,34.4,5.05,17.4,0.243,0.0534,0.563,0,0,0,0,0,0,0.511,0.34,0.11,0.19,0.36,0,0,0,17,0.15,0.51,0.49,23.4,0.7984848484848482,-0.05451348182883939,-0.005780346820809331,-0.008181818181818182
1998,365,818,192.8,0,93.38,1055,173.8,3421,15.5,25.6,13.7,25.4,1.87,0.167,33.3,4.85,17.4,0.248,0.0634,0.562,0,4,0,0,0.011,0,0.519,0.35,0.12,0.19,0.35,0,4,0.010958904109589041,15.9,0.15,0.52,0.48,24.6,0.7294354838709676,-0.041031652989449004,-0.037572254335260236,-0.04090909090909091
