date,waterYear,waterMonth,energy
1993-01-01,1992,4,501.94403247603964
1993-01-02,1992,4,513.9029431122319
1993-01-03,1992,4,528.7998130566355
1993-01-04,1992,4,559.0728162756218
1993-01-05,1992,4,585.8531698578889
1993-01-06,1992,4,612.8161620116422
1993-01-07,1992,4,620.7949655494676
1993-01-08,1992,4,625.578197144646
1993-01-09,1992,4,649.5797481136531
1993-01-10,1992,4,673.6797878418603
1993-01-11,1992,4,690.529636468058
1993-01-12,1992,4,700.9942335228129
1993-01-13,1992,4,723.4785798505488
1993-01-14,1992,4,755.0056351331591
1993-01-15,1992,4,777.6155440220585
1993-01-16,1992,4,791.1629131211
1993-01-17,1992,4,813.7146308728925
1993-01-18,1992,4,835.9896527130234
1993-01-19,1992,4,867.2679923826948
1993-01-20,1992,4,923.8034833516467
1993-01-21,1992,4,971.127195585649
1993-01-22,1992,4,1004.182267831216
1993-01-23,1992,4,1042.283278520529
1993-01-24,1992,4,1101.5302793659816
1993-01-25,1992,4,1150.5756111269409
1993-01-26,1992,4,1156.8000000000002
1993-01-27,1992,4,1200.6346326617652
1993-01-28,1992,4,1243.022530949253
1993-01-29,1992,4,1279.6112726395345
1993-01-30,1992,4,1319.0307034583598
1993-01-31,1992,4,1363.104983817724
1993-02-01,1992,5,1344.437701362852
1993-02-02,1992,5,1391.24296976085
1993-02-03,1992,5,1446.5233758288527
1993-02-04,1992,5,1498.9681180481016
1993-02-05,1992,5,1565.510312394837
1993-02-06,1992,5,1633.4465230588592
1993-02-07,1992,5,1715.3790475289566
1993-02-08,1992,5,1805.7089638455611
1993-02-09,1992,5,1906.1547046773771
1993-02-10,1992,5,2008.797169189452
1993-02-11,1992,5,2097.2748632062107
1993-02-12,1992,5,2201.319905340425
1993-02-13,1992,5,2312.264457604325
1993-02-14,1992,5,2313.6000000000004
1993-02-15,1992,5,2500.7874135266948
1993-02-16,1992,5,2631.091212788362
1993-02-17,1992,5,2767.671768701596
1993-02-18,1992,5,2911.522126519978
1993-02-19,1992,5,3049.201938166153
1993-02-20,1992,5,3177.2201401534153
1993-02-21,1992,5,3289.325127453517
1993-02-22,1992,5,3380.0847233248005
1993-02-23,1992,5,3465.8584733194543
1993-02-24,1992,5,3470.4000000000005
1993-02-25,1992,5,3470.4000000000005
1993-02-26,1992,5,3784.3220959122195
1993-02-27,1992,5,3920.6304597635108
1993-02-28,1992,5,4050.5812571260767
1993-03-01,1992,6,3984.62034024555
1993-03-02,1992,6,4104.667402324019
1993-03-03,1992,6,4225.736691104459
1993-03-04,1992,6,4346.788950937886
1993-03-05,1992,6,4448.227637845195
1993-03-06,1992,6,4523.690658096831
1993-03-07,1992,6,4593.3358382243405
1993-03-08,1992,6,4627.200000000001
1993-03-09,1992,6,4627.200000000001
1993-03-10,1992,6,4627.200000000001
1993-03-11,1992,6,4627.200000000001
1993-03-12,1992,6,4627.200000000001
1993-03-13,1992,6,4627.200000000001
1993-03-14,1992,6,4627.200000000001
1993-03-15,1992,6,4618.675602760318
1993-03-16,1992,6,4593.038750594095
1993-03-17,1992,6,4567.78957835945
1993-03-18,1992,6,4542.341442026041
1993-03-19,1992,6,4516.367677897517
1993-03-20,1992,6,4485.088015756308
1993-03-21,1992,6,4449.999547707945
1993-03-22,1992,6,4409.769784079531
1993-03-23,1992,6,4369.251723371776
1993-03-24,1992,6,4327.623905114795
1993-03-25,1992,6,4284.5912390859085
1993-03-26,1992,6,4241.447391316959
1993-03-27,1992,6,4198.609303875066
1993-03-28,1992,6,4155.381254479569
1993-03-29,1992,6,4117.612555420686
1993-03-30,1992,6,4088.013566067448
1993-03-31,1992,6,4063.9453409854395
1993-04-01,1992,7,4039.7258478677245
1993-04-02,1992,7,4019.8019762873905
1993-04-03,1992,7,4004.2409157277234
1993-04-04,1992,7,3984.144649540624
1993-04-05,1992,7,3963.960392894737
1993-04-06,1992,7,3943.682189396693
1993-04-07,1992,7,3922.041367630027
1993-04-08,1992,7,3904.6940977424283
1993-04-09,1992,7,3887.2988514038625
1993-04-10,1992,7,3869.8624558258757
1993-04-11,1992,7,3847.3732470308923
1993-04-12,1992,7,3824.775212422989
1993-04-13,1992,7,3796.6652067479818
1993-04-14,1992,7,3768.455043890747
1993-04-15,1992,7,3740.1522151187737
1993-04-16,1992,7,3716.92394194344
1993-04-17,1992,7,3698.819429933297
1993-04-18,1992,7,3685.8662428615426
1993-04-19,1992,7,3672.8913519508887
1993-04-20,1992,7,3665.0960334758465
1993-04-21,1992,7,3662.4985243066203
1993-04-22,1992,7,3665.0960334758465
1993-04-23,1992,7,3667.6940077657073
1993-04-24,1992,7,3675.484073369226
1993-04-25,1992,7,3683.271667946502
1993-04-26,1992,7,3696.2292011171844
1993-04-27,1992,7,3709.171629320068
1993-04-28,1992,7,3722.0922190324945
1993-04-29,1992,7,3734.9975648370178
1993-04-30,1992,7,3753.026752327738
1993-05-01,1992,8,3771.0246617540424
1993-05-02,1992,8,3788.9777145501043
1993-05-03,1992,8,3806.899101663901
1993-05-04,1992,8,3824.775212422989
1993-05-05,1992,8,3847.3732470308923
1993-05-06,1992,8,3869.8624558258757
1993-05-07,1992,8,3892.26987723221
1993-05-08,1992,8,3914.6083698884395
1993-05-09,1992,8,3936.870898192977
1993-05-10,1992,8,3966.2053200943055
1993-05-11,1992,8,3995.320942913209
1993-05-12,1992,8,4024.2368334139883
1993-05-13,1992,8,4052.952538006299
1993-05-14,1992,8,4081.4676065484764
1993-05-15,1992,8,4114.696753705253
1993-05-16,1992,8,4146.691944615813
1993-05-17,1992,8,4178.490741124604
1993-05-18,1992,8,4210.076084015733
1993-05-19,1992,8,4241.447391316959
1993-05-20,1992,8,4272.5958156052475
1993-05-21,1992,8,4303.960188569647
1993-05-22,1992,8,4335.404000269223
1993-05-23,1992,8,4365.786263724973
1993-05-24,1992,8,4395.569356900525
1993-05-25,1992,8,4419.743981056535
1993-05-26,1992,8,4443.744514561051
1993-05-27,1992,8,4471.211540284265
