Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,367.8,171.1,743.2,92730,14970,46750,124.6,20.12,62.84,0.23,0.77,0.23,0,0.0043,0,0.35,46.7
2,5,801.4,238.4,1754,123400,23190,84680,183.7,34.51,125,0.15,0.82,0.18,0,0,0,0.69,45.4
3,6,1476,451.1,2759,140500,55510,117900,188.8,74.61,158.4,0.12,0.69,0.31,0,0,0,0.88,34.4
4,7,2250,475.5,4287,137500,54500,110000,191,75.69,152.7,0.099,0.54,0.46,0,0,0,0.85,24.5
5,8,1772,327.8,3202,135100,29600,112300,181.6,39.79,151,0.16,0.6,0.4,0,0,0,0.84,28.9
6,9,936,222,1704,127400,12960,94680,176.9,18.01,131.5,0.22,0.75,0.25,0,0.0089,0,0.73,40.2
7,10,555,170.3,841.1,90740,0,58720,122,0,78.92,0.33,0.67,0.33,0.0054,0.028,0,0.44,38.6
8,11,372.5,134.2,539.5,53330,0,35210,71.69,0,47.33,0.41,0.58,0.42,0.026,0.051,0,0.26,33.9
9,12,259.7,99.09,366.1,35540,0,23370,49.37,0,32.45,0.44,0.55,0.45,0.043,0.021,0,0.18,33.6
10,1,196.1,77.48,265.7,25980,0,16710,34.91,0,22.45,0.43,0.55,0.45,0.047,0.12,0,0.12,30.6
11,2,192.8,95.44,244.2,24540,696.6,19540,34.08,0.9674,27.14,0.36,0.64,0.36,0.021,0.038,0,0.15,38.4
12,3,232.8,131.5,332.7,41990,11630,28500,56.44,15.63,38.31,0.28,0.72,0.28,0,0.0011,0,0.21,45.2
