WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,736.8,192.8,21.21,112.5,1119,169.3,3004,26.4,4.15,15.3,0.236,0.0722,0.481,0,0,0,0,0,0,0.467,0.32,0.093,0.18,0.16,0,0,0,11.1,0.16,0.58,0.42,27.9
1993,365,720.7,192.8,19.34,82.27,547.4,159.2,1603,17.3,3.49,13.2,0.27,0.1,0.514,0,0,0,0,0,0,0.457,0.18,0.13,0.23,0.46,0,0,0,4.1,0.2,0.76,0.24,41.7
1994,365,244.5,91.91,0,27.91,230.9,86.72,533,7.28,2.87,4.25,0.447,0.201,0.83,59,41,0,0.16,0.11,0,0.155,0,0,0.17,0.67,0.16,100,0.273972602739726,3.03,0.39,0.58,0.42,33.6
1995,366,352.8,143.9,0,40.16,295.4,72.5,841.9,9.34,2.87,6.31,0.41,0.131,0.717,58,52,0,0.16,0.14,0,0.224,0,0.13,0.18,0.53,0.16,110,0.3013698630136986,3.03,0.31,0.68,0.32,37.8
1996,365,680.9,192.8,0,77.73,532.4,98.48,1719,16.8,3.26,12.7,0.288,0.0861,0.528,14,31,0,0.038,0.085,0,0.432,0.22,0.13,0.17,0.44,0.038,45,0.1232876712328767,4.1,0.19,0.76,0.24,40.5
1997,365,699.7,192.8,19.59,79.88,526.3,161.4,1600,16.6,3.22,12.7,0.265,0.0925,0.462,0,0,0,0,0,0,0.444,0.17,0.16,0.17,0.5,0,0,0,3.9,0.19,0.77,0.23,42.2
1998,365,843.2,192.8,20.15,96.25,903.7,142.5,3089,28.5,4.5,17.2,0.244,0.0702,0.475,0,0,0,0,0,0,0.535,0.35,0.093,0.16,0.4,0,0,0,11.3,0.16,0.6,0.4,29.6
1999,366,750.5,192.8,0,85.44,763.6,191.4,2771,24.1,4.23,14.8,0.263,0.0548,0.506,0,9,0,0,0.025,0,0.476,0.24,0.14,0.19,0.44,0,9,0.024657534246575342,9.3,0.18,0.61,0.39,31.1
2000,365,848.6,192.8,0,96.88,1115,190.6,3569,35.2,5.17,18.2,0.242,0.0576,0.509,0,11,0,0,0.03,0,0.538,0.35,0.12,0.2,0.32,0,11,0.030136986301369864,17,0.15,0.52,0.48,24.1
2001,365,643.8,192.8,19.23,73.49,458.7,158.6,1273,14.5,3.2,11.3,0.276,0.112,0.477,0,0,0,0,0,0,0.408,0.1,0.17,0.22,0.51,0,0,0,3.2,0.22,0.78,0.22,44.4
2002,365,738.6,192.8,17.86,84.31,721.1,132.1,2835,22.7,4.2,14.4,0.273,0.0523,0.516,0,0,0,0,0,0,0.468,0.22,0.16,0.21,0.42,0,0,0,8.3,0.19,0.63,0.37,32.5
2003,366,786.3,192.8,25.98,89.52,1117,211.4,4503,35.3,5.03,16.9,0.256,0.0484,0.516,0,0,0,0,0,0,0.499,0.33,0.1,0.17,0.41,0,0,0,18.4,0.14,0.48,0.52,22.3
2004,365,576,192.8,0,65.76,419.5,140.6,1339,13.2,3.11,10.1,0.292,0.0953,0.512,0,5,0,0,0.014,0,0.365,0.077,0.088,0.31,0.53,0,5,0.0136986301369863,3.1,0.24,0.77,0.23,43.6
2005,365,737.7,192.8,0,84.21,649.3,108,1989,20.5,3.66,14.2,0.277,0.0735,0.522,0,12,0,0,0.033,0,0.468,0.24,0.12,0.19,0.45,0,12,0.03287671232876712,6.3,0.18,0.69,0.31,36
2006,365,844.4,192.8,0,96.39,1114,181.9,3143,35.1,5.07,18.2,0.244,0.0601,0.504,0,7,0,0,0.019,0,0.536,0.37,0.099,0.17,0.36,0,7,0.019178082191780823,16.9,0.14,0.52,0.48,24.1
2007,366,806.8,192.8,0,91.85,755,198,2191,23.9,3.85,15.8,0.248,0.0761,0.474,0,3,0,0,0.0082,0,0.512,0.28,0.13,0.2,0.39,0,3,0.00821917808219178,8.1,0.16,0.66,0.34,33.8
2008,365,763,192.8,19.87,87.1,745.2,162.5,2700,23.5,4.06,14.8,0.255,0.0606,0.501,0,0,0,0,0,0,0.484,0.23,0.14,0.22,0.41,0,0,0,8.7,0.17,0.63,0.37,32.5
2009,365,843.9,192.8,0,96.34,1231,187.6,3698,38.8,5.51,18.7,0.237,0.0719,0.517,0,12,0,0,0.033,0,0.535,0.37,0.11,0.23,0.28,0,12,0.03287671232876712,20.1,0.14,0.48,0.52,21.8
2010,365,901,192.8,24.47,102.9,1143,219.3,3442,36,5.37,19.2,0.25,0.063,0.536,0,0,0,0,0,0,0.571,0.4,0.1,0.17,0.33,0,0,0,16.8,0.15,0.53,0.47,25
2011,366,729.4,192.8,0,83.04,530.7,162.7,1497,16.8,3.21,13.2,0.253,0.0989,0.485,0,6,0,0,0.016,0,0.463,0.16,0.17,0.26,0.41,0,6,0.01643835616438356,3.6,0.19,0.79,0.21,43.4
2012,365,800.7,192.8,0,91.41,755.4,138.4,2669,23.8,3.9,15.7,0.249,0.0746,0.498,0,2,0,0,0.0055,0,0.508,0.3,0.11,0.14,0.45,0,2,0.005479452054794521,8.1,0.16,0.66,0.34,33.6
2013,365,866,192.8,20.99,98.86,896.8,167.9,2716,28.3,4.69,17.4,0.251,0.08,0.499,0,0,0,0,0,0,0.549,0.36,0.1,0.16,0.37,0,0,0,10.9,0.17,0.61,0.39,30.6
2014,365,815.9,192.8,0,93.14,675.5,181.3,1901,21.3,3.96,15.6,0.268,0.0779,0.555,0,13,0,0,0.036,0,0.517,0.3,0.1,0.17,0.43,0,13,0.03561643835616438,5.7,0.19,0.73,0.27,38.3
2015,366,807.2,192.8,20.1,91.89,752.9,163.8,2347,23.8,4.05,15.7,0.25,0.0858,0.522,0,0,0,0,0,0,0.512,0.28,0.1,0.21,0.41,0,0,0,8.1,0.17,0.66,0.34,33.9
2016,365,814.8,192.8,0,93.01,1119,170.9,3893,35.3,5.15,17.6,0.241,0.0498,0.52,0,10,0,0,0.027,0,0.517,0.34,0.11,0.22,0.33,0,10,0.0273972602739726,17.7,0.15,0.5,0.5,23.1
2017,365,873.3,192.8,27.08,99.69,1147,231.6,3676,36.2,5.28,18.6,0.237,0.0626,0.474,0,0,0,0,0,0,0.554,0.37,0.099,0.26,0.27,0,0,0,17.6,0.15,0.51,0.49,24.1
2018,365,607.7,144.6,0,69.38,432.8,135.9,882.8,13.6,3.15,10.5,0.287,0.117,0.53,0,8,0,0,0.022,0,0.385,0,0.29,0.18,0.54,0,8,0.021917808219178082,3.1,0.23,0.77,0.23,44.7
2019,366,783.3,192.8,0,89.17,1112,108.9,4099,35.2,5.02,17.2,0.259,0.0604,0.504,0,19,0,0,0.052,0,0.497,0.36,0.088,0.17,0.39,0,19,0.052054794520547946,18,0.14,0.49,0.51,22.3
2020,365,924.7,192.8,24.18,105.6,1041,204.6,2839,32.8,5.26,19.2,0.255,0.0758,0.535,0,0,0,0,0,0,0.586,0.4,0.11,0.18,0.32,0,0,0,13.6,0.16,0.59,0.41,28.2
2021,365,830.3,192.8,26.68,94.78,851.2,215,2803,26.8,4.6,16.6,0.256,0.0612,0.5,0,0,0,0,0,0,0.527,0.3,0.099,0.22,0.38,0,0,0,10.2,0.17,0.62,0.38,31
2022,92,78.07,69.24,0,35.36,255.1,201.6,395.2,2.03,0.707,1.32,0.364,0.195,0.481,0,6,0,0,0.016,0,0.0495,0,0,0.044,0.21,0,6,0.01643835616438356,0.71,0.35,0.65,0.35,38.5
