WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,759.1,192.8,34.36,115.9,1474,225.6,3828,34.8,4.67,16.9,0.21,0.0552,0.464,0,0,0,0,0,0,0.481,0.36,0.099,0.19,0.096,0,0,0,17.9,0.13,0.49,0.51,21.8
1993,365,843.7,192.8,0,96.31,852.9,194.7,2839,26.9,4.24,16.8,0.248,0.0793,0.489,0,4,0,0,0.011,0,0.535,0.31,0.12,0.23,0.34,0,4,0.010958904109589041,10.1,0.16,0.62,0.38,31.4
1994,365,467.9,180.1,0,53.42,357.7,117.9,1054,11.3,2.97,8.29,0.332,0.101,0.611,4,39,0,0.011,0.11,0,0.297,0.06,0.11,0.17,0.65,0.011,43,0.1178082191780822,3.01,0.26,0.73,0.27,41.4
1995,366,626.2,192.8,0,71.29,470.7,104,1465,14.9,2.95,11.5,0.286,0.0882,0.5,0,28,0,0,0.077,0,0.397,0.16,0.099,0.23,0.52,0,28,0.07671232876712329,3.4,0.2,0.77,0.23,42
1996,365,827.7,192.8,18.87,94.49,780.1,137,2324,24.6,4.04,16.4,0.254,0.0637,0.517,0,0,0,0,0,0,0.525,0.33,0.09,0.16,0.42,0,0,0,8.2,0.16,0.67,0.33,33.6
1997,365,809.7,192.8,0,92.43,689.4,190.3,2042,21.7,3.7,15.6,0.251,0.0725,0.51,0,11,0,0,0.03,0,0.514,0.28,0.11,0.19,0.42,0,11,0.030136986301369864,6.1,0.17,0.72,0.28,37.3
1998,365,872.2,192.8,19.59,99.56,1204,160.6,3849,38,5.27,19,0.238,0.0544,0.512,0,0,0,0,0,0,0.553,0.4,0.1,0.16,0.34,0,0,0,19,0.14,0.5,0.5,23
1999,366,809.1,192.8,25.65,92.12,877.4,211.7,3180,27.7,4.57,16.3,0.263,0.066,0.517,0,0,0,0,0,0,0.513,0.3,0.12,0.17,0.41,0,0,0,11.4,0.16,0.59,0.41,29.2
2000,365,858.3,192.8,0,97.98,1603,199.9,5244,50.6,6.01,20.3,0.23,0.0515,0.485,0,5,0,0,0.014,0,0.544,0.45,0.099,0.18,0.27,0,5,0.0136986301369863,30.3,0.12,0.4,0.6,17
2001,365,807,192.8,21.8,92.13,592.5,171.2,1465,18.7,3.6,14.8,0.254,0.0875,0.438,0,0,0,0,0,0,0.512,0.24,0.11,0.26,0.38,0,0,0,3.9,0.19,0.79,0.21,43.2
2002,365,839,192.8,20.54,95.78,772.5,145.2,2487,24.4,4.32,16.4,0.254,0.0595,0.516,0,0,0,0,0,0,0.532,0.3,0.15,0.14,0.41,0,0,0,8,0.18,0.67,0.33,34.4
2003,366,808.8,192.8,24.82,92.08,1325,207,5164,41.9,5.6,18.2,0.252,0.0519,0.521,0,0,0,0,0,0,0.513,0.38,0.093,0.17,0.36,0,0,0,23.7,0.13,0.43,0.57,19.3
2004,365,722.7,192.8,17.2,82.5,525.4,148.8,1509,16.6,3.23,13,0.261,0.0953,0.484,0,0,0,0,0,0,0.458,0.13,0.24,0.19,0.44,0,0,0,3.6,0.19,0.78,0.22,43.5
2005,365,814.2,192.8,14.69,92.95,946.5,120.1,2947,29.8,4.53,16.8,0.252,0.0632,0.521,0,0,0,0,0,0,0.516,0.33,0.13,0.14,0.4,0,0,0,13,0.15,0.56,0.44,27.3
2006,365,841.3,192.8,24.5,96.04,1538,207.6,4777,48.5,5.88,19.8,0.236,0.0449,0.492,0,0,0,0,0,0,0.534,0.43,0.085,0.17,0.31,0,0,0,28.7,0.12,0.41,0.59,17.3
2007,366,822.3,192.8,21.42,93.61,1075,215.5,3463,34,4.71,17.5,0.258,0.0481,0.548,0,0,0,0,0,0,0.522,0.35,0.099,0.19,0.37,0,0,0,16.5,0.14,0.51,0.49,24.2
2008,365,853.8,192.8,24.23,97.47,1026,181.6,3715,32.4,4.86,17.7,0.242,0.0567,0.477,0,0,0,0,0,0,0.541,0.33,0.14,0.19,0.34,0,0,0,14.7,0.15,0.55,0.45,26.4
2009,365,829.7,192.8,0,94.71,1751,203.2,5467,55.2,6.32,20.6,0.227,0.045,0.477,0,1,6,0,0.0027,0.016,0.526,0.45,0.093,0.22,0.24,0,7,0.019178082191780823,34.6,0.11,0.37,0.63,15
2010,365,913.5,192.8,29.39,104.3,1541,240.1,4430,48.6,6.03,21.1,0.23,0.0619,0.494,0,0,0,0,0,0,0.579,0.47,0.096,0.18,0.26,0,0,0,27.5,0.12,0.43,0.57,18.8
2011,366,863.4,192.8,0,98.3,770.9,199.9,2107,24.4,4.35,16.7,0.265,0.0702,0.497,0,2,0,0,0.0055,0,0.548,0.31,0.13,0.2,0.37,0,2,0.005479452054794521,7.7,0.18,0.68,0.32,35.4
2012,365,878.3,192.8,23.12,100.3,1150,177.8,3832,36.3,5.15,18.9,0.238,0.0651,0.491,0,0,0,0,0,0,0.557,0.41,0.093,0.14,0.36,0,0,0,17.4,0.14,0.52,0.48,24.2
2013,365,924.2,192.8,23.73,105.5,1223,202.9,3480,38.6,5.54,20,0.246,0.0551,0.526,0,0,0,0,0,0,0.586,0.44,0.093,0.17,0.3,0,0,0,18.6,0.14,0.52,0.48,23.9
2014,365,871.1,192.8,22.24,99.44,834.3,205.4,2191,26.3,4.32,17.3,0.253,0.072,0.538,0,0,0,0,0,0,0.552,0.34,0.11,0.18,0.37,0,0,0,9,0.16,0.66,0.34,33.1
2015,366,857.4,192.8,0,97.61,1033,175.3,3262,32.7,4.95,18,0.247,0.0579,0.514,0,10,0,0,0.027,0,0.544,0.35,0.15,0.18,0.33,0,10,0.0273972602739726,14.7,0.15,0.55,0.45,26.2
2016,365,829.9,192.8,0,94.73,1450,192.3,5415,45.7,5.71,19.2,0.229,0.0454,0.504,0,8,0,0,0.022,0,0.526,0.38,0.14,0.19,0.28,0,8,0.021917808219178082,26.5,0.12,0.42,0.58,18.2
2017,365,883.6,192.8,28.22,100.9,1490,236,4658,47,6.1,20.2,0.232,0.06,0.464,0,0,0,0,0,0,0.56,0.41,0.14,0.19,0.26,0,0,0,26.8,0.13,0.43,0.57,18.8
