Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2790,190,141000,25.6,1100,25.4,0.938,1.87,0.99,0.89,1,50,1
0.01,2010,189,137000,25.6,1100,25.4,0.936,1.87,0.942,0.87,1,49.4,1
0.02,1820,187,136000,25.6,1100,25.4,0.936,1.87,0.803,0.86,1,49.1,1
0.03,1600,185,135000,25.6,1100,25.4,0.935,1.83,0.722,0.852,1,48.5,1
0.04,1500,182,134000,25.6,1090,25.4,0.935,1.8,0.659,0.85,0.943,48,1
0.05,1460,181,132000,25.6,1070,25.4,0.935,1.73,0.621,0.85,0.882,47.9,1
0.06,1420,176,130000,25.5,1070,25.4,0.934,1.69,0.605,0.84,0.81,47.6,1
0.07,1280,174,127000,25.5,1030,25.4,0.934,1.55,0.58,0.84,0.75,47.4,1
0.08,1190,171,125000,25.5,973,25.4,0.934,1.4,0.556,0.83,0.683,46.9,1
0.09,1130,168,122000,25.5,929,25.4,0.934,1.3,0.54,0.83,0.66,46.9,0.933
0.1,1050,162,120000,25.5,866,25.4,0.933,1.22,0.53,0.83,0.583,46.7,0.78
0.11,1020,155,112000,25.5,841,25.4,0.933,1.13,0.5,0.82,0.55,46.6,0.645
0.12,939,149,109000,25.5,768,25.4,0.933,1.02,0.49,0.819,0.53,46.3,0.567
0.13,898,144,106000,25.5,750,25.4,0.933,0.979,0.483,0.81,0.5,46.2,0.449
0.14,847,138,99100,25.5,707,25.4,0.933,0.898,0.47,0.81,0.49,45.9,0.349
0.15,809,135,97800,25.5,676,25.4,0.933,0.855,0.46,0.8,0.48,45.9,0.295
0.16,774,132,94100,25.5,661,25.4,0.933,0.816,0.45,0.79,0.466,45.7,0.197
0.17,765,126,91900,25.5,627,25.4,0.932,0.77,0.45,0.79,0.46,45.5,0.16
0.18,741,124,89600,25.5,615,25.4,0.932,0.755,0.444,0.79,0.45,45.4,0.0653
0.19,726,118,86000,25.5,582,25.4,0.931,0.716,0.44,0.78,0.45,45.3,0.0255
0.2,688,115,84700,25.5,560,25.4,0.93,0.681,0.432,0.78,0.44,45.2,0
0.21,663,110,80200,25.5,535,25.4,0.93,0.655,0.43,0.776,0.44,45.1,0
0.22,630,105,77100,25.5,510,25.4,0.929,0.615,0.42,0.77,0.43,45,0
0.23,602,102,71300,25.5,486,25.4,0.929,0.577,0.414,0.77,0.42,44.9,0
0.24,595,98.4,70400,25.5,469,25.4,0.928,0.557,0.41,0.76,0.42,44.8,0
0.25,578,96.2,67900,25.5,459,25.4,0.927,0.55,0.41,0.76,0.41,44.8,0
0.26,560,93.5,65600,25.5,444,25.3,0.927,0.524,0.4,0.75,0.41,44.8,0
0.27,540,85.4,63000,25.5,401,25.3,0.926,0.482,0.4,0.75,0.41,44.7,0
0.28,511,81.3,58800,25.5,382,25.3,0.926,0.458,0.39,0.75,0.4,44.5,0
0.29,496,79.1,57500,25.5,370,25.3,0.925,0.442,0.39,0.74,0.4,44.4,0
0.3,488,76.6,56200,25.5,356,25.3,0.924,0.427,0.38,0.74,0.393,44.3,0
0.31,474,73.8,53100,25.5,343,25.3,0.923,0.418,0.38,0.737,0.39,44.2,0
0.32,455,69.9,51600,25.5,326,25.3,0.923,0.395,0.38,0.73,0.381,43.9,0
0.33,439,69.1,50600,25.5,321,25.3,0.922,0.39,0.37,0.73,0.38,43.8,0
0.34,429,66.6,49200,25.5,307,25.3,0.922,0.378,0.37,0.73,0.38,43.5,0
0.35,417,65.2,47700,25.5,301,25.3,0.921,0.357,0.37,0.72,0.37,43.3,0
0.36,401,62.6,45100,25.5,288,25.3,0.921,0.347,0.36,0.72,0.37,43.2,0
0.37,391,60.2,43000,25.5,275,25.3,0.921,0.339,0.36,0.712,0.37,42.8,0
0.38,374,57.4,41800,25.5,265,25.2,0.921,0.335,0.36,0.71,0.36,42.8,0
0.39,360,56.1,40300,25.5,257,25.2,0.92,0.331,0.35,0.71,0.36,42.5,0
0.4,352,53.1,38600,25.4,242,25.2,0.92,0.327,0.35,0.704,0.36,42.3,0
0.41,345,52,37700,25.4,236,25.2,0.92,0.325,0.35,0.7,0.35,42.1,0
0.42,343,51.2,36300,25.4,232,25.1,0.919,0.321,0.34,0.7,0.35,41.8,0
0.43,329,49.1,35700,25.4,224,25.1,0.919,0.316,0.34,0.69,0.35,41.8,0
0.44,325,48.1,35000,25.4,217,25.1,0.919,0.315,0.34,0.69,0.34,41.6,0
0.45,318,46.9,34100,25.3,211,25.1,0.918,0.313,0.33,0.69,0.34,41.4,0
0.46,310,45.7,32900,25.3,207,25,0.918,0.311,0.33,0.69,0.34,41.1,0
0.47,308,43.8,32300,25.2,199,25,0.917,0.309,0.33,0.69,0.333,40.9,0
0.48,302,43.1,31500,25.2,195,24.9,0.917,0.307,0.32,0.68,0.33,40.5,0
0.49,292,42.1,30900,25.2,189,24.9,0.917,0.304,0.32,0.68,0.33,40.1,0
0.5,283,41.5,30300,25.1,185,24.9,0.917,0.302,0.31,0.67,0.33,40,0
0.51,275,40.2,29500,25.1,177,24.8,0.916,0.298,0.31,0.67,0.32,39.9,0
0.52,269,39.4,29300,25.1,175,24.8,0.915,0.293,0.31,0.67,0.32,39.7,0
0.53,267,38.9,28800,25.1,172,24.7,0.915,0.288,0.31,0.667,0.31,39.7,0
