WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,580.6,192.8,0,88.61,597,133.6,1595,14.1,2.77,10.7,0.272,0.0886,0.546,0,2,0,0,0.0055,0,0.368,0.15,0.13,0.19,0.28,0,2,0.005479452054794521,3.4,0.2,0.76,0.24,41.2
1993,365,387.5,142.1,0,44.23,311.8,97.81,809.9,9.83,2.92,6.83,0.371,0.132,0.736,26,51,0,0.071,0.14,0,0.246,0,0.14,0.16,0.63,0.071,77,0.21095890410958903,3,0.3,0.69,0.31,39.4
1994,365,83.89,45.54,0,9.577,150.2,52.2,307.8,4.74,2.82,1.66,0.65,0.348,1,166,53,0,0.45,0.15,0,0.0532,0,0,0,0.55,0.45,219,0.6,3.08,0.59,0.35,0.65,17.7
1995,366,116.1,69.27,0,13.22,171.7,46.97,439.9,5.43,2.85,2.23,0.647,0.251,1,197,49,0,0.54,0.13,0,0.0736,0,0,0.11,0.35,0.54,246,0.673972602739726,3.2,0.52,0.41,0.59,21.4
1996,365,346.5,153.4,0,39.56,292.7,57.09,908.1,9.23,2.87,6.22,0.436,0.138,0.911,71,58,0,0.19,0.16,0,0.22,0.0082,0.088,0.24,0.47,0.19,129,0.35342465753424657,3.01,0.31,0.67,0.33,37.5
1997,365,334.7,143.1,0,38.2,286.7,103.6,837.3,9.04,2.87,6.12,0.393,0.149,0.652,15,82,0,0.041,0.22,0,0.212,0,0.099,0.21,0.65,0.041,97,0.26575342465753427,2.92,0.32,0.68,0.32,37
1998,365,640.8,192.8,0,73.15,519.2,91.26,1816,16.4,3.09,11.9,0.292,0.0733,0.57,26,18,0,0.071,0.049,0,0.406,0.16,0.17,0.17,0.43,0.071,44,0.12054794520547946,4.5,0.19,0.73,0.27,39.1
1999,366,588.7,192.8,20.35,67.02,468,144,1701,14.8,3.16,10.7,0.291,0.0726,0.454,0,0,0,0,0,0,0.373,0.14,0.093,0.2,0.57,0,0,0,4.1,0.21,0.72,0.28,39.8
2000,365,763,192.8,21.29,87.1,683,152.5,2124,21.5,3.77,14.7,0.26,0.0697,0.549,0,0,0,0,0,0,0.484,0.25,0.1,0.22,0.42,0,0,0,6.8,0.18,0.68,0.32,35.5
2001,365,342.1,109.9,0,39.05,291.9,100.8,656.2,9.21,3.01,6.09,0.377,0.19,0.714,31,60,0,0.085,0.16,0,0.217,0,0.06,0.24,0.61,0.085,91,0.2493150684931507,3.12,0.33,0.66,0.34,37.1
2002,365,473.4,192.8,0,54.04,367.2,90.71,1317,11.6,2.98,8.42,0.343,0.0949,0.587,36,34,0,0.099,0.093,0,0.3,0.071,0.088,0.24,0.51,0.099,70,0.1917808219178082,3.18,0.26,0.73,0.27,40.8
2003,366,684.4,192.8,21.99,77.92,730.8,150.3,2978,23.1,3.95,13.6,0.269,0.0489,0.528,0,0,0,0,0,0,0.434,0.22,0.093,0.2,0.48,0,0,0,9.5,0.17,0.59,0.41,29.6
2004,365,313.2,120.3,0,35.76,268.4,92.08,707.6,8.46,2.94,5.41,0.397,0.177,0.782,39,41,0,0.11,0.11,0,0.199,0,0.049,0.14,0.71,0.11,80,0.2191780821917808,3.05,0.35,0.64,0.36,37
2005,365,481.2,173.7,0,54.93,361.7,77.04,1033,11.4,2.87,8.43,0.345,0.116,0.675,39,14,0,0.11,0.038,0,0.305,0.088,0.1,0.2,0.5,0.11,53,0.14520547945205478,2.97,0.25,0.74,0.26,42.2
2006,365,770.9,192.8,17.25,88,644.3,129,1704,20.3,3.74,14.8,0.271,0.0827,0.537,0,0,0,0,0,0,0.489,0.26,0.11,0.17,0.46,0,0,0,5.5,0.18,0.73,0.27,38
2007,366,703.4,192.8,19.6,80.08,496.2,160.4,1206,15.7,3.15,12.5,0.259,0.0896,0.449,0,0,0,0,0,0,0.446,0.18,0.12,0.21,0.49,0,0,0,3.2,0.2,0.8,0.2,44.8
2008,365,616.4,192.8,19.79,70.37,463.7,141.3,1527,14.6,3.13,11,0.273,0.0822,0.466,0,0,0,0,0,0,0.391,0.13,0.11,0.23,0.53,0,0,0,3.6,0.21,0.75,0.25,42.2
2009,365,767,192.8,18.6,87.56,706.7,156.6,2106,22.3,3.86,14.9,0.257,0.0703,0.522,0,0,0,0,0,0,0.486,0.27,0.099,0.18,0.45,0,0,0,7.4,0.17,0.67,0.33,34.4
2010,365,805.8,192.8,22.44,91.98,661.5,173,2062,20.9,3.6,15.3,0.247,0.0718,0.451,0,0,0,0,0,0,0.511,0.27,0.12,0.2,0.41,0,0,0,5.6,0.17,0.73,0.27,38.6
