exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.36,910.78,0.36,29.3,5.71,5.08,4.53,83.6,128,0.14,782.6,0.86,782.6,0,0,0,0,-4.53,4.53,29.3,5.71,5.08,0,88.1,823,990,967.5,22.5,0.409,0.317,0.0141,0.725,0.0323,3.7035040431266846,0.231,0.956,0.0426,21.5,0.954,0.978,0.933,43,41.8,153,1360000
0.37,887.94,0.37,29.5,5.64,5.04,4.72,85,130,0.15,758,0.85,758,0,0,0,0,-4.72,4.72,29.5,5.64,5.04,0,89.7,798,990,967.5,22.5,0.388,0.303,0.0135,0.692,0.0307,3.34,0.252,0.944,0.0419,21.6,0.955,0.979,0.935,46.6,44.6,147,882000
0.38,864.59,0.38,29.1,5.45,4.89,4.45,83.2,127,0.15,737.5,0.85,737.5,0,0,0,0,-4.45,4.45,29.1,5.45,4.89,0,87.7,777,990,967.4,22.6,0.371,0.293,0.0129,0.663,0.0293,3.088516746411483,0.266,0.929,0.041,21.7,0.956,0.98,0.937,48.9,46.7,143,1440000
0.39,844.69,0.39,28.6,5.49,4.89,4.49,81.6,125,0.15,719.7,0.85,719.7,0,0,0,0,-4.49,4.49,28.6,5.49,4.89,0,86,759,990,967.3,22.7,0.358,0.281,0.0124,0.64,0.0281,3,0.266,0.906,0.0399,21.8,0.957,0.98,0.938,49.1,47.3,142,1340000
0.40,822.04,0.4,29.4,5.54,4.98,4.68,84.8,129,0.16,692.7,0.84,692.7,0,0,0,0,-4.68,4.68,29.4,5.54,4.98,0,89.5,733,990,967.2,22.8,0.343,0.264,0.0116,0.607,0.0266,3,0.254,0.861,0.0377,22,0.957,0.98,0.937,47.5,46.4,139,1080000
0.41,797.39,0.41,29,5.47,4.85,4.62,83,127,0.16,670.4,0.84,670.4,0,0,0,0,-4.62,4.62,29,5.47,4.85,0,87.7,710,990,967.1,22.9,0.33,0.249,0.0109,0.579,0.0253,3,0.244,0.823,0.0359,22.1,0.956,0.98,0.937,46.3,45.3,136,1040000
0.42,772.12,0.42,27.8,5.2,4.48,4.25,78,120,0.15,652.4,0.85,652.4,0,0,0,0,-4.25,4.25,27.8,5.2,4.48,0,82.2,690,990,967,23,0.319,0.237,0.0103,0.555,0.0241,3,0.236,0.792,0.0344,22.2,0.956,0.979,0.936,45.3,44.4,133,1770000
0.43,755,0.43,29.4,5.48,4.82,4.86,84.6,129,0.17,625.8,0.83,625.8,0,0,0,0,-4.86,4.86,29.4,5.48,4.82,0,89.5,666,990,966.9,23.1,0.305,0.219,0.00949,0.524,0.0227,3,0.224,0.748,0.0324,22.3,0.955,0.978,0.934,43.6,42.7,128,541000
0.44,735.06,0.44,28.4,5.28,4.58,4.42,80.1,123,0.17,612.3,0.83,612.3,0,0,0,0,-4.42,4.42,28.4,5.28,4.58,0,84.5,651,990,966.8,23.2,0.296,0.21,0.00907,0.506,0.0219,3,0.218,0.724,0.0313,22.4,0.954,0.978,0.934,42.9,41.9,126,1570000
0.45,706.3,0.45,29.2,5.42,4.74,4.7,83.2,127,0.18,579.1,0.82,579.1,0,0,0,0,-4.7,4.7,29.2,5.42,4.74,0,87.9,618,990,966.7,23.3,0.278,0.188,0.00807,0.466,0.02,2.981707317073171,0.205,0.671,0.0288,22.6,0.953,0.977,0.931,41.1,40.1,119,940000
0.46,684.23,0.46,28.6,5.29,4.56,4.35,80.6,123,0.18,560.9,0.82,560.9,0,0,0,0,-4.35,4.35,28.6,5.29,4.56,0,85,599,990,966.6,23.4,0.267,0.176,0.00754,0.443,0.019,2.862857142857143,0.21,0.653,0.0279,22.7,0.953,0.977,0.931,42,40.8,116,972000
0.47,662.89,0.47,28.9,5.43,4.72,4.47,81.9,125,0.19,537.4,0.81,537.4,0,0,0,0,-4.47,4.47,28.9,5.43,4.72,0,86.4,577,990,966.6,23.4,0.254,0.161,0.00688,0.415,0.0177,2.7934782608695654,0.206,0.622,0.0265,22.8,0.952,0.976,0.929,41.6,40.4,111,737000
0.48,646.44,0.48,28.8,5.49,4.76,4.43,81.3,125,0.19,521.6,0.81,521.6,0,0,0,0,-4.43,4.43,28.8,5.49,4.76,0,85.8,561,990,966.5,23.5,0.245,0.152,0.00644,0.397,0.0169,2.697749196141479,0.209,0.606,0.0258,22.9,0.952,0.976,0.929,42.2,40.8,108,807000
0.49,629.49,0.49,28.7,5.35,4.68,4.36,80.9,124,0.2,505.5,0.8,505.5,0,0,0,0,-4.36,4.36,28.7,5.35,4.68,0,85.2,544,990,966.4,23.6,0.236,0.142,0.00602,0.378,0.016,2.647191011235955,0.206,0.584,0.0248,23,0.952,0.975,0.928,41.9,40.7,105,1130000
0.50,606.94,0.5,28.5,5.26,4.61,4.27,80.1,123,0.2,484.2,0.8,484.2,0,0,0,0,-4.27,4.27,28.5,5.26,4.61,0,84.3,523,990,966.3,23.7,0.226,0.13,0.00547,0.355,0.015,2.5993589743589745,0.2,0.555,0.0234,23.1,0.951,0.974,0.927,41.1,39.9,101,759000
0.51,589.71,0.51,29.4,5.43,4.8,4.4,83.4,128,0.22,462.2,0.78,462.2,0,0,0,0,-4.4,4.4,29.4,5.43,4.8,0,87.8,502,990,966.3,23.7,0.215,0.118,0.00495,0.333,0.014,2.4404761904761907,0.205,0.538,0.0226,23.2,0.952,0.976,0.928,42.1,40.8,96.9,782000
0.52,568.22,0.52,28.8,5.32,4.78,4.21,80.3,123,0.22,444.9,0.78,444.9,0,0,0,0,-4.21,4.21,28.8,5.32,4.78,0,84.5,484,990,966.2,23.8,0.207,0.109,0.00457,0.316,0.0133,2.1615541922290387,0.225,0.541,0.0227,23.3,0.954,0.978,0.933,45.6,43.8,93.2,1090000
0.53,548.01,0.53,29,5.4,4.82,4.34,81.4,125,0.23,423,0.77,423,0,0,0,0,-4.34,4.34,29,5.4,4.82,0,85.8,462,990,966.1,23.9,0.199,0.0987,0.00412,0.297,0.0124,2.041994750656168,0.223,0.521,0.0218,23.4,0.955,0.979,0.934,45.6,44.2,89.8,821000
0.54,530.67,0.54,28.3,5.26,4.64,4.1,77.9,120,0.23,410.4,0.77,410.4,0,0,0,0,-4.1,4.1,28.3,5.26,4.64,0,82,449,990,966,24,0.194,0.0927,0.00386,0.287,0.0119,2,0.22,0.506,0.0211,23.5,0.954,0.979,0.934,45.2,43.9,87.8,795000
0.55,513.66,0.55,28.9,5.35,4.76,4.21,80.6,124,0.24,389.8,0.76,389.8,0,0,0,0,-4.21,4.21,28.9,5.35,4.76,0,84.8,429,990,965.9,24.1,0.187,0.083,0.00345,0.27,0.0112,2,0.206,0.476,0.0197,23.6,0.953,0.977,0.931,43,42,84,647000
0.56,501.33,0.56,28.2,5.33,4.69,4.04,77.5,120,0.24,381.5,0.76,381.5,0,0,0,0,-4.04,4.04,28.2,5.33,4.69,0,81.5,420,990,965.9,24.1,0.184,0.0791,0.00328,0.263,0.0109,2,0.2,0.463,0.0192,23.7,0.952,0.976,0.93,42.2,41.2,82.4,724000
0.57,490.36,0.57,28,5.24,4.63,3.92,76.2,118,0.24,372.3,0.76,372.3,0,0,0,0,-3.92,3.92,28,5.24,4.63,0,80.2,410,990,965.8,24.2,0.18,0.0747,0.00309,0.255,0.0105,2,0.194,0.449,0.0186,23.7,0.951,0.976,0.928,41.2,40.3,80.5,638000
0.58,480.89,0.58,27.9,5.23,4.63,3.84,75.6,117,0.24,363.7,0.76,363.7,0,0,0,0,-3.84,3.84,27.9,5.23,4.63,0,79.4,401,990,965.8,24.2,0.177,0.0707,0.00292,0.248,0.0102,2,0.188,0.436,0.018,23.8,0.95,0.976,0.927,40.3,39.4,78.8,720000
0.59,471.45,0.59,27.9,5.16,4.6,3.72,75.3,117,0.25,354.8,0.75,354.8,0,0,0,0,-3.72,3.72,27.9,5.16,4.6,0,79,392,990,965.7,24.3,0.174,0.0665,0.00274,0.24,0.00991,2,0.182,0.422,0.0174,23.9,0.949,0.975,0.925,39.4,38.4,76.9,672000
0.60,456.33,0.6,28.2,5.24,4.67,3.82,76.3,118,0.26,338.2,0.74,338.2,0,0,0,0,-3.82,3.82,28.2,5.24,4.67,0,80.1,376,990,965.7,24.3,0.168,0.0586,0.00241,0.227,0.00932,2,0.171,0.398,0.0163,23.9,0.946,0.974,0.922,37.6,36.6,73.3,633000
0.61,445.21,0.61,27.5,5.14,4.55,3.64,73.2,114,0.26,331.2,0.74,331.2,0,0,0,0,-3.64,3.64,27.5,5.14,4.55,0,76.8,368,990,965.6,24.4,0.166,0.0553,0.00227,0.221,0.00905,2,0.166,0.387,0.0159,24,0.945,0.973,0.92,36.9,35.9,71.8,634000
0.62,436.55,0.62,27.4,5.12,4.5,3.65,73.2,114,0.26,322.7,0.74,322.7,0,0,0,0,-3.65,3.65,27.4,5.12,4.5,0,76.9,360,990,965.6,24.4,0.162,0.0513,0.0021,0.214,0.00875,2,0.16,0.374,0.0153,24.1,0.944,0.972,0.918,35.9,35,69.9,527000
0.63,427.84,0.63,27.3,5.02,4.43,3.52,72.5,113,0.26,315.1,0.74,315.1,0,0,0,0,-3.52,3.52,27.3,5.02,4.43,0,76,352,990,965.5,24.5,0.16,0.0477,0.00195,0.207,0.00847,2,0.155,0.363,0.0148,24.1,0.942,0.971,0.915,35.1,34.1,68.2,626000
0.64,418.93,0.64,26.9,5.01,4.36,3.5,70.8,111,0.26,308.3,0.74,308.3,0,0,0,0,-3.5,3.5,26.9,5.01,4.36,0,74.3,345,990,965.5,24.5,0.157,0.0445,0.00182,0.202,0.00823,2,0.151,0.352,0.0144,24.2,0.941,0.971,0.914,34.4,33.4,66.8,518000
0.65,407.18,0.65,26.9,4.95,4.35,3.36,70.8,110,0.27,296.8,0.73,296.8,0,0,0,0,-3.36,3.36,26.9,4.95,4.35,0,74.1,333,990,965.4,24.6,0.153,0.0394,0.0016,0.192,0.00783,2,0.143,0.335,0.0136,24.2,0.939,0.97,0.911,33.1,32.2,64.3,873000
0.66,395.36,0.66,26.3,4.81,4.15,3.28,68.5,107,0.27,288.3,0.73,288.3,0,0,0,0,-3.28,3.28,26.3,4.81,4.15,0,71.8,324,990,965.4,24.6,0.15,0.0359,0.00146,0.186,0.00754,1.9904153354632588,0.139,0.324,0.0132,24.3,0.938,0.97,0.91,32.5,31.5,62.5,469000
