Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,891.3,32.5,0.565,0.44,44.4,0.663
0.01,888.5,32,0.563,0.413,44.3,0.627
0.02,885.8,31.6,0.561,0.386,44.2,0.591
0.03,883,31.1,0.56,0.359,44.1,0.555
0.04,875.1,30.9,0.555,0.34,44.1,0.482
0.05,864.7,30.9,0.548,0.325,44.1,0.392
0.06,854.3,30.8,0.541,0.31,44.1,0.301
0.07,845.5,30.7,0.536,0.298,44,0.237
0.08,840.2,30.6,0.533,0.292,43.8,0.225
0.09,834.9,30.5,0.529,0.286,43.5,0.212
0.1,829.6,30.4,0.526,0.28,43.3,0.2
0.11,828.7,30.4,0.525,0.277,43.3,0.194
0.12,827.7,30.4,0.525,0.274,43.2,0.188
0.13,826.8,30.4,0.524,0.271,43.2,0.183
0.14,826.5,30.3,0.524,0.266,43.1,0.178
0.15,826.5,30.3,0.524,0.26,43,0.173
0.16,826.5,30.2,0.524,0.254,43,0.168
0.17,826.5,30.1,0.524,0.247,42.8,0.163
0.18,826.4,30.1,0.524,0.238,42.7,0.159
0.19,826.3,30,0.524,0.229,42.5,0.155
0.2,826.2,30,0.524,0.22,42.3,0.151
0.21,816.9,29.6,0.518,0.217,41.9,0.121
0.22,807.6,29.1,0.512,0.214,41.6,0.0915
0.23,798.3,28.7,0.506,0.211,41.2,0.0619
0.24,793,28.4,0.503,0.21,41.1,0.0515
0.25,789.7,28.2,0.5,0.21,41.1,0.0507
0.26,786.4,28,0.498,0.21,41.1,0.0499
0.27,784.1,27.5,0.497,0.21,41,0.0479
0.28,783.8,26.5,0.497,0.21,40.5,0.0438
0.29,783.6,25.4,0.497,0.21,40,0.0397
0.3,783.3,24.3,0.497,0.21,39.6,0.0356
0.31,778.1,24.1,0.494,0.21,39.3,0.0356
0.32,773,23.9,0.49,0.21,39,0.0356
0.33,767.8,23.7,0.487,0.21,38.7,0.0356
0.34,765.9,23.2,0.486,0.206,38.5,0.0345
0.35,765.6,22.7,0.485,0.2,38.4,0.0329
0.36,765.3,22.2,0.485,0.194,38.2,0.0312
0.37,763.3,21.8,0.484,0.19,37.9,0.0299
0.38,757.7,21.7,0.481,0.19,37.3,0.029
0.39,752.2,21.6,0.477,0.19,36.7,0.0282
0.4,746.7,21.5,0.474,0.19,36.1,0.0274
0.41,744.8,21.5,0.472,0.19,36.1,0.0266
0.42,742.9,21.4,0.471,0.19,36,0.0258
0.43,740.9,21.4,0.469,0.19,36,0.0249
0.44,740.2,21.4,0.469,0.188,36,0.0241
0.45,740,21.3,0.469,0.185,35.9,0.0233
0.46,739.8,21.2,0.469,0.182,35.8,0.0225
0.47,739.1,21.1,0.469,0.18,35.8,0.0208
0.48,737.4,20.9,0.467,0.18,35.8,0.0175
0.49,735.6,20.6,0.466,0.18,35.7,0.0142
0.5,733.9,20.4,0.465,0.18,35.7,0.011
0.51,730.1,20.3,0.463,0.177,35.5,0.00849
0.52,726.3,20.3,0.46,0.174,35.3,0.00603
0.53,722.6,20.2,0.458,0.171,35.1,0.00356
0.54,716.7,20,0.454,0.17,34.8,0.00219
0.55,709.7,19.8,0.45,0.17,34.4,0.00137
0.56,702.7,19.6,0.446,0.17,34.1,0.000548
0.57,697.2,19.2,0.442,0.17,33.9,0
0.58,694.7,18.5,0.441,0.17,33.9,0
0.59,692.1,17.9,0.439,0.17,33.8,0
0.6,689.5,17.2,0.437,0.17,33.8,0
0.61,686.7,17.1,0.435,0.17,33.5,0
0.62,684,17,0.433,0.17,33.1,0
0.63,681.2,16.8,0.432,0.17,32.8,0
0.64,674,16.8,0.427,0.17,32.7,0
0.65,664.6,16.8,0.421,0.17,32.6,0
0.66,655.2,16.8,0.416,0.17,32.5,0
0.67,647,16.6,0.411,0.17,32.4,0
0.68,641.5,16,0.407,0.17,32.3,0
0.69,635.9,15.3,0.404,0.17,32.1,0
0.7,630.3,14.7,0.4,0.17,31.9,0
0.71,628,14.6,0.399,0.17,31.5,0
0.72,625.6,14.4,0.397,0.17,31.1,0
0.73,623.3,14.3,0.396,0.17,30.6,0
0.74,618.9,14.2,0.393,0.168,30.2,0
0.75,613.5,14.1,0.389,0.165,29.8,0
0.76,608.1,14.1,0.385,0.162,29.3,0
0.77,604.5,14.1,0.383,0.16,28.9,0
0.78,604.4,13.9,0.383,0.16,28.6,0
0.79,604.4,13.8,0.383,0.16,28.2,0
0.8,604.3,13.7,0.383,0.16,27.9,0
0.81,585.1,13.3,0.371,0.16,27.7,0
0.82,566,13,0.359,0.16,27.6,0
0.83,546.8,12.6,0.347,0.16,27.4,0
0.84,525.1,12.3,0.333,0.16,27.3,0
0.85,502.2,11.9,0.319,0.16,27.1,0
0.86,479.2,11.5,0.304,0.16,26.9,0
0.87,462.7,11.3,0.293,0.16,26.7,0
0.88,459.1,11.2,0.291,0.16,26.5,0
0.89,455.5,11.1,0.289,0.16,26.3,0
0.9,451.9,11,0.287,0.16,26.1,0
0.91,398.5,10.1,0.253,0.16,26,0
0.92,345.1,9.25,0.219,0.16,25.9,0
0.93,291.7,8.38,0.185,0.16,25.8,0
0.94,259.1,7.78,0.165,0.158,25.7,0
0.95,237,7.32,0.151,0.155,25.6,0
0.96,214.8,6.86,0.136,0.152,25.5,0
0.97,187.6,6.07,0.119,0.15,25.3,0
0.98,150.5,4.63,0.0956,0.15,25,0
0.99,113.4,3.2,0.072,0.15,24.6,0
1,76.24,1.76,0.0484,0.15,24.3,0
