WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,698.1,192.8,19.21,106.6,911.7,159.5,2435,21.5,3.7,13.9,0.255,0.061,0.53,0,0,0,0,0,0,0.443,0.27,0.11,0.15,0.22,0,0,0,7.6,0.17,0.65,0.35,32.5
1993,365,622.5,192.8,0,71.06,465,137.4,1404,14.7,3.29,11.2,0.297,0.0919,0.524,0,19,0,0,0.052,0,0.395,0.14,0.12,0.2,0.55,0,19,0.052054794520547946,3.5,0.22,0.76,0.24,42.3
1994,365,200,79.32,0,22.83,207.6,75.33,472.4,6.55,2.87,3.5,0.496,0.227,0.956,81,117,0,0.22,0.32,0,0.127,0,0,0.15,0.63,0.22,198,0.5424657534246575,3.05,0.44,0.53,0.47,30.5
1995,366,273.9,124,0,31.18,255.9,63.23,722.5,8.09,2.87,5,0.465,0.152,0.822,86,156,0,0.24,0.43,0,0.174,0,0.09,0.14,0.53,0.24,242,0.663013698630137,3.09,0.35,0.62,0.38,33.9
1996,365,604.5,192.8,0,69.01,448.5,84.6,1463,14.1,2.94,10.8,0.305,0.0862,0.615,41,47,0,0.11,0.13,0,0.383,0.099,0.21,0.17,0.41,0.11,88,0.2410958904109589,3.3,0.21,0.77,0.23,42.9
1997,365,604.3,192.8,18.67,68.99,434,140.4,1355,13.7,2.91,10.7,0.277,0.0979,0.462,0,0,0,0,0,0,0.383,0.11,0.16,0.19,0.54,0,0,0,3,0.21,0.78,0.22,44.1
1998,365,795.2,192.8,15.73,90.78,769,123.4,2635,24.3,4.13,15.7,0.265,0.0616,0.528,0,0,0,0,0,0,0.504,0.31,0.099,0.18,0.42,0,0,0,8.6,0.17,0.65,0.35,32.7
1999,366,689.5,192.8,0,78.5,645.4,176.5,2374,20.4,3.9,13.3,0.285,0.0531,0.54,0,8,0,0,0.022,0,0.437,0.19,0.11,0.22,0.48,0,8,0.021917808219178082,7.1,0.19,0.65,0.35,33.8
2000,365,829.6,192.8,22.61,94.7,982.7,175.7,3168,31,4.83,17.2,0.25,0.0654,0.523,0,0,0,0,0,0,0.526,0.33,0.12,0.19,0.36,0,0,0,13.8,0.16,0.55,0.45,26.8
2001,365,540.4,159.2,0,61.68,397.2,130,941.5,12.5,3.12,9.4,0.303,0.133,0.554,0,18,0,0,0.049,0,0.343,0.027,0.19,0.23,0.55,0,18,0.049315068493150684,3.1,0.25,0.75,0.25,43.2
2002,365,648.9,192.8,0,74.08,532.6,111.1,1902,16.8,3.61,12,0.305,0.0778,0.541,0,10,0,0,0.027,0,0.412,0.15,0.17,0.21,0.47,0,10,0.0273972602739726,4.8,0.21,0.71,0.29,38.6
2003,366,746.7,192.8,0,85.01,970,182.2,3973,30.7,4.73,15.7,0.26,0.055,0.525,0,11,0,0,0.03,0,0.474,0.27,0.12,0.18,0.42,0,11,0.030136986301369864,15,0.15,0.51,0.49,24.3
2004,365,463.9,176.2,0,52.95,359.5,119,1050,11.3,3.04,8.28,0.326,0.119,0.605,5,55,0,0.014,0.15,0,0.294,0.044,0.082,0.29,0.57,0.014,60,0.1643835616438356,3.02,0.27,0.73,0.27,41.1
2005,365,680.3,192.8,0,77.66,545.5,94.17,1627,17.2,3.26,12.8,0.283,0.0847,0.552,16,39,0,0.044,0.11,0,0.431,0.19,0.13,0.21,0.42,0.044,55,0.1506849315068493,4.4,0.19,0.74,0.26,39.6
2006,365,826.2,192.8,20.39,94.31,953.9,165.3,2686,30.1,4.79,17.1,0.256,0.0686,0.528,0,0,0,0,0,0,0.524,0.34,0.11,0.15,0.4,0,0,0,13,0.16,0.57,0.43,27.4
2007,366,784.2,192.8,24.33,89.28,688.9,185.2,1951,21.8,3.76,15.1,0.258,0.0815,0.469,0,0,0,0,0,0,0.497,0.25,0.13,0.18,0.44,0,0,0,6.7,0.17,0.69,0.31,36
2008,365,721.3,192.8,23.03,82.34,641.1,156.2,2318,20.2,3.6,13.7,0.254,0.0601,0.536,0,0,0,0,0,0,0.457,0.2,0.14,0.22,0.45,0,0,0,6.5,0.18,0.68,0.32,35.7
2009,365,826.5,192.8,22.48,94.35,1030,175.1,3139,32.5,4.86,17.4,0.245,0.0643,0.544,0,0,0,0,0,0,0.524,0.34,0.1,0.18,0.38,0,0,0,15.1,0.15,0.54,0.46,25.4
2010,365,882.1,192.8,0,100.7,962.6,202.2,2952,30.4,4.82,18.1,0.253,0.0735,0.525,0,1,0,0,0.0027,0,0.559,0.37,0.11,0.18,0.35,0,1,0.0027397260273972603,12.3,0.16,0.6,0.4,29
2011,366,630.3,192.8,0,71.76,448.8,141.2,1248,14.2,3.01,11.2,0.275,0.1,0.51,0,9,0,0,0.025,0,0.4,0.12,0.15,0.24,0.49,0,9,0.024657534246575342,3,0.21,0.79,0.21,44.4
2012,365,766.1,192.8,17.34,87.46,672.9,129.4,2393,21.2,3.51,14.7,0.251,0.058,0.451,0,0,0,0,0,0,0.486,0.24,0.16,0.17,0.43,0,0,0,6.5,0.17,0.69,0.31,36.1
2013,365,826.5,192.8,22.58,94.35,749.1,154.6,2177,23.6,3.78,16.1,0.243,0.067,0.521,0,0,0,0,0,0,0.524,0.32,0.11,0.17,0.4,0,0,0,7.5,0.16,0.68,0.32,35
2014,365,740.3,192.8,20.11,84.5,533.5,163.6,1394,16.8,3.24,13.4,0.255,0.0897,0.452,0,0,0,0,0,0,0.469,0.21,0.15,0.18,0.46,0,0,0,3.4,0.19,0.8,0.2,44.1
