Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,277.2,133.5,520.9,69640,6927,33330,93.61,9.311,44.79,0.3,0.7,0.3,0.012,0.0032,0,0.25,43.3
2,5,510.7,185.2,1110,118000,5554,57780,175.5,8.264,85.35,0.21,0.79,0.21,0,0.026,0,0.47,45.5
3,6,894.5,285.9,1724,142800,29680,97150,192,39.89,130.6,0.17,0.78,0.22,0,0,0,0.73,42.6
4,7,1212,275.3,2549,138000,24150,106500,191.7,33.54,147.9,0.15,0.73,0.27,0,0,0,0.82,37.7
5,8,844.9,191,1628,136600,2422,90000,183.5,3.256,121,0.25,0.72,0.28,0.02,0.011,0,0.67,39.3
6,9,494.9,139.8,834.9,96580,0,54670,134.1,0,75.92,0.32,0.68,0.32,0.043,0.034,0,0.42,39.3
7,10,332.7,110.5,544.3,56550,0,31560,76.01,0,42.42,0.42,0.57,0.43,0.081,0.13,0,0.24,31.2
8,11,235,85.34,369.8,35020,0,18240,47.07,0,24.51,0.5,0.48,0.52,0.15,0.19,0,0.14,24.4
9,12,168.8,60.86,267.1,23990,0,12790,33.32,0,17.76,0.52,0.43,0.57,0.26,0.051,0,0.099,24.8
10,1,135.7,48.19,206.2,19980,0,10380,26.86,0,13.95,0.47,0.45,0.55,0.27,0.11,0,0.077,24.3
11,2,144.4,68.94,213.7,21720,0,12750,30.16,0,17.71,0.39,0.56,0.44,0.14,0.13,0,0.098,30.4
12,3,182.2,104.6,244.9,31060,0,19960,41.75,0,26.83,0.34,0.64,0.36,0.04,0.034,0,0.15,39.2
