WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,579.6,192.8,13.82,88.46,574.1,138.2,1453,13.5,2.69,10.6,0.267,0.0918,0.528,0,0,0,0,0,0,0.368,0.15,0.13,0.17,0.3,0,0,0,2.9,0.2,0.79,0.21,42.9
1993,365,418.2,158.6,0,47.74,330.4,101.3,916.2,10.4,2.9,7.45,0.358,0.117,0.711,20,53,0,0.055,0.15,0,0.265,0.022,0.14,0.16,0.63,0.055,73,0.2,2.95,0.28,0.72,0.28,40.2
1994,365,88.34,48.2,0,10.08,152.1,51.04,329.9,4.8,2.81,1.76,0.651,0.324,1,167,57,0,0.46,0.16,0,0.056,0,0,0,0.54,0.46,224,0.6136986301369863,3.04,0.59,0.37,0.63,18.4
1995,366,126.9,73.35,0,14.45,173.3,44.01,448.8,5.48,2.85,2.29,0.65,0.24,1,201,35,0,0.55,0.096,0,0.0805,0,0,0.12,0.33,0.55,236,0.6465753424657534,3.19,0.52,0.42,0.58,23.2
1996,365,332.1,134.8,0,37.91,285.9,53.95,787.7,9.01,2.87,6.01,0.449,0.159,0.964,75,69,0,0.21,0.19,0,0.211,0,0.077,0.25,0.46,0.21,144,0.39452054794520547,3,0.32,0.67,0.33,36.9
1997,365,308.9,127.2,0,35.27,274.4,96.23,744.5,8.65,2.87,5.66,0.412,0.168,0.697,36,86,0,0.099,0.24,0,0.196,0,0.085,0.2,0.62,0.099,122,0.33424657534246577,2.99,0.33,0.65,0.35,35.7
1998,365,656.9,192.8,0,74.99,514,83.38,1678,16.2,3,12.2,0.291,0.0731,0.624,38,12,0,0.1,0.033,0,0.417,0.16,0.18,0.18,0.38,0.1,50,0.136986301369863,4,0.19,0.75,0.25,40.5
1999,366,541.3,192.8,18.19,61.62,404.2,137.2,1445,12.8,2.93,9.6,0.298,0.0831,0.469,0,0,0,0,0,0,0.343,0.1,0.079,0.23,0.59,0,0,0,3.2,0.23,0.75,0.25,42.3
2000,365,759.8,192.8,17.42,86.73,692.1,129.9,2092,21.8,3.87,14.7,0.27,0.0708,0.539,0,0,0,0,0,0,0.482,0.25,0.11,0.21,0.43,0,0,0,7.1,0.18,0.67,0.33,34.9
2001,365,337.5,96.4,0,38.53,287.8,97.32,591.4,9.08,3.03,5.91,0.387,0.211,0.74,41,53,0,0.11,0.15,0,0.214,0,0,0.31,0.58,0.11,94,0.25753424657534246,3.17,0.33,0.65,0.35,37.2
2002,365,474,192.8,0,54.11,358.9,85.56,1195,11.3,2.87,8.21,0.34,0.105,0.611,65,5,0,0.18,0.014,0,0.301,0.06,0.088,0.27,0.4,0.18,70,0.1917808219178082,3.09,0.25,0.73,0.27,41.9
2003,366,696.5,192.8,20.25,79.29,695,141.9,2696,22,3.85,13.6,0.272,0.0555,0.552,0,0,0,0,0,0,0.442,0.22,0.12,0.18,0.49,0,0,0,8.4,0.18,0.62,0.38,31.7
2004,365,291.6,101.6,0,33.29,258.2,83.65,613.9,8.14,2.94,5.07,0.418,0.204,0.861,53,40,0,0.15,0.11,0,0.185,0,0.0027,0.27,0.59,0.15,93,0.2547945205479452,3.07,0.36,0.62,0.38,35.8
2005,365,482.3,166.6,0,55.05,362.9,68.73,986.6,11.4,2.87,8.49,0.354,0.111,0.757,42,20,0,0.12,0.055,0,0.306,0.088,0.11,0.2,0.48,0.12,62,0.16986301369863013,2.91,0.25,0.74,0.26,42.3
2006,365,777.3,192.8,16.32,88.73,698.4,125.3,1936,22,3.84,15.1,0.271,0.0764,0.541,0,0,0,0,0,0,0.493,0.28,0.11,0.16,0.46,0,0,0,6.9,0.17,0.69,0.31,35.3
2007,366,719.8,192.8,18.72,81.94,544.6,156.2,1535,17.2,3.3,13.2,0.261,0.0844,0.461,0,0,0,0,0,0,0.456,0.2,0.12,0.19,0.49,0,0,0,4,0.19,0.77,0.23,41.8
2008,365,608.6,192.8,18.82,69.48,440.6,136.5,1422,13.9,2.91,10.8,0.266,0.0879,0.425,0,0,0,0,0,0,0.386,0.12,0.099,0.25,0.53,0,0,0,3.1,0.21,0.78,0.22,43.8
2009,365,756,192.8,0,86.31,698.9,142.5,1993,22,3.82,14.8,0.259,0.0748,0.554,0,3,0,0,0.0082,0,0.479,0.26,0.096,0.17,0.47,0,3,0.00821917808219178,7.2,0.17,0.67,0.33,34.4
2010,365,820.2,192.8,20.72,93.63,667.6,165,1919,21.1,3.54,15.7,0.247,0.0771,0.472,0,0,0,0,0,0,0.52,0.29,0.12,0.16,0.43,0,0,0,5.4,0.17,0.74,0.26,38.9
2011,366,379.2,118.9,0,43.17,303,99.6,700.6,9.58,2.87,6.62,0.358,0.169,0.723,28,46,0,0.077,0.13,0,0.241,0,0.11,0.22,0.6,0.077,74,0.20273972602739726,2.96,0.3,0.69,0.31,39.6
2012,365,606.9,192.8,0,69.28,470.2,93.59,1597,14.8,2.94,11.2,0.301,0.0701,0.556,22,37,0,0.06,0.1,0,0.385,0.13,0.17,0.18,0.45,0.06,59,0.16164383561643836,3.6,0.2,0.76,0.24,41
2013,365,713.6,192.8,15.63,81.46,518.5,123.1,1456,16.4,3.03,13,0.258,0.0769,0.46,0,0,0,0,0,0,0.453,0.17,0.2,0.16,0.47,0,0,0,3.4,0.18,0.79,0.21,43.5
2014,365,473.9,139,0,54.1,353.6,113.5,799.1,11.2,2.87,8.26,0.321,0.135,0.634,8,29,0,0.022,0.079,0,0.301,0,0.22,0.18,0.58,0.022,37,0.10136986301369863,2.94,0.26,0.74,0.26,42.3
2015,366,533.9,190,0,60.78,397.2,96.32,1146,12.6,2.89,9.63,0.317,0.095,0.54,10,43,0,0.027,0.12,0,0.339,0.11,0.11,0.2,0.55,0.027,53,0.14520547945205478,2.97,0.23,0.76,0.24,42.4
2016,365,700.5,192.8,0,79.96,654.3,111.1,2329,20.6,3.79,13.6,0.286,0.0569,0.543,0,10,0,0,0.027,0,0.444,0.23,0.1,0.21,0.46,0,10,0.0273972602739726,7,0.18,0.66,0.34,34
