Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,4550,193,143000,25.6,1100,25.4,0.937,1.87,0.6,0.88,0.83,50.7,1
0.01,4220,187,136000,25.6,1100,25.4,0.936,1.87,0.492,0.88,0.75,50,0.439
0.02,3680,183,134000,25.6,1100,25.4,0.935,1.87,0.46,0.87,0.708,49.9,0.298
0.03,3320,181,132000,25.5,1100,25.4,0.935,1.87,0.45,0.87,0.685,49.7,0.173
0.04,3240,180,131000,25.5,1100,25.4,0.935,1.87,0.45,0.87,0.666,49.2,0.0659
0.05,3080,178,130000,25.5,1100,25.4,0.935,1.87,0.441,0.86,0.651,49,0
0.06,2970,177,129000,25.5,1100,25.4,0.935,1.87,0.44,0.855,0.635,48.9,0
0.07,2780,177,128000,25.5,1100,25.3,0.935,1.87,0.43,0.85,0.619,48.5,0
0.08,2640,176,128000,25.5,1100,25.3,0.934,1.87,0.43,0.85,0.593,48.2,0
0.09,2560,175,127000,25.5,1100,25.3,0.934,1.87,0.43,0.84,0.58,48,0
0.1,2420,174,126000,25.5,1100,25.3,0.934,1.87,0.43,0.84,0.561,47.8,0
0.11,2270,173,124000,25.5,1100,25.3,0.934,1.87,0.42,0.83,0.54,47.7,0
0.12,2130,172,123000,25.5,1100,25.3,0.934,1.87,0.42,0.83,0.51,47.6,0
0.13,1990,171,123000,25.5,1100,25.3,0.934,1.87,0.42,0.83,0.483,47.4,0
0.14,1930,170,122000,25.5,1100,25.2,0.933,1.86,0.42,0.82,0.47,47.4,0
0.15,1830,167,121000,25.4,1100,25.2,0.933,1.86,0.41,0.82,0.451,47,0
0.16,1780,166,120000,25.4,1100,25.2,0.933,1.85,0.41,0.81,0.45,46.8,0
0.17,1750,164,119000,25.4,1100,25.1,0.933,1.82,0.4,0.8,0.45,46.6,0
0.18,1690,161,117000,25.4,1090,25.1,0.933,1.78,0.4,0.8,0.444,46.5,0
0.19,1620,160,116000,25.4,1080,25.1,0.933,1.77,0.4,0.79,0.44,46.3,0
0.2,1510,157,115000,25.3,1060,25.1,0.933,1.7,0.4,0.79,0.44,46,0
